Systematic ID	Name	FYPOviability	DeletionLibrary_essentiality	A	um	lam	t10	t50	t90	t_window	t_inflection	y_inflection	auc	R2	RMSE	normalized_RMSE	AIC	BIC
SPAC821.04c	cid13	viable	V	0.297	0.05	-0.0	0.364	3.001	7.138	6.773	2.196	0.109	2.964	0.341778	0.133	0.265282	-14.201	-15.373
SPAC821.05	tif308	viable	V	3.75	0.276	0.635	1.465	7.468	16.888	15.423	5.635	1.38	22.09	0.894265	0.37	0.125283	-3.944	-5.115
SPAC821.06	spn2	viable	V	-0.012	0.002	0.0	0.364	3.001	7.138	6.773	2.196	-0.004	-0.001	-2.166292	0.09	0.570826	-18.058	-19.23
SPAC821.07c	moc3	viable	V	-0.097	0.006	0.0	0.985	8.109	19.289	18.304	5.934	-0.036	-0.011	-0.081251	0.248	0.367023	-7.924	-9.096
SPAC821.08c	slp1	inviable	E	5.785	0.969	0.774	1.138	3.775	7.912	6.773	2.97	2.128	53.517	0.967974	0.4	0.072359	-3.163	-4.335
SPAC821.09	eng1	viable	V	-0.01	0.002	0.0	0.364	3.001	7.138	6.773	2.196	-0.004	-0.0	-2.881382	0.122	0.664668	-15.067	-16.239
SPAC821.10c	sod1	condition-dependent	V	2.711	0.454	5.336	5.701	8.337	12.474	6.773	7.532	0.997	13.077	0.98782	0.112	0.044999	-15.892	-17.064
SPAC821.11	pro1	viable	V	0.008	-0.001	0.0	0.364	3.001	7.137	6.773	2.196	0.003	0.0	-0.009723	0.049	0.349873	-24.163	-25.335
SPAC821.12	orb6	inviable	E	6.584	1.103	2.161	2.526	5.162	9.299	6.773	4.357	2.422	51.939	0.988476	0.283	0.042835	-6.632	-7.804
SPAC821.13c	dnf1	viable	V	-0.035	0.004	0.0	0.472	3.884	9.238	8.766	2.842	-0.013	-0.002	-0.086379	0.079	0.378861	-19.408	-20.58
SPAC823.03	ppk15	viable	V	-0.248	-0.041	0.0	0.364	3.001	7.138	6.773	2.196	-0.091	-2.474	0.791009	0.042	0.155905	-25.605	-26.776
SPAC823.04	rrp36	inviable	E	5.409	0.518	-0.0	0.638	5.252	12.493	11.855	3.843	1.99	41.395	0.968767	0.315	0.060758	-5.553	-6.725
SPAC823.05c	tlg2	viable	V	1.907	0.147	3.413	4.206	9.941	18.94	14.735	8.19	0.702	7.603	0.996194	0.032	0.023591	-28.357	-29.529
SPAC823.06	taf3	inviable	E	-0.071	0.011	0.0	0.385	3.171	7.541	7.156	2.32	-0.026	-0.003	-0.013047	0.261	0.372984	-7.415	-8.586
SPAC823.07	pga3	inviable	E	6.455	0.728	1.705	2.246	6.161	12.305	10.059	4.966	2.375	44.287	0.989974	0.229	0.039403	-8.738	-9.91
SPAC823.08c	rrp3	inviable	E	6.558	1.099	1.058	1.423	4.059	8.196	6.773	3.254	2.413	58.854	0.998142	0.108	0.016817	-16.281	-17.453
SPAC823.09c	SPAC823.09c	viable	V	-0.043	0.007	0.0	0.402	3.309	7.871	7.469	2.422	-0.016	-0.002	-0.239575	0.11	0.421826	-16.102	-17.274
SPAC823.10c	hem25	viable	V	1.373	0.108	3.745	4.522	10.147	18.973	14.451	8.43	0.505	5.235	0.977664	0.056	0.053686	-22.796	-23.968
SPAC823.11	sgp1	condition-dependent	E	-0.229	-0.038	0.0	0.364	3.001	7.138	6.773	2.196	-0.084	-2.283	0.568583	0.058	0.227993	-22.449	-23.621
SPAC823.12	vps11	condition-dependent	E	6.151	0.647	6.572	7.153	11.355	17.948	10.795	10.072	2.263	15.959	0.998287	0.067	0.015974	-20.977	-22.149
SPAC823.13c	she9	viable	V	-0.05	0.003	-0.0	1.006	8.285	19.706	18.7	6.063	-0.018	-0.006	-0.508069	0.117	0.426108	-15.477	-16.649
SPAC823.14	ptf1	viable	V	0.201	-0.012	0.0	1.006	8.28	19.694	18.688	6.059	0.074	0.023	-0.000346	0.059	0.350994	-22.367	-23.539
SPAC823.15	ppa1	viable	V	-0.015	0.003	0.0	0.364	3.001	7.137	6.773	2.196	-0.006	-0.001	-2.12927	0.081	0.582609	-19.135	-20.307
SPAC823.16c	atg1802	viable	V	-0.03	0.002	0.0	0.965	7.947	18.903	17.938	5.816	-0.011	-0.003	-0.296871	0.058	0.390189	-22.517	-23.688
SPAC824.02	bst1	viable	V	4.905	0.338	1.959	2.846	9.259	19.322	16.477	7.301	1.804	22.711	0.975058	0.211	0.056172	-9.581	-10.753
SPAC824.03c	SPAC824.03c	viable	V	0.09	-0.005	0.0	1.006	8.285	19.706	18.7	6.063	0.033	0.01	-0.080433	0.078	0.387189	-19.533	-20.705
SPAC824.04	swd22	viable	V	1.464	0.139	5.983	6.624	11.26	18.535	11.911	9.845	0.539	4.067	0.986431	0.044	0.043402	-25.214	-26.386
SPAC824.05	vps16	condition-dependent	V	6.409	0.54	4.62	5.344	10.582	18.802	13.458	8.983	2.358	21.832	0.989006	0.181	0.038899	-11.099	-12.271
SPAC824.07	glo2	viable	V	0.259	0.036	0.0	0.436	3.589	8.538	8.102	2.627	0.095	2.414	0.805279	0.046	0.143212	-24.735	-25.907
SPAC824.08	gda1	viable	V	-0.038	0.003	0.0	0.817	6.728	16.004	15.187	4.924	-0.014	-0.004	-0.586316	0.128	0.518736	-14.547	-15.719
SPAC824.09c	age1	viable	V	0.29	0.049	0.0	0.364	3.001	7.138	6.773	2.196	0.107	2.901	0.750737	0.061	0.185669	-21.894	-23.066
SPAC869.01	SPAC869.01	viable	V	-0.172	0.011	0.0	0.973	8.014	19.061	18.088	5.864	-0.063	-0.019	-0.033445	0.327	0.358558	-5.167	-6.339
SPAC869.02c	yhb1	viable	V	0.249	0.022	-0.0	0.697	5.743	13.659	12.962	4.202	0.091	1.795	0.366226	0.082	0.282661	-18.979	-20.151
SPAC869.03c	SPAC869.03c	viable	V	0.24	0.04	-0.0	0.364	3.001	7.138	6.773	2.196	0.088	2.393	0.616094	0.068	0.213665	-20.954	-22.125
SPAC869.04	SPAC869.04	viable	V	0.065	-0.01	0.0	0.413	3.402	8.091	7.678	2.489	0.024	0.003	-0.004805	0.125	0.412921	-14.818	-15.99
SPAC869.05c	sul2	viable	V	0.65	0.109	0.0	0.365	3.001	7.138	6.773	2.196	0.239	6.493	0.498842	0.236	0.245759	-8.432	-9.604
SPAC869.06c	hry1	viable	V	0.297	0.018	-0.0	1.006	8.285	19.706	18.7	6.063	0.109	1.623	0.206039	0.127	0.381305	-14.608	-15.779
SPAC869.07c	mel1	viable	V	-0.042	0.003	0.0	1.005	8.275	19.683	18.678	6.056	-0.016	-0.005	-0.249624	0.175	0.40784	-11.409	-12.58
SPAC869.08	pcm2	viable	V	0.543	0.046	0.0	0.724	5.956	14.165	13.442	4.358	0.2	3.829	0.933158	0.047	0.095852	-24.644	-25.816
SPAC869.09	SPAC869.09	viable	V	-1.0	0.063	0.585	1.555	8.576	19.591	18.036	6.432	-0.368	-0.154	-2.436298	0.337	0.603498	-4.884	-6.056
SPAC869.10c	put4	viable	V	0.102	-0.006	-0.0	1.006	8.285	19.706	18.7	6.063	0.037	0.012	-0.086683	0.038	0.368722	-26.611	-27.782
SPAC869.11	cat1	viable	V	1.447	0.135	4.107	4.759	9.478	16.883	12.124	8.037	0.532	5.932	0.998856	0.015	0.013275	-35.979	-37.15
SPAC890.02c	alp7	viable	V	1.684	0.102	-0.0	1.006	8.285	19.706	18.7	6.063	0.619	9.202	0.949432	0.099	0.076461	-17.125	-18.296
SPAC890.03	ppk16	viable	V	0.029	-0.004	0.0	0.427	3.514	8.357	7.931	2.571	0.011	0.001	-0.301121	0.058	0.428161	-22.434	-23.605
SPAC890.04c	ytm1	inviable	E	5.702	0.762	0.379	0.835	4.139	9.323	8.487	3.13	2.098	50.144	0.993108	0.172	0.030058	-11.606	-12.778
SPAC890.06	nup155	condition-dependent	V	6.128	1.027	1.004	1.369	4.005	8.142	6.773	3.2	2.254	55.31	0.989497	0.241	0.039052	-8.248	-9.42
SPAC890.07c	rmt1	viable	V	-0.015	0.003	0.0	0.364	3.001	7.138	6.773	2.196	-0.006	-0.001	-2.672047	0.107	0.642645	-16.379	-17.551
SPAC8C9.03	cgs1	viable	V	1.29	0.216	0.0	0.364	3.001	7.138	6.773	2.196	0.475	12.884	0.989952	0.048	0.038205	-24.416	-25.588
SPAC8C9.04	SPAC8C9.04	viable	V	-0.529	-0.032	0.0	1.006	8.285	19.706	18.7	6.063	-0.195	-2.893	0.759955	0.077	0.170162	-19.695	-20.867
SPAC8C9.05	dtd1	viable	V	0.168	-0.027	-0.0	0.383	3.15	7.493	7.111	2.305	0.062	0.007	-0.828489	0.121	0.492493	-15.107	-16.279
SPAC8C9.06c	ppr4	viable	V	1.617	0.125	3.527	4.318	10.039	19.015	14.697	8.292	0.595	6.329	0.96227	0.086	0.068304	-18.567	-19.738
SPAC8C9.08	rps5	viable	V	5.497	0.609	1.557	2.108	6.097	12.356	10.248	4.879	2.022	38.036	0.974702	0.309	0.062424	-5.728	-6.9
SPAC8C9.09c	mug129	viable	V	0.335	0.056	-0.0	0.364	3.001	7.138	6.773	2.196	0.123	3.349	0.820817	0.057	0.136063	-22.598	-23.769
SPAC8C9.10c	rrp14	viable	V	4.686	0.476	2.548	3.148	7.493	14.31	11.162	6.167	1.724	26.647	0.993345	0.13	0.030976	-14.414	-15.585
SPAC8C9.11	fra2	viable	V	-0.242	-0.021	0.0	0.69	5.677	13.503	12.813	4.154	-0.089	-1.758	0.670447	0.049	0.21196	-24.167	-25.339
SPAC8C9.12c	mrs3	viable	V	0.205	-0.012	-0.0	1.006	8.285	19.706	18.7	6.063	0.075	0.023	-0.157077	0.087	0.367527	-18.364	-19.536
SPAC8C9.14	prr1	viable	V	0.294	0.049	-0.0	0.364	3.001	7.138	6.773	2.196	0.108	2.935	0.732206	0.055	0.195131	-22.929	-24.1
SPAC8C9.15c	tif225	inviable	E	5.899	0.988	-0.0	0.364	3.001	7.138	6.773	2.196	2.17	58.923	0.948485	0.487	0.079233	-1.194	-2.366
SPAC8C9.16c	oxr1	viable	V	-0.035	0.002	-0.0	0.96	7.905	18.803	17.842	5.785	-0.013	-0.004	-0.167474	0.045	0.362808	-25.014	-26.185
SPAC8E11.01c	inv2	viable	V	0.008	-0.001	-0.0	0.364	3.0	7.136	6.772	2.195	0.003	0.0	-1.7e-05	0.077	0.333936	-19.665	-20.836
SPAC8E11.03c	dmc1	viable	V	0.004	-0.001	0.0	0.364	3.001	7.138	6.773	2.196	0.001	0.0	-0.621375	0.125	0.482118	-14.766	-15.938
SPAC8E11.04c	pah1	viable	V	-0.542	0.033	0.0	1.006	8.285	19.706	18.7	6.063	-0.199	-0.062	-1.057583	0.141	0.517432	-13.572	-14.743
SPAC8E11.05c	SPAC8E11.05c	viable	V	-0.034	0.006	0.0	0.367	3.024	7.193	6.826	2.213	-0.013	-0.001	-0.126312	0.117	0.378945	-15.448	-16.619
SPAC8E11.06	SPAC8E11.06	viable	V	-0.029	-0.005	-0.0	0.364	3.001	7.138	6.773	2.196	-0.01	-0.285	-0.085729	0.046	0.406039	-24.729	-25.9
SPAC8E11.07c	alp31	viable	V	3.277	0.341	6.867	7.454	11.699	18.362	10.908	10.403	1.206	7.784	0.976639	0.124	0.05593	-14.857	-16.029
SPAC8E11.08c	SPAC8E11.08c	unknown	Not_determined	-0.001	0.0	0.0	0.363	2.991	7.115	6.752	2.189	-0.0	-0.0	-0.037012	0.042	0.33877	-25.619	-26.79
SPAC8E11.10	SPAC8E11.10	viable	V	0.092	-0.006	0.0	1.006	8.284	19.705	18.699	6.062	0.034	0.01	-0.031024	0.024	0.343028	-31.436	-32.608
SPAC8E11.12	SPAC8E11.12	viable	Not_determined	-0.015	0.003	0.0	0.364	3.0	7.136	6.772	2.196	-0.006	-0.001	-0.110981	0.1	0.387562	-17.027	-18.198
SPAC8F11.02c	dph3	viable	V	2.727	0.457	-0.0	0.364	3.001	7.138	6.773	2.196	1.003	27.238	0.884739	0.353	0.113405	-4.409	-5.58
SPAC8F11.03	msh3	viable	V	0.866	0.145	1.873	2.237	4.874	9.011	6.773	4.069	0.319	7.077	0.880313	0.131	0.152726	-14.323	-15.494
SPAC8F11.04	SPAC8F11.04	inviable	E	6.617	0.792	0.03	0.54	4.23	10.021	9.481	3.104	2.434	57.238	0.976429	0.36	0.053212	-4.211	-5.383
SPAC8F11.06	brr6	inviable	E	6.474	0.884	0.67	1.118	4.353	9.43	8.312	3.365	2.382	55.7	0.997658	0.115	0.017956	-15.639	-16.81
SPAC8F11.07c	cdc24	inviable	E	6.661	0.683	1.875	2.471	6.78	13.541	11.07	5.464	2.45	42.041	0.999575	0.047	0.007783	-24.614	-25.786
SPAC8F11.08c	SPAC8F11.08c	viable	V	1.265	0.212	1.417	1.782	4.418	8.555	6.773	3.613	0.465	10.909	0.768395	0.274	0.187671	-6.946	-8.118
SPAC8F11.09c	efm7	viable	V	-0.037	-0.006	-0.0	0.364	3.0	7.136	6.772	2.196	-0.014	-0.37	-0.058876	0.173	0.356021	-11.543	-12.715
SPAC8F11.10c	pvg1	viable	V	-0.198	-0.033	-0.0	0.364	3.001	7.138	6.773	2.196	-0.073	-1.975	0.106448	0.138	0.33274	-13.823	-14.995
SPAC9.02c	SPAC9.02c	viable	V	0.722	0.052	2.597	3.444	9.576	19.198	15.753	7.704	0.265	3.133	0.912899	0.063	0.112407	-21.654	-22.826
SPAC9.03c	brr2	inviable	E	6.322	1.003	0.607	0.992	3.774	8.141	7.149	2.925	2.326	58.325	0.987432	0.266	0.040295	-7.232	-8.404
SPAC9.04	Tf2-1	unknown	Not_determined	0.391	0.066	4.435	4.799	7.436	11.573	6.773	6.631	0.144	2.22	0.525918	0.187	0.229525	-10.788	-11.959
SPAC9.05	fml1	viable	V	1.493	0.115	3.48	4.273	10.015	19.025	14.751	8.262	0.549	5.877	0.965851	0.075	0.066876	-19.961	-21.132
SPAC9.06c	mta3	viable	V	0.269	0.045	-0.0	0.364	3.001	7.138	6.773	2.196	0.099	2.685	0.156086	0.113	0.301722	-15.817	-16.989
SPAC9.07c	SPAC9.07c	viable	V	-0.098	0.006	0.0	1.006	8.281	19.696	18.69	6.06	-0.036	-0.011	-0.135346	0.07	0.349064	-20.57	-21.741
SPAC9.08c	SPAC9.08c	viable	V	0.025	-0.002	0.0	0.76	6.26	14.891	14.131	4.581	0.009	0.002	-0.705921	0.085	0.475919	-18.629	-19.8
SPAC9.09	met26	viable	Not_determined	6.019	1.008	1.147	1.511	4.148	8.285	6.773	3.343	2.214	53.493	0.950801	0.528	0.087402	-0.395	-1.567
SPAC9.10	thi9	viable	V	-0.141	0.009	0.0	0.918	7.558	17.977	17.059	5.531	-0.052	-0.015	-0.035751	0.07	0.3483	-20.542	-21.713
SPAC9.11	SPAC9.11	viable	V	0.026	-0.002	0.0	0.809	6.658	15.836	15.028	4.872	0.009	0.002	-0.873172	0.062	0.494454	-21.837	-23.009
SPAC9.12c	atp12	viable	V	1.921	0.141	2.884	3.714	9.719	19.141	15.427	7.886	0.707	8.088	0.929751	0.14	0.090481	-13.65	-14.822
SPAC9.13c	cwf16	viable	V	5.859	0.884	0.63	1.034	3.961	8.553	7.518	3.067	2.156	52.868	0.995776	0.142	0.024726	-13.547	-14.719
SPAC922.03	SPAC922.03	viable	V	0.063	-0.009	0.0	0.433	3.561	8.471	8.039	2.606	0.023	0.003	-0.003609	0.086	0.377969	-18.514	-19.685
SPAC922.04	SPAC922.04	viable	V	-0.149	-0.025	-0.0	0.364	3.001	7.138	6.773	2.196	-0.055	-1.484	-0.128491	0.17	0.399503	-11.709	-12.88
SPAC922.05c	SPAC922.05c	viable	V	-0.018	0.002	0.0	0.65	5.349	12.722	12.073	3.914	-0.007	-0.001	-2.435452	0.039	0.586827	-26.511	-27.683
SPAC922.06	SPAC922.06	viable	V	0.355	0.06	-0.0	0.364	3.001	7.138	6.773	2.196	0.131	3.551	0.858119	0.048	0.137817	-24.431	-25.603
SPAC922.07c	atd2	viable	V	0.026	-0.002	0.0	0.827	6.813	16.205	15.377	4.986	0.009	0.002	-0.291673	0.072	0.418519	-20.313	-21.485
SPAC922.09	SPAC922.09	unknown	Not_determined	0.016	-0.003	-0.0	0.364	3.001	7.138	6.773	2.196	0.006	0.001	-1.490537	0.084	0.561878	-18.736	-19.908
SPAC926.02	SPAC926.02	viable	V	0.062	-0.01	0.0	0.364	3.001	7.138	6.773	2.196	0.023	0.003	-2.328151	0.096	0.583385	-17.468	-18.64
SPAC926.03	rlc1	condition-dependent	V	-0.022	-0.004	0.0	0.364	3.001	7.138	6.773	2.196	-0.008	-0.222	-0.026216	0.125	0.332015	-14.834	-16.006
SPAC926.04c	hsp90	inviable	E	6.26	0.927	0.661	1.073	4.055	8.735	7.662	3.145	2.303	55.862	0.997855	0.108	0.017223	-16.294	-17.466
SPAC926.06c	SPAC926.06c	viable	V	-0.019	0.003	-0.0	0.364	3.0	7.136	6.771	2.195	-0.007	-0.001	-0.900134	0.08	0.485509	-19.304	-20.476
SPAC926.07c	dlc2	viable	V	0.006	-0.001	0.0	0.577	4.752	11.303	10.725	3.477	0.002	0.0	-0.045365	0.06	0.367632	-22.208	-23.38
SPAC926.08c	rpf2	inviable	E	6.047	0.691	0.321	0.856	4.724	10.792	9.936	3.543	2.225	49.477	0.990907	0.202	0.034084	-9.974	-11.146
SPAC926.09c	fas1	viable	V	6.97	1.168	1.562	1.926	4.563	8.7	6.773	3.758	2.564	59.102	0.970574	0.472	0.065109	-1.508	-2.68
SPAC959.02	sec17	inviable	E	5.767	0.768	0.124	0.582	3.9	9.106	8.524	2.887	2.122	51.98	0.978957	0.303	0.050598	-5.929	-7.101
SPAC959.03c	utp7	inviable	E	6.163	1.021	1.174	1.542	4.208	8.391	6.848	3.394	2.267	54.376	0.998535	0.09	0.014942	-18.088	-19.26
SPAC959.04c	omh6	viable	V	5.287	0.761	7.812	8.237	11.307	16.124	7.888	10.37	1.945	12.369	0.999291	0.042	0.010314	-25.817	-26.989
SPAC959.06c	SPAC959.06c	viable	V	0.088	-0.006	0.0	0.957	7.883	18.751	17.794	5.769	0.032	0.009	-0.20824	0.057	0.427186	-22.605	-23.776
SPAC959.07	rps403	viable	V	0.411	0.069	4.656	5.02	7.657	11.794	6.773	6.852	0.151	2.245	0.65012	0.157	0.219222	-12.545	-13.717
SPAC959.08	rpl2102	viable	V	5.077	0.393	1.204	1.993	7.703	16.662	14.67	5.96	1.868	28.796	0.990936	0.144	0.034073	-13.359	-14.53
SPAC959.09c	apc5	inviable	E	6.303	1.056	2.613	2.977	5.614	9.751	6.773	4.809	2.319	46.929	0.997792	0.119	0.018952	-15.305	-16.477
SPAC959.11	SPAC959.11	unknown	Not_determined	0.761	0.086	0.0	0.538	4.432	10.541	10.003	3.243	0.28	6.424	0.901565	0.09	0.112168	-18.084	-19.256
SPAC977.03	SPAC977.03	viable	V	2.662	0.446	1.389	1.754	4.39	8.527	6.773	3.585	0.979	23.026	0.243028	1.714	0.342197	11.389	10.217
SPAC977.05c	SPAC977.05c	viable	V	0.303	0.051	-0.0	0.364	3.001	7.138	6.773	2.196	0.111	3.022	-0.007525	0.306	0.410157	-5.842	-7.014
SPAC977.10	nhe1	viable	V	0.304	0.051	0.0	0.365	3.001	7.138	6.773	2.196	0.112	3.034	0.872453	0.044	0.126542	-25.314	-26.486
SPAC977.11	fex1	viable	V	-0.005	0.001	0.0	0.364	3.001	7.137	6.773	2.196	-0.002	-0.0	-0.262928	0.077	0.45649	-19.62	-20.792
SPAC977.12	SPAC977.12	viable	V	-0.997	0.061	0.0	1.004	8.267	19.664	18.66	6.05	-0.367	-0.113	-0.468882	0.197	0.526808	-10.244	-11.416
SPAC977.14c	SPAC977.14c	viable	V	-0.111	0.007	0.0	1.002	8.249	19.621	18.62	6.037	-0.041	-0.013	-0.068156	0.172	0.408901	-11.618	-12.79
SPAC977.15	SPAC977.15	viable	V	-0.014	0.002	0.0	0.455	3.749	8.917	8.462	2.744	-0.005	-0.001	-0.238657	0.242	0.427464	-8.19	-9.362
SPAC977.16c	dak2	viable	V	-0.042	0.007	-0.0	0.364	3.001	7.138	6.773	2.196	-0.015	-0.002	-0.096114	0.101	0.358289	-16.887	-18.059
SPAC977.17	SPAC977.17	viable	V	0.16	-0.01	0.0	1.001	8.243	19.607	18.605	6.032	0.059	0.018	-0.06211	0.111	0.361976	-15.971	-17.143
SPAC977.18	SPAC977.18	unknown	Not_determined	0.429	0.072	-0.0	0.364	3.001	7.138	6.773	2.196	0.158	4.285	0.096761	0.243	0.39321	-8.163	-9.335
SPAC9E9.01	SPAC9E9.01	unknown	Not_determined	-0.168	-0.028	-0.0	0.364	3.001	7.138	6.773	2.196	-0.062	-1.676	0.013319	0.196	0.349739	-10.322	-11.493
SPAC9E9.02	SPAC9E9.02	unknown	Not_determined	-0.094	0.016	0.0	0.364	3.0	7.136	6.771	2.195	-0.035	-0.004	-0.124527	0.063	0.373154	-21.636	-22.808
SPAC9E9.03	leu2	viable	V	-0.013	0.002	0.0	0.364	3.001	7.138	6.773	2.196	-0.005	-0.001	-0.733915	0.159	0.4707	-12.412	-13.584
SPAC9E9.04	SPAC9E9.04	viable	V	0.381	0.05	-0.0	0.469	3.861	9.185	8.716	2.826	0.14	3.446	0.378609	0.157	0.278837	-12.498	-13.67
SPAC9E9.05	sor1	viable	V	0.038	-0.004	0.0	0.645	5.311	12.632	11.987	3.886	0.014	0.003	-0.169871	0.088	0.395569	-18.28	-19.452
SPAC9E9.06c	SPAC9E9.06c	inviable	E	6.083	1.019	0.457	0.822	3.458	7.595	6.773	2.653	2.238	58.136	0.993204	0.188	0.031448	-10.688	-11.86
SPAC9E9.07c	ypt2	inviable	E	6.255	1.016	1.216	1.592	4.311	8.578	6.986	3.481	2.301	54.513	0.989003	0.251	0.039421	-7.83	-9.001
SPAC9E9.08	rad26	viable	V	1.142	0.134	5.829	6.35	10.118	16.03	9.68	8.968	0.42	3.889	0.993165	0.029	0.032429	-29.274	-30.446
SPAC9E9.09c	atd1	viable	V	1.877	0.314	1.019	1.384	4.02	8.157	6.773	3.215	0.69	16.913	0.935493	0.19	0.099777	-10.63	-11.801
SPAC9E9.10c	cbh1	viable	V	0.448	0.033	0.001	0.831	6.836	16.259	15.428	5.003	0.165	2.858	0.607804	0.115	0.220839	-15.623	-16.795
SPAC9E9.11	plr1	viable	V	0.036	-0.004	0.0	0.609	5.018	11.936	11.327	3.672	0.013	0.002	-2.336934	0.108	0.620904	-16.253	-17.424
SPAC9E9.12c	abc1	viable	V	-0.01	0.002	-0.0	0.363	2.992	7.116	6.753	2.189	-0.004	-0.0	-0.564762	0.055	0.473549	-23.017	-24.188
SPAC9E9.13	wos2	viable	V	-0.024	0.004	0.0	0.364	2.997	7.129	6.765	2.193	-0.009	-0.001	-1.648177	0.091	0.532258	-17.967	-19.139
SPAC9E9.14	vps24	viable	V	1.517	0.109	2.551	3.401	9.553	19.207	15.805	7.675	0.558	6.617	0.995572	0.028	0.024485	-29.928	-31.1
SPAC9E9.15	SPAC9E9.15	viable	V	-0.02	0.003	0.0	0.364	3.001	7.138	6.773	2.196	-0.007	-0.001	-0.346965	0.152	0.423795	-12.857	-14.029
SPAC9E9.17c	SPAC9E9.17c	unknown	Not_determined	-0.144	-0.024	0.001	0.365	3.002	7.139	6.773	2.197	-0.053	-1.434	0.36158	0.048	0.295712	-24.324	-25.495
SPAC9G1.02	wis4	viable	V	0.554	0.093	3.779	4.144	6.78	10.917	6.773	5.975	0.204	3.494	0.594855	0.188	0.234002	-10.731	-11.902
SPAC9G1.04	oxa101	viable	V	-0.028	0.005	0.0	0.364	3.001	7.138	6.773	2.196	-0.01	-0.001	-1.873896	0.06	0.635106	-22.184	-23.356
SPAC9G1.05	aip1	viable	V	-0.014	0.002	0.0	0.364	3.0	7.135	6.771	2.195	-0.005	-0.001	-1.040645	0.095	0.49049	-17.574	-18.746
SPAC9G1.06c	cyk3	viable	V	-0.021	0.002	0.0	0.602	4.953	11.782	11.18	3.625	-0.008	-0.001	-0.059529	0.091	0.341567	-17.947	-19.119
SPAC9G1.07	SPAC9G1.07	viable	V	2.74	0.382	9.272	9.71	12.874	17.84	8.13	11.908	1.008	3.629	0.96282	0.112	0.070833	-15.881	-17.053
SPAC9G1.08c	phi1	viable	V	5.422	0.68	3.949	4.436	7.957	13.483	9.048	6.882	1.995	28.228	0.999884	0.021	0.004311	-32.595	-33.766
SPAC9G1.09	sid1	inviable	E	8.262	0.742	2.669	3.348	8.265	15.981	12.632	6.764	3.039	42.184	0.982872	0.345	0.049233	-4.647	-5.819
SPAC9G1.10c	inp53	viable	V	-0.013	0.002	0.0	0.364	3.001	7.138	6.773	2.196	-0.005	-0.001	-1.783195	0.124	0.564764	-14.9	-16.072
SPAC9G1.11c	spn4	viable	V	0.258	0.026	0.0	0.603	4.966	11.812	11.209	3.634	0.095	2.041	0.597558	0.084	0.229764	-18.786	-19.957
SPAC9G1.12	trm61	viable	V	1.929	0.158	1.389	2.137	7.546	16.034	13.897	5.895	0.71	11.112	0.92856	0.163	0.105971	-12.154	-13.326
SPAC9G1.13c	swc4	inviable	E	6.644	0.72	4.484	5.048	9.123	15.517	10.469	7.879	2.444	28.329	0.998799	0.074	0.013608	-19.998	-21.17
SPAC9G1.14	SPAC9G1.14	unknown	Not_determined	0.238	0.04	-0.0	0.364	3.001	7.138	6.773	2.196	0.088	2.377	0.203507	0.154	0.312204	-12.734	-13.905
SPACUNK12.02c	cmk1	viable	V	0.368	0.062	-0.0	0.364	3.001	7.138	6.773	2.196	0.135	3.677	0.520021	0.101	0.231369	-16.893	-18.064
SPACUNK4.06c	rpb7	inviable	E	5.839	0.912	1.646	2.036	4.863	9.298	7.261	4.0	2.148	47.652	0.999972	0.012	0.002064	-38.355	-39.527
SPACUNK4.07c	cta4	viable	Not_determined	5.05	0.385	3.379	4.179	9.965	19.044	14.866	8.199	1.858	20.11	0.997536	0.068	0.018566	-20.876	-22.048
SPACUNK4.08	dpp2	viable	V	0.316	0.03	0.0	0.639	5.264	12.52	11.88	3.852	0.116	2.416	0.930065	0.03	0.096374	-29.075	-30.247
SPACUNK4.09	SPACUNK4.09	viable	V	-0.032	-0.002	0.0	1.006	8.279	19.693	18.687	6.059	-0.012	-0.177	0.028142	0.088	0.331934	-18.308	-19.48
SPACUNK4.10	gor1	viable	V	0.343	-0.021	0.0	1.0	8.236	19.591	18.591	6.027	0.126	0.039	-0.024791	0.206	0.340149	-9.792	-10.964
SPACUNK4.11c	mpp6	viable	V	-0.012	0.002	0.0	0.364	3.001	7.138	6.773	2.196	-0.004	-0.0	-0.446433	0.139	0.431334	-13.71	-14.881
SPACUNK4.12c	iph1	viable	V	-0.01	0.002	0.0	0.364	3.001	7.137	6.773	2.196	-0.004	-0.0	-0.057559	0.086	0.331032	-18.565	-19.736
SPACUNK4.13c	SPACUNK4.13c	viable	V	-0.001	0.0	-0.0	0.352	2.902	6.903	6.55	2.124	-0.0	-0.0	-0.108105	0.083	0.402134	-18.86	-20.032
SPACUNK4.14	mdb1	viable	V	-0.034	0.002	-0.0	0.912	7.513	17.87	16.957	5.498	-0.012	-0.003	-0.44806	0.133	0.525828	-14.171	-15.343
SPACUNK4.16c	tps3	viable	V	-0.017	0.003	-0.0	0.364	2.997	7.128	6.764	2.193	-0.006	-0.001	-0.144784	0.062	0.383073	-21.735	-22.907
SPACUNK4.17	SPACUNK4.17	viable	V	0.025	-0.002	0.0	0.78	6.42	15.271	14.491	4.698	0.009	0.002	-0.959013	0.097	0.57002	-17.34	-18.512
SPACUNK4.19	mug153	viable	V	0.079	-0.005	0.0	1.006	8.284	19.703	18.697	6.062	0.029	0.009	-0.030082	0.026	0.427779	-30.46	-31.632
