Systematic ID	Name	FYPOviability	DeletionLibrary_essentiality	YES0	YES1	YES2	YES3	YES4
SPAPB8E5.04c	npc2	viable	V	0.0	0.365	-0.163	0.153	0.019
SPAPB8E5.05	mfm1	viable	V	0.0	-0.03	-0.08	-0.079	-0.255
SPAPB8E5.07c	rrp12	inviable	E	0.0	2.719	5.509	5.788	7.004
SPAPB8E5.08	SPAPB8E5.08	viable	V	0.0	-0.066	-0.049	-0.01	-0.045
SPAPB8E5.09	rvb1	inviable	E	0.0	3.934	5.181	6.42	7.223
SPAPB8E5.10	min8	viable	V	0.0	0.123	0.076	0.054	0.136
SPAPJ691.02	moh1	viable	V	0.0	0.137	0.178	0.176	0.26
SPAPJ691.03	mic10	viable	V	0.0	0.167	0.026	0.08	0.264
SPAPJ695.01c	SPAPJ695.01c	viable	V	0.0	0.142	0.254	0.318	0.428
SPAPJ695.02	SPAPJ695.02	viable	Not_determined	0.0	0.693	0.739	1.496	0.231
SPAPJ696.01c	vps17	viable	V	0.0	0.049	-0.077	0.039	-0.059
SPAPJ696.02	lsb4	viable	V	0.0	0.188	-0.062	0.316	0.033
SPAPJ698.03c	prp12	inviable	E	0.0	2.376	4.659	6.024	6.639
SPAPJ760.02c	abp1	viable	V	0.0	-0.065	0.058	-0.007	-0.062
SPAPYUG7.02c	sin1	viable	V	0.0	0.518	2.216	1.79	2.564
SPAPYUG7.03c	mid2	viable	V	0.0	-0.038	-0.144	0.178	0.467
SPAPYUG7.04c	rpb9	viable	V	0.0	-0.103	-0.09	-0.033	0.058
SPAPYUG7.05	pro3	inviable	E	0.0	1.886	5.499	6.138	6.911
SPAPYUG7.06	sdu1	viable	V	0.0	-0.308	-0.138	-0.068	-0.036
SPAPYUK71.03c	tcb3	viable	V	0.0	-0.056	0.052	0.006	0.067
SPBC106.01	mph1	viable	V	0.0	0.188	0.381	0.554	1.058
SPBC106.02c	srx1	viable	V	0.0	0.385	-0.081	0.005	0.274
SPBC106.03	SPBC106.03	viable	V	0.0	0.083	-0.366	0.01	0.034
SPBC106.04	ada1	viable	V	0.0	0.21	0.734	1.015	1.387
SPBC106.05c	tim11	viable	V	0.0	0.03	0.132	0.066	0.242
SPBC106.06	cct4	inviable	E	0.0	3.781	4.899	5.422	5.902
SPBC106.07c	nat2	viable	V	0.0	1.092	1.717	3.34	4.233
SPBC106.08c	mug2	viable	V	0.0	0.051	0.052	-0.025	-0.004
SPBC106.09	cut4	inviable	E	0.0	1.103	4.53	5.784	6.788
SPBC106.10	pka1	viable	V	0.0	0.654	2.491	2.464	2.823
SPBC106.11c	plg7	viable	V	0.0	0.098	-0.046	0.151	0.072
SPBC106.12c	tho4	viable	V	0.0	-0.804	-0.711	-0.506	-0.865
SPBC106.13	gid9	viable	V	0.0	0.096	0.146	-0.081	-0.15
SPBC106.14c	sda1	inviable	E	0.0	2.656	5.175	5.813	6.638
SPBC106.15	idi1	inviable	E	0.0	1.187	5.185	5.8	6.785
SPBC106.16	pre6	viable	V	0.0	2.081	5.601	4.658	5.944
SPBC106.17c	cys2	viable	V	0.0	0.783	1.564	1.847	2.517
SPBC106.18	rpl2501	inviable	E	0.0	4.469	5.543	5.444	5.788
SPBC106.19	ppr10	viable	V	0.0	0.022	0.127	0.294	1.54
SPBC106.20	exo70	condition-dependent	V	0.0	0.208	0.34	0.69	1.338
SPBC1105.01	SPBC1105.01	viable	V	0.0	0.306	0.104	0.295	0.19
SPBC1105.02c	lys4	viable	V	0.0	-0.19	-0.155	0.036	-0.137
SPBC1105.03c	mrpl16	inviable	E	0.0	0.128	1.697	3.342	5.636
SPBC1105.04c	cbp1	viable	V	0.0	0.016	0.2	2.138	3.685
SPBC1105.05	exg1	viable	V	0.0	-0.236	-0.013	-0.196	-0.119
SPBC1105.06	pmc4	inviable	E	0.0	0.136	0.989	1.991	3.409
SPBC1105.07c	pci2	inviable	E	0.0	0.574	2.184	4.088	5.557
SPBC1105.08	emp70	viable	V	0.0	0.292	0.008	-0.087	0.039
SPBC1105.09	ubc15	viable	V	0.0	0.088	0.259	0.469	0.654
SPBC1105.10	rav1	viable	V	0.0	0.001	-0.005	0.05	0.104
SPBC1105.11c	hht3	viable	V	0.0	0.035	0.216	0.134	0.128
SPBC1105.12	hhf3	viable	V	0.0	-0.129	-0.021	0.051	0.175
SPBC1105.13c	SPBC1105.13c	viable	V	0.0	-0.121	0.028	-0.053	-0.163
SPBC1105.14	rsv2	viable	V	0.0	0.044	-0.051	-0.038	-0.128
SPBC1105.15c	htd2	viable	V	0.0	0.397	0.297	1.407	2.604
SPBC1105.16c	rpr2	inviable	E	0.0	1.796	4.639	5.384	7.014
SPBC1105.17	cnp1	inviable	E	0.0	-0.044	1.523	3.752	4.791
SPBC1105.19	tam12	unknown	Not_determined	0.0	0.14	-0.017	0.154	-0.062
SPBC115.01c	rrp46	inviable	E	0.0	1.899	4.359	5.359	5.988
SPBC115.02c	afg1	viable	V	0.0	-0.352	0.115	0.314	0.559
SPBC115.03	SPBC115.03	viable	V	0.0	0.022	0.114	0.021	0.085
SPBC119.01	rpn3	inviable	E	0.0	6.315	4.678	5.783	6.706
SPBC119.02	ubc4	inviable	E	0.0	2.086	3.457	4.903	6.138
SPBC119.03	cmt1	viable	V	0.0	-0.05	-0.191	-0.083	-0.075
SPBC119.06	sco1	viable	V	0.0	0.202	0.155	0.714	0.514
SPBC119.07	vps15	viable	V	0.0	-0.01	0.159	0.354	0.876
SPBC119.08	pmk1	viable	V	0.0	0.122	0.148	0.254	0.656
SPBC119.10	asn1	viable	Not_determined	0.0	2.172	4.728	6.237	6.238
SPBC119.11c	pac1	inviable	E	0.0	0.916	3.303	5.449	5.922
SPBC119.12	rud3	viable	V	0.0	-0.037	-0.059	0.4	0.615
SPBC119.13c	prp31	inviable	E	0.0	4.448	5.122	5.769	6.908
SPBC119.14	rti1	viable	V	0.0	-0.026	0.12	-0.075	-0.042
SPBC119.15	npa3	inviable	E	0.0	1.544	4.334	5.948	6.242
SPBC119.16c	den11	viable	V	0.0	-0.091	-0.074	-0.084	-0.071
SPBC119.17	cym1	condition-dependent	E	0.0	0.733	3.513	5.478	6.188
SPBC119.18	mdm35	inviable	E	0.0	-0.224	1.568	3.219	5.667
SPBC1198.01	fmd2	viable	V	0.0	-0.101	-0.193	-0.284	-0.161
SPBC1198.02	dea2	inviable	E	0.0	0.201	0.249	0.224	0.256
SPBC1198.03c	SPBC1198.03c	viable	V	0.0	0.078	0.031	0.086	0.082
SPBC1198.04c	zas1	inviable	E	0.0	0.272	1.505	3.584	5.22
SPBC1198.05	guk1	inviable	E	0.0	2.731	5.15	5.22	7.25
SPBC1198.06c	dfg501	viable	V	0.0	0.398	0.074	0.086	0.075
SPBC1198.07c	dfg502	viable	V	0.0	0.078	0.082	0.321	0.221
SPBC1198.08	dug1	viable	V	0.0	0.151	0.239	0.398	0.413
SPBC1198.09	pex4	viable	V	0.0	0.576	0.365	0.547	-0.06
SPBC1198.10c	slm5	inviable	E	0.0	0.126	1.171	3.127	5.768
SPBC1198.11c	reb1	viable	V	0.0	0.036	0.029	0.104	0.101
SPBC1198.12	mfr1	viable	V	0.0	-0.173	-0.222	-0.112	-0.158
SPBC1198.13c	tfg2	inviable	E	0.0	1.187	3.073	4.737	5.491
SPBC1198.14c	fbp1	viable	V	0.0	-0.625	0.233	-0.106	0.087
SPBC11B10.01	alg2	inviable	E	0.0	2.371	5.525	5.745	6.12
SPBC11B10.03	cog8	inviable	E	0.0	1.068	3.964	5.311	5.946
SPBC11B10.04c	mrps28	inviable	E	0.0	0.437	1.014	3.817	5.841
SPBC11B10.05c	rsp1	viable	V	0.0	0.141	0.116	0.146	0.052
SPBC11B10.06	sws1	viable	V	0.0	0.954	1.06	1.172	0.418
SPBC11B10.07c	ivn1	viable	V	0.0	0.484	1.468	0.726	0.865
SPBC11B10.08	wwm1	viable	V	0.0	0.282	-0.17	0.06	0.114
SPBC11B10.09	cdc2	inviable	E	0.0	3.084	3.086	3.88	7.156
SPBC11C11.01	SPBC11C11.01	viable	V	0.0	0.191	0.55	0.126	0.738
SPBC11C11.02	imp2	viable	V	0.0	-0.061	0.889	2.216	3.686
SPBC11C11.03	ndc80	inviable	E	0.0	1.257	3.28	5.524	6.507
SPBC11C11.04c	alp1	inviable	E	0.0	1.743	4.295	5.696	6.265
SPBC11C11.05	knh1	inviable	E	0.0	1.617	3.168	4.519	5.639
SPBC11C11.07	rpl1801	viable	V	0.0	1.247	3.025	4.524	4.9
SPBC11C11.08	srp1	viable	V	0.0	0.252	0.099	0.561	0.293
SPBC11C11.09c	rpl502	viable	V	0.0	1.003	0.924	2.259	1.905
SPBC11C11.10	pus4	viable	V	0.0	-0.046	0.248	0.239	0.153
SPBC11C11.11c	irc3	viable	V	0.0	0.192	0.059	0.096	0.064
SPBC11G11.01	fis1	viable	V	0.0	-0.239	-0.143	-0.137	0.079
SPBC11G11.02c	end3	viable	V	0.0	0.096	-0.051	-0.098	0.021
SPBC11G11.04	trs20	inviable	E	0.0	0.719	3.386	4.853	6.162
SPBC11G11.06c	sme1	inviable	E	0.0	2.087	3.817	6.626	6.327
SPBC11G11.07	mtr10	inviable	E	0.0	1.614	2.076	3.527	4.229
SPBC1215.01	shy1	viable	V	0.0	0.137	0.321	0.415	0.587
SPBC1215.02c	naa25	condition-dependent	E	0.0	0.144	1.015	1.699	3.479
SPBC1271.01c	pof13	viable	V	0.0	-0.031	-0.125	-0.128	-0.097
SPBC1271.02	stt3	inviable	E	0.0	1.652	4.327	5.681	6.286
SPBC1271.03c	SPBC1271.03c	viable	V	0.0	0.368	0.435	0.342	0.386
SPBC1271.04c	dys1	inviable	E	0.0	1.0	2.351	4.926	6.536
SPBC1271.05c	SPBC1271.05c	viable	V	0.0	0.063	-0.028	0.078	-0.198
SPBC1271.06c	mug96	viable	V	0.0	0.009	0.072	-0.082	0.014
SPBC1271.08c	SPBC1271.08c	viable	V	0.0	0.098	-0.024	0.03	0.025
SPBC1271.09	tgp1	viable	V	0.0	0.05	0.094	-0.094	-0.118
SPBC1271.10c	SPBC1271.10c	viable	V	0.0	-0.023	-0.118	0.038	0.013
SPBC1271.11	pet802	viable	V	0.0	0.042	-0.104	-0.059	0.004
SPBC1271.12	osh41	viable	V	0.0	-0.009	0.196	0.151	0.386
SPBC1271.13	mrpl8	inviable	E	0.0	0.075	1.171	3.745	5.242
SPBC1271.14	aga1	viable	V	0.0	-0.137	0.071	0.183	0.484
SPBC1271.15c	mti2	viable	V	0.0	0.134	0.057	0.8	2.036
SPBC1289.01c	chr4	viable	V	0.0	0.15	0.034	0.078	0.18
SPBC1289.02c	uap2	inviable	E	0.0	0.565	2.209	4.398	5.534
SPBC1289.03c	spi1	inviable	E	0.0	2.831	5.562	6.401	6.978
SPBC1289.04c	pob1	inviable	E	0.0	0.834	3.777	5.585	6.258
SPBC1289.06c	ppr8	viable	V	0.0	0.375	0.745	0.718	1.104
SPBC1289.07c	rpc40	inviable	E	0.0	1.873	4.476	5.901	6.493
SPBC1289.08	uap1	viable	V	0.0	1.172	3.933	5.378	6.018
SPBC1289.09	tim21	viable	V	0.0	-0.062	0.227	0.126	0.135
SPBC1289.10c	adn2	viable	V	0.0	0.189	0.339	0.569	0.888
SPBC1289.11	spf38	viable	V	0.0	0.223	-0.059	0.174	-0.09
SPBC1289.12	usp109	inviable	E	0.0	0.863	2.992	3.903	5.204
SPBC1289.13c	gmh6	viable	V	0.0	0.188	0.131	-0.033	0.008
SPBC1289.14	SPBC1289.14	viable	V	0.0	0.232	0.124	0.101	0.28
SPBC1289.15	pfl5	viable	V	0.0	-0.001	0.095	-0.104	0.05
SPBC1289.16c	cao2	viable	V	0.0	-0.049	-0.136	-0.03	0.001
SPBC1289.17	Tf2-11	unknown	Not_determined	0.0	0.079	0.162	0.033	0.168
SPBC12C2.01c	SPBC12C2.01c	viable	V	0.0	0.238	0.178	0.633	0.676
SPBC12C2.02c	ste20	viable	V	0.0	0.573	0.957	2.319	2.969
SPBC12C2.03c	SPBC12C2.03c	viable	V	0.0	0.254	0.224	0.24	0.301
SPBC12C2.04	SPBC12C2.04	viable	V	0.0	0.022	-0.062	-0.092	-0.017
SPBC12C2.05c	bzz1	condition-dependent	V	0.0	-0.012	0.886	-0.158	0.048
SPBC12C2.06	dbp5	inviable	E	0.0	2.382	5.302	6.283	7.091
SPBC12C2.07c	srm1	viable	V	0.0	0.306	0.573	0.947	1.093
SPBC12C2.08	dnm1	viable	V	0.0	-0.076	-0.128	0.001	-0.027
SPBC12C2.09c	izh2	viable	V	0.0	0.008	0.01	-0.012	-0.068
SPBC12C2.10c	pst1	inviable	E	0.0	1.022	2.668	4.783	5.557
SPBC12C2.11	gfa1	inviable	E	0.0	2.297	5.004	5.732	6.326
SPBC12C2.12c	glo1	viable	V	0.0	-0.127	-0.132	-0.007	0.065
SPBC12C2.13c	fnx1	viable	V	0.0	0.025	0.139	-0.148	0.227
SPBC12D12.01	sad1	inviable	E	0.0	0.702	3.423	5.044	6.096
SPBC12D12.02c	cdm1	viable	V	0.0	0.133	0.246	0.425	0.198
SPBC12D12.03	cct1	inviable	E	0.0	2.757	4.979	5.586	6.521
SPBC12D12.04c	pck2	viable	V	0.0	0.13	0.234	0.25	0.395
SPBC12D12.05c	SPBC12D12.05c	viable	V	0.0	0.399	0.402	0.358	0.088
SPBC12D12.06	srb11	viable	V	0.0	-0.144	-0.001	-0.211	0.253
SPBC12D12.07c	trx2	viable	V	0.0	0.232	0.226	0.898	0.234
SPBC12D12.08c	ned8	inviable	E	0.0	1.38	3.941	5.223	6.465
SPBC12D12.09	rev7	viable	V	0.0	-0.128	-0.06	-0.222	-0.04
SPBC1306.01c	gfm1	inviable	E	0.0	0.217	1.307	3.257	5.068
SPBC1306.02	trm734	viable	V	0.0	0.579	1.99	3.255	4.565
SPBC1347.01c	rev1	viable	V	0.0	0.048	0.054	0.053	0.097
SPBC1347.02	ani1	viable	V	0.0	-0.187	0.002	1.588	1.665
SPBC1347.03	meu14	viable	V	0.0	-0.016	-0.08	-0.077	0.051
SPBC1347.04	tim54	inviable	E	0.0	0.51	2.35	4.679	5.49
SPBC1347.05c	scj1	inviable	E	0.0	0.391	3.005	4.719	5.568
SPBC1347.06c	cki1	viable	V	0.0	-0.041	0.076	0.426	0.516
SPBC1347.07	rex2	viable	V	0.0	0.032	0.024	0.045	-0.02
SPBC1347.08c	rnh202	viable	V	0.0	0.245	0.038	0.247	0.053
SPBC1347.09	SPBC1347.09	viable	V	0.0	-0.082	0.013	0.281	0.034
SPBC1347.10	cdc23	inviable	E	0.0	2.809	4.272	5.523	5.141
SPBC1347.11	sro1	viable	V	0.0	0.01	0.018	0.061	0.037
SPBC1347.12	arp1	viable	V	0.0	0.185	0.21	0.009	-0.154
SPBC1347.13c	mrm1	viable	V	0.0	-0.027	0.085	0.138	-0.024
SPBC1347.14c	SPBC1347.14c	unknown	Not_determined	0.0	-0.14	-0.08	-0.208	-0.108
SPBC13A2.01c	cbc2	inviable	E	0.0	0.056	0.858	1.988	2.32
SPBC13A2.02	nup82	condition-dependent	V	0.0	2.704	5.282	5.342	6.077
SPBC13A2.03	bbl1	inviable	E	0.0	1.829	4.714	5.485	6.07
SPBC13A2.04c	ptr2	viable	V	0.0	-0.133	0.229	0.235	0.393
SPBC13E7.01	cwf22	inviable	E	0.0	1.622	5.617	5.857	6.413
SPBC13E7.02	cwf24	inviable	E	0.0	0.466	4.0	4.384	5.408
SPBC13E7.03c	vts1	viable	V	0.0	0.131	-0.004	0.108	-0.0
SPBC13E7.05	gpi14	inviable	E	0.0	1.579	3.8	5.553	6.434
SPBC13E7.06	msd1	viable	V	0.0	-0.109	0.088	0.066	0.402
SPBC13E7.07	SPBC13E7.07	viable	V	0.0	0.014	0.092	-0.088	-0.169
SPBC13E7.08c	leo1	viable	V	0.0	0.029	0.499	0.193	-0.13
SPBC13E7.09	vrp1	viable	V	0.0	0.08	0.13	0.182	-0.075
SPBC13E7.10c	brf1	inviable	E	0.0	2.326	5.297	5.872	6.42
SPBC13E7.11	rbd1	viable	V	0.0	0.126	-0.241	-0.004	-0.005
SPBC13G1.01c	nam9	inviable	E	0.0	0.311	0.976	4.523	5.795
SPBC13G1.02	mpg2	viable	V	0.0	0.1	0.066	0.166	-0.042
SPBC13G1.04c	abh1	viable	V	0.0	0.129	-0.073	-0.03	-0.125
SPBC13G1.05	emp65	inviable	E	0.0	0.497	1.109	2.597	3.453
SPBC13G1.06c	isd11	inviable	E	0.0	0.439	3.503	4.923	5.521
SPBC13G1.07	swf1	inviable	E	0.0	0.44	1.507	3.521	4.527
SPBC13G1.08c	ash2	viable	V	0.0	-0.063	0.035	0.291	0.751
SPBC13G1.09	enp1	inviable	E	0.0	1.309	5.936	5.969	6.212
SPBC13G1.10c	rqt2	viable	V	0.0	0.215	0.43	1.03	1.378
SPBC13G1.11	ykt6	inviable	E	0.0	3.08	6.04	5.402	7.308
SPBC13G1.12	did2	viable	V	0.0	0.161	0.109	0.262	0.242
SPBC13G1.13	tfb2	viable	V	0.0	0.873	3.563	5.272	6.173
SPBC13G1.15c	SPBC13G1.15c	unknown	Not_determined	0.0	-0.073	-0.186	-0.256	0.05
SPBC146.01	med15	inviable	E	0.0	1.276	2.528	3.185	4.534
SPBC146.02	SPBC146.02	viable	V	0.0	0.162	0.166	0.126	0.027
SPBC146.03c	cut3	inviable	E	0.0	1.456	4.574	5.451	6.015
SPBC146.05c	cwf25	inviable	E	0.0	3.194	6.496	6.886	6.955
SPBC146.06c	fan1	viable	V	0.0	-0.075	0.048	0.152	-0.016
SPBC146.08c	tif1102	viable	V	0.0	1.677	4.15	4.818	6.213
SPBC146.09c	lsd1	viable	V	0.0	0.074	0.6	2.092	3.398
SPBC146.10	mug57	viable	V	0.0	0.101	0.12	-0.034	-0.07
SPBC146.11c	mug97	viable	V	0.0	-0.133	-0.29	0.045	-0.038
SPBC146.12	coq6	condition-dependent	V	0.0	0.096	0.307	1.06	1.375
SPBC146.13c	myo1	condition-dependent	V	0.0	0.57	1.954	4.341	5.673
SPBC146.14c	sec26	inviable	E	0.0	3.916	6.034	6.349	6.57
SPBC14C8.01c	cut2	inviable	E	0.0	0.722	1.906	3.911	4.882
SPBC14C8.02	tim44	inviable	E	0.0	1.834	4.607	5.706	5.811
SPBC14C8.03	fma2	viable	V	0.0	0.126	0.116	0.306	0.631
SPBC14C8.04	ilv6	viable	V	0.0	0.188	0.17	-0.369	0.151
SPBC14C8.05c	meu17	viable	V	0.0	-0.258	-0.312	-0.256	-0.319
SPBC14C8.06	arc1	inviable	E	0.0	1.593	4.902	4.486	4.953
SPBC14C8.07c	cdc18	inviable	E	0.0	2.881	5.46	5.67	6.39
SPBC14C8.09c	dbl3	viable	V	0.0	0.027	0.234	0.149	0.209
SPBC14C8.10	mrpl24	inviable	E	0.0	0.47	1.067	3.369	5.162
SPBC14C8.11c	SPBC14C8.11c	viable	V	0.0	0.021	-0.018	-0.058	-0.054
SPBC14C8.12	rpb8	inviable	E	0.0	2.358	4.636	4.814	6.48
SPBC14C8.13	srr1	viable	V	0.0	0.37	0.618	1.193	1.251
SPBC14C8.14c	pol5	inviable	E	0.0	1.15	3.403	5.235	6.222
SPBC14C8.16c	bot1	condition-dependent	V	0.0	0.317	1.576	2.75	3.708
SPBC14C8.17c	spt8	viable	V	0.0	0.105	0.404	0.994	2.306
SPBC14C8.19	tam10	viable	Not_determined	0.0	-0.08	0.022	-0.024	-0.002
SPBC14F5.01	SPBC14F5.01	unknown	Not_determined	0.0	-0.06	0.224	-0.022	-0.053
SPBC14F5.02	trs65	inviable	E	0.0	0.238	2.494	5.471	5.984
SPBC14F5.03c	kap123	viable	V	0.0	0.957	1.604	1.967	2.629
SPBC14F5.04c	pgk1	inviable	E	0.0	1.848	4.241	5.775	6.564
SPBC14F5.05c	sam1	inviable	E	0.0	2.336	4.464	6.279	5.62
SPBC14F5.06	rli1	inviable	E	0.0	3.527	5.752	5.779	6.321
SPBC14F5.07	doa10	viable	V	0.0	0.026	0.05	-0.052	0.127
SPBC14F5.08	med7	inviable	E	0.0	0.087	0.909	1.913	3.506
SPBC14F5.09c	ade8	viable	V	0.0	0.383	1.172	1.168	1.535
SPBC14F5.10c	SPBC14F5.10c	viable	V	0.0	0.367	0.017	0.288	0.279
SPBC14F5.11c	snx41	viable	V	0.0	0.566	0.374	0.055	-0.485
SPBC14F5.12c	cbh2	viable	V	0.0	0.003	-0.068	0.077	0.021
SPBC14F5.13c	pho8	viable	V	0.0	-0.134	0.203	0.213	-0.235
SPBC1539.02	SPBC1539.02	viable	V	0.0	0.102	0.032	0.836	-0.066
SPBC1539.03c	arg41	viable	V	0.0	0.141	-0.106	-0.102	0.203
SPBC1539.04	tts1	viable	V	0.0	-0.01	0.059	-0.0	0.044
SPBC1539.05	cog3	inviable	E	0.0	0.856	4.296	5.74	6.312
SPBC1539.06	acb1	viable	V	0.0	0.359	1.38	2.446	3.089
SPBC1539.08	arf6	viable	V	0.0	0.163	0.275	0.353	0.66
SPBC1539.09c	trp1	inviable	E	0.0	2.904	5.2	5.662	6.304
SPBC1539.10	nop16	viable	V	0.0	0.22	0.45	1.351	2.272
SPBC15C4.01c	oca3	viable	V	0.0	-0.015	-0.001	0.019	0.724
SPBC15C4.02	cqd2	viable	V	0.0	0.246	0.021	0.153	0.173
SPBC15C4.03	mrs6	inviable	E	0.0	2.985	5.179	5.738	6.931
SPBC15C4.04c	SPBC15C4.04c	viable	V	0.0	0.217	0.072	0.196	0.067
SPBC15C4.05	dhx29	viable	V	0.0	0.082	1.242	0.508	0.243
SPBC15C4.06c	rnf181	viable	V	0.0	0.058	0.1	1.103	0.011
SPBC15D4.01c	klp9	viable	V	0.0	0.154	0.098	0.095	0.095
SPBC15D4.02	gsf1	viable	V	0.0	0.164	0.181	0.243	0.562
SPBC15D4.03	slm9	condition-dependent	V	0.0	0.18	0.288	0.985	1.321
SPBC15D4.04	alg7	inviable	E	0.0	1.943	4.728	5.632	6.263
SPBC15D4.05	zng1	viable	V	0.0	0.234	0.232	0.281	0.402
SPBC15D4.06	naa30	viable	V	0.0	-0.94	0.06	-0.091	-0.002
SPBC15D4.07c	atg9	viable	V	0.0	-0.141	-0.043	-0.019	-0.132
SPBC15D4.08c	SPBC15D4.08c	unknown	Not_determined	0.0	-0.001	-0.035	-0.006	-0.018
SPBC15D4.09c	met3	viable	V	0.0	0.02	-0.192	0.108	-0.044
SPBC15D4.10c	amo1	viable	V	0.0	1.056	3.256	3.763	5.753
SPBC15D4.11c	mam3302	inviable	E	0.0	0.655	4.376	5.243	5.216
SPBC15D4.13c	SPBC15D4.13c	viable	V	0.0	0.028	-0.113	0.001	-0.091
SPBC15D4.14	taf51	inviable	E	0.0	0.669	0.962	3.928	5.463
SPBC1604.01	egt1	viable	V	0.0	0.038	0.036	0.001	0.071
SPBC1604.02c	ppr1	viable	V	0.0	0.211	1.718	1.057	1.005
SPBC1604.03c	SPBC1604.03c	viable	V	0.0	-0.044	0.168	-0.015	0.224
SPBC1604.04	SPBC1604.04	viable	V	0.0	-0.236	-0.099	-0.175	-0.07
SPBC1604.05	pgi1	inviable	E	0.0	2.32	5.761	5.811	8.0
SPBC1604.06c	noc4	inviable	E	0.0	2.586	4.426	5.526	6.607
SPBC1604.07	atp4	viable	V	0.0	0.214	0.891	1.319	1.868
SPBC1604.08c	imp1	condition-dependent	V	0.0	0.738	1.458	2.527	3.927
SPBC1604.09c	rex4	viable	V	0.0	0.247	0.262	0.622	1.042
SPBC1604.10	srb7	inviable	E	0.0	0.223	1.056	2.804	4.315
SPBC1604.12	SPBC1604.12	viable	V	0.0	-0.112	-0.225	0.012	0.058
SPBC1604.13c	mrpl32	inviable	E	0.0	0.382	0.538	1.949	2.406
SPBC1604.14c	shk1	inviable	E	0.0	1.034	5.016	5.615	6.71
SPBC1604.15	gpi16	inviable	E	0.0	1.254	4.548	5.983	6.274
SPBC1604.16c	SPBC1604.16c	viable	V	0.0	0.071	0.022	-0.057	-0.126
SPBC1604.17c	tti2	inviable	E	0.0	0.407	2.474	4.754	6.381
SPBC1604.18c	cmp7	viable	V	0.0	-0.055	0.35	0.292	0.338
SPBC1604.19c	trs8501	viable	V	0.0	-0.02	-0.242	-0.201	-0.076
SPBC1604.20c	tea2	viable	V	0.0	0.138	0.423	0.569	0.743
SPBC1604.21c	uba1	inviable	E	0.0	3.333	5.665	5.837	6.608
SPBC1604.25	pet117	viable	Not_determined	0.0	0.094	0.13	0.486	0.576
SPBC1652.01	stb3	viable	V	0.0	0.049	0.12	0.001	-0.043
SPBC1652.02	SPBC1652.02	viable	V	0.0	4.926	6.807	6.045	7.098
SPBC1677.02	dpm3	inviable	E	0.0	1.521	4.077	4.927	5.528
SPBC1677.03c	tda1	inviable	E	0.0	1.414	4.169	5.338	6.06
SPBC1683.01	pho841	viable	V	0.0	0.049	0.107	0.036	0.115
SPBC1683.02	dea3	viable	V	0.0	0.184	0.149	0.163	0.248
SPBC1683.03c	amf1	viable	V	0.0	-0.102	-0.086	-0.088	-0.103
SPBC1683.04	ghf3	viable	V	0.0	0.049	0.044	0.064	0.016
SPBC1683.05	thi7	viable	V	0.0	0.074	0.256	-0.01	0.214
SPBC1683.06c	urh1	viable	V	0.0	0.275	0.073	0.086	0.159
SPBC1683.07	mal1	viable	V	0.0	0.16	0.193	0.076	1.555
SPBC1683.08	ght4	viable	V	0.0	-0.042	0.044	-0.098	0.043
SPBC1683.09c	frp1	viable	V	0.0	-0.104	-0.093	-0.005	-0.093
SPBC1683.10c	pcl1	viable	V	0.0	-0.293	0.084	-0.098	-0.275
SPBC1683.11c	icl1	viable	V	0.0	0.064	0.711	0.712	0.481
SPBC1683.12	SPBC1683.12	viable	V	0.0	0.052	0.165	0.153	0.113
SPBC1683.13c	cha4	viable	V	0.0	-0.028	-0.051	-0.077	-0.165
SPBC1685.01	pmp1	viable	V	0.0	0.041	0.207	0.34	0.66
SPBC1685.02c	rps1202	viable	V	0.0	0.4	0.965	1.052	1.414
SPBC1685.03	sec11	inviable	E	0.0	2.595	4.737	6.04	6.79
SPBC1685.04	SPBC1685.04	viable	V	0.0	-0.473	-0.227	-0.264	-0.108
SPBC1685.05	htr11	viable	V	0.0	0.067	0.105	0.136	0.221
SPBC1685.06	cid11	viable	V	0.0	-0.055	-0.076	0.038	-0.066
SPBC1685.07c	avt5	viable	V	0.0	0.054	0.168	0.164	0.062
SPBC1685.08	cti6	viable	V	0.0	0.123	0.264	0.38	0.772
SPBC1685.09	rps29	viable	V	0.0	6.948	5.393	7.326	7.381
SPBC1685.11	rlp1	viable	V	0.0	-0.292	-0.153	-0.132	0.0
SPBC1685.14c	vid27	viable	V	0.0	0.092	0.079	0.077	0.039
SPBC1685.15c	klp6	viable	V	0.0	0.154	0.189	0.325	0.336
SPBC1685.16	vma9	inviable	E	0.0	0.785	2.613	3.271	4.692
SPBC1685.17	SPBC1685.17	unknown	Not_determined	0.0	-0.064	-0.083	-0.114	-0.109
SPBC16A3.01	spn3	viable	V	0.0	0.223	0.016	-0.008	0.044
SPBC16A3.02c	SPBC16A3.02c	viable	V	0.0	0.145	0.212	0.139	0.287
SPBC16A3.03c	ppr7	viable	V	0.0	0.414	0.496	0.926	0.858
SPBC16A3.05c	rae1	condition-dependent	E	0.0	2.235	5.179	5.783	6.479
SPBC16A3.06	tad1	viable	V	0.0	0.115	0.074	0.289	0.436
SPBC16A3.07c	nrm1	viable	V	0.0	0.41	0.142	0.636	0.831
SPBC16A3.08c	oga1	viable	V	0.0	-0.083	0.138	0.407	0.511
SPBC16A3.09c	ufd1	inviable	E	0.0	0.544	3.647	5.09	5.056
