Systematic ID	Name	FYPOviability	DeletionLibrary_essentiality	YES0	YES1	YES2	YES3	YES4
SPBC1683.12	SPBC1683.12	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC1683.13c	cha4	viable	V	0.001	0.0	0.0	0.0	0.0
SPBC1685.01	pmp1	viable	V	0.006	0.065	0.218	0.428	0.59
SPBC1685.02c	rps1202	viable	V	0.062	0.424	0.878	1.194	1.334
SPBC1685.03	sec11	inviable	E	0.268	2.428	4.838	6.145	6.594
SPBC1685.04	SPBC1685.04	viable	V	-0.018	-0.152	-0.239	-0.267	-0.272
SPBC1685.05	htr11	viable	V	0.018	0.056	0.108	0.161	0.201
SPBC1685.06	cid11	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPBC1685.07c	avt5	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC1685.08	cti6	viable	V	0.017	0.109	0.288	0.505	0.669
SPBC1685.09	rps29	viable	V	0.482	4.044	6.377	7.104	7.258
SPBC1685.11	rlp1	viable	V	-0.009	-0.078	-0.123	-0.137	-0.14
SPBC1685.14c	vid27	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC1685.15c	klp6	viable	V	0.028	0.109	0.212	0.305	0.362
SPBC1685.16	vma9	inviable	E	0.115	0.906	2.294	3.648	4.458
SPBC1685.17	SPBC1685.17	unknown	Not_determined	0.001	0.0	0.0	0.0	0.0
SPBC16A3.01	spn3	viable	V	0.0	0.0	0.0	0.0	0.0
SPBC16A3.02c	SPBC16A3.02c	viable	V	0.015	0.126	0.199	0.222	0.227
SPBC16A3.03c	ppr7	viable	V	0.061	0.338	0.628	0.804	0.875
SPBC16A3.05c	rae1	condition-dependent	E	0.068	2.254	5.013	6.14	6.41
SPBC16A3.06	tad1	viable	V	0.032	0.103	0.196	0.294	0.366
SPBC16A3.07c	nrm1	viable	V	0.067	0.213	0.407	0.61	0.759
SPBC16A3.08c	oga1	viable	V	0.0	0.011	0.166	0.399	0.506
SPBC16A3.09c	ufd1	inviable	E	0.001	0.763	3.413	4.869	5.225
SPBC16A3.10	ale1	viable	V	0.004	0.0	0.0	0.0	0.0
SPBC16A3.11	eso1	inviable	E	0.0	0.459	2.793	4.288	4.668
SPBC16A3.12c	SPBC16A3.12c	viable	V	0.003	0.0	0.0	0.0	0.0
SPBC16A3.13	meu7	viable	V	-0.016	-0.002	-0.0	-0.0	-0.0
SPBC16A3.15c	nda2	inviable	E	0.078	2.328	4.818	5.726	5.925
SPBC16A3.16	coa5	viable	V	0.031	0.103	0.198	0.293	0.361
SPBC16A3.17c	SPBC16A3.17c	viable	V	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC16A3.18	cip1	viable	V	0.029	0.245	0.386	0.43	0.44
SPBC16A3.19	eaf7	viable	V	0.031	0.255	0.404	0.451	0.461
SPBC16C6.01c	SPBC16C6.01c	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPBC16C6.02c	vps1302	viable	V	0.022	0.069	0.132	0.197	0.245
SPBC16C6.03c	rsa1	viable	V	0.0	0.003	0.564	1.888	2.4
SPBC16C6.04	dbl6	viable	V	0.002	0.0	0.0	0.0	0.0
SPBC16C6.05	tma22	viable	V	0.016	0.207	0.651	1.153	1.475
SPBC16C6.06	vps10	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC16C6.07c	rpt1	inviable	E	0.147	3.12	5.997	7.003	7.222
SPBC16C6.08c	qcr6	viable	V	0.013	0.111	0.174	0.194	0.198
SPBC16C6.09	ogm4	viable	V	0.0	0.012	0.476	2.377	4.352
SPBC16C6.10	chp2	viable	V	0.005	0.0	0.0	0.0	0.0
SPBC16C6.12c	las1	inviable	E	0.147	1.405	3.433	5.085	5.899
SPBC16C6.13c	sec27	inviable	E	0.007	1.547	4.981	6.573	6.945
SPBC16C6.14	spo2	viable	Not_determined	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC16D10.01c	acl4	viable	V	0.039	0.395	1.177	2.091	2.718
SPBC16D10.02	trm11	viable	V	0.065	0.306	0.703	1.152	1.487
SPBC16D10.03	kae1	viable	V	0.203	1.436	3.3	4.886	5.732
SPBC16D10.04c	dna2	inviable	E	0.003	0.927	3.888	5.759	6.305
SPBC16D10.05	mok13	viable	V	0.0	0.0	0.0	0.068	0.886
SPBC16D10.06	zrt1	viable	V	0.002	0.42	2.03	3.403	3.929
SPBC16D10.07c	sir2	viable	V	0.011	0.001	0.0	0.0	0.0
SPBC16D10.08c	hsp104	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPBC16D10.09	pcn1	inviable	E	0.146	1.535	3.488	4.794	5.327
SPBC16D10.10	tad2	inviable	E	0.101	1.209	3.182	4.835	5.648
SPBC16D10.11c	rps1801	viable	V	0.043	0.698	1.454	1.799	1.896
SPBC16E9.01c	php4	viable	V	0.016	0.002	0.0	0.0	0.0
SPBC16E9.02c	SPBC16E9.02c	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC16E9.03c	coa1	viable	V	0.036	0.198	0.485	0.818	1.069
SPBC16E9.06c	uvi31	viable	V	-0.014	-0.116	-0.182	-0.203	-0.207
SPBC16E9.07	mug100	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC16E9.08	mcp4	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPBC16E9.10c	rix7	inviable	E	0.029	2.011	4.979	6.174	6.444
SPBC16E9.11c	pub3	viable	V	0.003	0.0	0.0	0.0	0.0
SPBC16E9.12c	pab2	viable	V	0.0	0.0	0.013	0.202	0.489
SPBC16E9.13	ksp1	viable	V	-0.004	-0.0	-0.0	-0.0	-0.0
SPBC16E9.14c	zrg17	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPBC16E9.15	SPBC16E9.15	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC16E9.16c	lsd90	viable	V	-0.006	-0.001	-0.0	-0.0	-0.0
SPBC16E9.17c	rem1	viable	V	0.036	0.306	0.482	0.537	0.549
SPBC16E9.18	psd1	viable	V	0.0	0.149	0.546	0.742	0.789
SPBC16G5.02c	rbk1	viable	V	-0.007	-0.0	-0.0	-0.0	-0.0
SPBC16G5.03	mrz1	viable	V	0.005	0.0	0.0	0.0	0.0
SPBC16G5.04	mrpl23	inviable	E	0.003	0.187	1.297	3.428	5.223
SPBC16G5.05c	scs2	viable	V	0.015	0.13	0.204	0.228	0.232
SPBC16G5.07c	SPBC16G5.07c	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC16G5.08	trp4	inviable	E	0.161	2.79	5.137	5.938	6.111
SPBC16G5.09	kex1	viable	V	0.002	0.013	0.021	0.023	0.024
SPBC16G5.10	rrp42	inviable	E	0.05	1.574	4.201	5.727	6.222
SPBC16G5.11c	bag101	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC16G5.12c	top3	inviable	E	0.0	0.24	1.896	3.992	5.019
SPBC16G5.13	ptf2	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPBC16G5.14c	rps3	inviable	E	0.04	2.337	5.58	6.86	7.146
SPBC16G5.15c	fkh2	viable	V	0.015	0.411	1.634	3.092	3.988
SPBC16G5.16	ntu1	viable	V	0.021	0.153	0.257	0.298	0.308
SPBC16G5.17	SPBC16G5.17	viable	V	0.003	0.01	0.019	0.029	0.036
SPBC16G5.18	erg24	inviable	E	0.046	0.504	1.66	3.211	4.408
SPBC16G5.19	SPBC16G5.19	viable	Not_determined	-0.002	-0.0	-0.0	-0.0	-0.0
SPBC16H5.02	pfk1	condition-dependent	E	0.169	2.81	5.127	5.914	6.083
SPBC16H5.03c	uba2	viable	V	0.001	0.101	0.913	2.673	4.204
SPBC16H5.04	snd301	viable	V	-0.017	-0.081	-0.156	-0.209	-0.235
SPBC16H5.05c	cyp7	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC16H5.06	rip1	viable	V	0.051	0.216	0.474	0.759	0.972
SPBC16H5.07c	ppa2	viable	V	0.075	0.238	0.455	0.681	0.848
SPBC16H5.08c	SPBC16H5.08c	viable	V	0.165	0.715	1.579	2.54	3.255
SPBC16H5.09c	omh2	viable	V	-0.013	-0.109	-0.172	-0.192	-0.196
SPBC16H5.10c	prp43	inviable	E	0.01	1.557	4.555	5.876	6.18
SPBC16H5.11c	skb1	viable	V	0.009	0.001	0.0	0.0	0.0
SPBC16H5.12c	SPBC16H5.12c	viable	V	-0.006	-0.0	-0.0	-0.0	-0.0
SPBC16H5.13	wdr7	viable	V	0.001	0.402	1.344	1.789	1.893
SPBC16H5.14c	SPBC16H5.14c	unknown	Not_determined	0.0	0.0	0.096	1.149	2.614
SPBC16H5.15	gem8	inviable	E	0.0	0.098	1.52	3.987	5.319
SPBC1703.01c	pop4	inviable	E	0.2	1.657	3.893	5.713	6.625
SPBC1703.02	rsc9	inviable	E	0.143	0.885	2.281	3.939	5.179
SPBC1703.03c	syo2	viable	V	0.003	0.143	0.675	1.307	1.663
SPBC1703.04	mlh1	viable	V	0.002	0.0	0.0	0.0	0.0
SPBC1703.05	rio2	inviable	E	0.055	2.372	5.313	6.434	6.682
SPBC1703.06	pof10	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC1703.07	acl1	viable	V	-0.008	-0.001	-0.0	-0.0	-0.0
SPBC1703.08c	fau1	viable	V	0.002	0.02	0.032	0.036	0.036
SPBC1703.09	SPBC1703.09	viable	V	-0.004	-0.0	-0.0	-0.0	-0.0
SPBC1703.10	ypt1	inviable	E	0.409	3.436	5.418	6.036	6.167
SPBC1703.11	opa3	viable	V	0.001	0.0	0.0	0.0	0.0
SPBC1703.12	ubp9	viable	V	0.041	0.343	0.541	0.603	0.616
SPBC1703.14c	top1	viable	V	0.0	0.001	0.236	0.787	0.999
SPBC1703.15c	vps33	condition-dependent	V	0.008	0.234	1.168	2.7	3.941
SPBC1706.01	tea4	viable	V	0.033	0.103	0.197	0.296	0.368
SPBC1706.03	fzo1	viable	V	0.001	0.049	0.327	0.849	1.285
SPBC1709.01	chs2	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPBC1709.02c	vrs1	inviable	E	0.436	3.656	5.765	6.422	6.562
SPBC1709.03	vps3844	viable	V	0.022	0.283	0.992	1.974	2.738
SPBC1709.04c	cyp3	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPBC1709.05	sks2	viable	V	0.005	0.769	2.649	3.703	3.997
SPBC1709.06	dus2	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC1709.07	erg27	inviable	E	0.021	0.862	3.09	5.034	5.905
SPBC1709.08	cft1	inviable	E	0.106	1.424	3.667	5.378	6.142
SPBC1709.09	rrf1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC1709.10c	atx1	viable	V	0.003	0.0	0.0	0.0	0.0
SPBC1709.11c	png2	viable	V	0.026	0.218	0.344	0.383	0.392
SPBC1709.12	rid1	viable	V	0.001	0.0	0.0	0.0	0.0
SPBC1709.13c	set10	viable	V	0.014	0.114	0.179	0.2	0.204
SPBC1709.14	ngl1	viable	V	0.012	0.102	0.161	0.18	0.184
SPBC1709.15c	cft2	inviable	E	0.029	1.234	3.811	5.547	6.167
SPBC1709.16c	SPBC1709.16c	viable	V	0.01	0.084	0.132	0.148	0.151
SPBC1709.17	met7	inviable	E	0.108	1.158	3.128	4.97	5.985
SPBC1709.18	tif452	viable	V	0.002	0.04	0.166	0.355	0.504
SPBC1709.19c	nfu1	unknown	Not_determined	-0.002	-0.0	-0.0	-0.0	-0.0
SPBC1709.20	pop8	inviable	E	0.118	1.428	3.666	5.443	6.274
SPBC1711.03	emc3	viable	V	0.0	0.0	0.035	0.332	0.542
SPBC1711.04	mtd1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC1711.05	srp40	viable	V	0.0	0.004	0.473	1.456	1.819
SPBC1711.06	rpl401	viable	V	0.344	1.372	2.913	4.598	5.849
SPBC1711.07	rrb1	inviable	E	0.344	1.831	3.793	5.392	6.245
SPBC1711.08	aha1	viable	V	0.139	0.441	0.843	1.262	1.571
SPBC1711.09c	SPBC1711.09c	viable	V	0.0	0.0	0.0	0.0	0.0
SPBC1711.10c	npl4	inviable	E	0.029	0.47	1.804	3.734	5.249
SPBC1711.11	atg2402	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC1711.12	ppp16	viable	V	-0.005	-0.041	-0.064	-0.072	-0.073
SPBC1711.13	his2	viable	V	0.007	0.001	0.0	0.0	0.0
SPBC1711.14	rec15	viable	V	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC1711.15c	SPBC1711.15c	viable	V	0.007	0.0	0.0	0.0	0.0
SPBC1711.17	prp16	inviable	E	0.155	1.059	2.729	4.585	5.867
SPBC1718.01	pop1	viable	V	0.108	0.343	0.655	0.981	1.221
SPBC1718.02	hop1	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPBC1718.03	ker1	viable	V	0.0	0.001	0.512	2.789	3.967
SPBC1718.04	sct1	inviable	E	0.122	2.137	4.683	5.944	6.319
SPBC1718.05	trs31	inviable	E	0.004	1.005	3.732	5.256	5.666
SPBC1718.06	msp1	condition-dependent	V	0.0	0.131	0.902	1.425	1.56
SPBC1718.07c	zfs1	viable	V	-0.007	-0.001	-0.0	-0.0	-0.0
SPBC1734.01c	esf1	inviable	E	0.012	1.529	4.551	5.982	6.336
SPBC1734.02c	cdc27	inviable	E	0.094	1.058	3.011	4.976	6.126
SPBC1734.03	fol1	inviable	E	0.115	1.261	3.29	5.041	5.936
SPBC1734.04	anp1	viable	V	0.02	0.871	3.372	5.788	6.962
SPBC1734.05c	spf31	viable	V	0.023	0.076	0.146	0.218	0.268
SPBC1734.06	rhp18	viable	V	0.014	0.119	0.187	0.208	0.213
SPBC1734.07c	trs8502	viable	V	-0.012	-0.097	-0.153	-0.17	-0.174
SPBC1734.08	hse1	viable	V	0.103	0.863	1.361	1.516	1.549
SPBC1734.09	yea4	viable	V	0.014	0.118	0.186	0.207	0.212
SPBC1734.10c	ipa1	inviable	E	0.002	1.033	4.177	5.818	6.213
SPBC1734.11	mas5	condition-dependent	V	0.268	1.588	3.34	4.717	5.415
SPBC1734.12c	alg12	viable	V	0.0	0.005	0.211	1.005	1.778
SPBC1734.13	atp3	viable	V	0.236	0.962	1.888	2.705	3.194
SPBC1734.14c	suc1	inviable	E	0.066	1.045	2.987	4.654	5.466
SPBC1734.15	rsc4	viable	V	0.02	0.155	0.252	0.286	0.294
SPBC1734.16c	pst3	inviable	E	0.015	0.389	1.687	3.525	4.857
SPBC1773.01	csc3	viable	V	-0.034	-0.005	-0.0	-0.0	-0.0
SPBC1773.02c	bcp1	viable	V	-0.004	-0.046	-0.105	-0.144	-0.159
SPBC1773.03c	SPBC1773.03c	viable	V	0.001	0.0	0.0	0.0	0.0
SPBC1773.04	SPBC1773.04	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC1773.05c	tms1	viable	V	0.003	0.0	0.0	0.0	0.0
SPBC1773.06c	adh8	viable	V	0.008	0.001	0.0	0.0	0.0
SPBC1773.07c	sbp1	inviable	E	0.161	2.253	4.411	5.331	5.577
SPBC1773.08c	omh4	viable	V	0.0	0.0	0.0	0.0	0.0
SPBC1773.09c	mug184	viable	V	-0.006	-0.0	-0.0	-0.0	-0.0
SPBC1773.10c	nrs1	inviable	E	0.27	3.219	5.51	6.271	6.437
SPBC1773.11c	mug89	inviable	E	0.301	3.279	5.469	6.175	6.325
SPBC1773.12	SPBC1773.12	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPBC1773.13	SPBC1773.13	viable	V	0.016	0.056	0.108	0.158	0.191
SPBC1773.14	arg7	viable	V	-0.006	-0.001	-0.0	-0.0	-0.0
SPBC1773.15	dal52	viable	V	0.009	0.001	0.0	0.0	0.0
SPBC1773.16c	SPBC1773.16c	viable	V	-0.005	-0.001	-0.0	-0.0	-0.0
SPBC1773.17c	gor2	viable	V	0.001	0.0	0.0	0.0	0.0
SPBC1778.01c	zuo1	viable	V	0.005	0.222	1.302	3.214	4.792
SPBC1778.02	rap1	viable	V	0.027	0.203	0.339	0.392	0.406
SPBC1778.03c	SPBC1778.03c	viable	V	0.004	0.0	0.0	0.0	0.0
SPBC1778.04	spo6	viable	V	0.0	0.0	0.0	0.0	0.0
SPBC1778.05c	lam2	viable	V	0.08	1.869	4.425	5.746	6.144
SPBC1778.06c	fim1	condition-dependent	V	0.013	0.086	0.226	0.391	0.513
SPBC1778.07	SPBC1778.07	viable	V	0.044	0.138	0.264	0.396	0.493
SPBC1778.08c	arc3	inviable	E	0.031	1.966	4.765	5.879	6.129
SPBC1778.09	SPBC1778.09	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPBC1778.10c	pdk1	viable	V	-0.014	-0.002	-0.0	-0.0	-0.0
SPBC17A3.01c	tim50	inviable	E	0.047	1.45	4.035	5.659	6.222
SPBC17A3.02	aim19	viable	V	0.033	0.275	0.434	0.484	0.494
SPBC17A3.03c	siw14	viable	V	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC17A3.04c	rar1	inviable	E	0.271	2.955	4.927	5.562	5.697
SPBC17A3.05c	SPBC17A3.05c	viable	V	0.0	0.001	0.452	1.886	2.504
SPBC17A3.06	SPBC17A3.06	viable	V	0.0	0.022	0.689	1.561	1.836
SPBC17A3.07	pgr1	condition-dependent	E	0.002	0.653	3.17	5.073	5.711
SPBC17A3.08	SPBC17A3.08	viable	V	0.002	0.0	0.0	0.0	0.0
SPBC17A3.09c	aim22	viable	V	0.0	0.0	0.025	0.914	2.654
SPBC17A3.10	pas4	viable	V	0.02	0.065	0.124	0.186	0.231
SPBC17D1.01	spp41	inviable	E	0.172	1.382	3.133	4.474	5.112
SPBC17D1.02	dph2	viable	V	0.13	0.471	0.958	1.481	1.868
SPBC17D1.03c	rrp43	inviable	E	0.191	1.454	3.299	4.759	5.48
SPBC17D1.05	rhs1	viable	V	0.019	0.059	0.112	0.168	0.21
SPBC17D1.06	dbp3	viable	V	0.0	0.0	0.0	0.26	1.312
SPBC17D1.07c	npg1	viable	V	0.001	0.0	0.0	0.0	0.0
SPBC17D11.01	nep1	viable	V	0.006	0.001	0.0	0.0	0.0
SPBC17D11.02c	hrd1	viable	V	0.019	0.161	0.253	0.282	0.289
SPBC17D11.03c	pxp2	viable	V	0.022	0.181	0.286	0.318	0.325
SPBC17D11.04c	nto1	viable	V	0.054	0.172	0.328	0.491	0.611
SPBC17D11.05	tif301	inviable	E	0.466	3.915	6.173	6.877	7.026
SPBC17D11.06	spp2	inviable	E	0.03	1.949	4.876	6.101	6.387
SPBC17D11.07c	rpn2	inviable	E	0.041	2.208	5.172	6.33	6.588
SPBC17D11.08	dca7	viable	V	-0.0	-0.002	-0.003	-0.003	-0.003
SPBC17F3.01c	rga5	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPBC17F3.02	nak1	inviable	E	0.426	2.213	4.176	5.479	6.053
SPBC17G9.02c	cdc73	viable	V	0.096	0.541	1.345	2.288	2.997
SPBC17G9.03c	krs1	inviable	E	0.36	3.019	4.761	5.304	5.419
SPBC17G9.04c	nup85	inviable	E	0.159	1.277	3.183	4.968	5.991
SPBC17G9.05	rct1	inviable	V	0.008	0.207	0.946	2.11	3.043
SPBC17G9.06c	sib3	viable	Not_determined	-0.01	-0.001	-0.0	-0.0	-0.0
SPBC17G9.08c	cnt5	viable	V	0.017	0.142	0.223	0.249	0.254
SPBC17G9.09	tif213	viable	V	0.411	3.826	6.168	6.909	7.066
SPBC17G9.11c	pyr1	inviable	E	0.403	3.385	5.338	5.947	6.075
SPBC17G9.12c	SPBC17G9.12c	viable	V	0.008	0.001	0.0	0.0	0.0
SPBC17G9.13c	cup1	inviable	E	0.0	0.0	0.001	0.845	4.162
SPBC1815.01	eno101	viable	V	0.153	2.879	5.399	6.268	6.456
SPBC1826.01c	mot1	inviable	E	0.036	1.68	4.366	5.686	6.047
SPBC1861.01c	cnp3	viable	V	0.0	0.115	1.14	2.737	3.643
SPBC1861.02	abp2	viable	V	0.025	0.181	0.501	0.896	1.196
SPBC1861.03	naa35	viable	V	0.023	0.076	0.145	0.216	0.267
SPBC1861.04c	prp24	inviable	E	0.029	1.161	3.883	6.016	6.887
SPBC1861.05	SPBC1861.05	condition-dependent	V	0.0	0.014	1.025	3.617	4.94
SPBC1861.06c	mug131	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC1861.07	elc1	viable	V	0.011	0.001	0.0	0.0	0.0
SPBC1861.08c	lea1	inviable	E	0.025	1.397	3.932	5.281	5.669
SPBC1861.09	ppk22	viable	V	-0.001	-0.005	-0.008	-0.009	-0.009
SPBC18A7.01	xpa1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC18A7.02c	SPBC18A7.02c	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPBC18E5.02c	lcb1	inviable	E	0.074	2.04	4.606	5.748	6.047
SPBC18E5.03c	sim4	inviable	E	0.0	0.093	1.234	3.752	5.656
SPBC18E5.05c	elp5	viable	V	0.062	0.63	2.012	3.84	5.247
SPBC18E5.07	aim21	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC18E5.09c	SPBC18E5.09c	viable	V	-0.015	-0.002	-0.0	-0.0	-0.0
SPBC18E5.10	SPBC18E5.10	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPBC18E5.11c	edc3	viable	V	0.059	0.207	0.412	0.631	0.792
SPBC18E5.12c	mas2	inviable	E	0.033	1.606	4.501	6.097	6.575
SPBC18H10.02	lcf1	viable	V	0.045	0.3	0.526	0.631	0.664
SPBC18H10.05	SPBC18H10.05	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPBC18H10.06c	swd2	viable	V	0.0	0.021	0.346	0.744	0.887
SPBC18H10.07	wbp4	viable	V	0.0	0.0	0.171	0.754	1.012
SPBC18H10.08c	ubp4	viable	V	-0.002	-0.013	-0.02	-0.023	-0.023
SPBC18H10.09	SPBC18H10.09	viable	V	0.015	0.123	0.194	0.216	0.22
SPBC18H10.10c	saf4	viable	V	0.007	0.0	0.0	0.0	0.0
SPBC18H10.11c	ppr2	viable	V	0.0	0.001	0.161	0.598	0.775
SPBC18H10.12c	rpl701	inviable	E	0.363	1.499	3.232	5.139	6.557
SPBC18H10.14	rps1601	condition-dependent	E	0.392	2.494	4.791	6.184	6.735
SPBC18H10.15	cdk11	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC18H10.16	vhc1	viable	V	0.001	0.0	0.0	0.0	0.0
SPBC18H10.17c	mhr1	inviable	E	0.0	0.006	1.078	3.7	4.724
SPBC18H10.18c	SPBC18H10.18c	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPBC18H10.19	vps38	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPBC18H10.20c	any1	viable	V	0.249	1.3	2.722	3.929	4.599
SPBC1921.02	rad60	inviable	E	0.065	0.768	2.496	4.655	6.192
SPBC1921.03c	mex67	viable	V	0.134	0.497	1.023	1.588	2.008
SPBC1921.04c	SPBC1921.04c	viable	V	0.004	0.0	0.0	0.0	0.0
SPBC1921.05	ape2	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC1921.06c	pvg3	viable	V	-0.013	-0.106	-0.167	-0.186	-0.19
SPBC1921.07c	sgf29	viable	V	0.035	0.138	0.268	0.381	0.448
SPBC19C2.01	cdc28	inviable	E	0.016	1.795	4.927	6.269	6.577
SPBC19C2.02	pmt1	viable	V	0.0	0.0	0.0	0.157	1.372
SPBC19C2.03	rpc10	inviable	E	0.009	1.711	5.231	6.819	7.187
SPBC19C2.04c	ubp11	viable	V	0.014	0.12	0.19	0.211	0.216
SPBC19C2.05	pat1	inviable	E	0.011	0.443	2.291	5.198	7.399
SPBC19C2.06c	mug124	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPBC19C2.07	fba1	inviable	E	0.166	2.901	5.35	6.186	6.367
SPBC19C2.08	prp38	inviable	E	0.261	1.409	3.425	5.77	7.529
SPBC19C2.09	sre1	viable	V	0.012	0.073	0.134	0.169	0.181
SPBC19C2.10	SPBC19C2.10	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC19C2.11c	mdm34	inviable	E	0.0	0.005	1.108	4.906	6.936
SPBC19C2.12	mrpl51	inviable	E	0.0	0.006	1.182	4.121	5.28
SPBC19C2.13c	ctu2	viable	V	0.07	0.358	0.848	1.411	1.833
SPBC19C2.14	smd3	viable	Not_determined	0.093	2.565	5.54	6.755	7.051
SPBC19C2.15c	phs1	inviable	E	0.0	0.45	3.109	5.265	5.94
SPBC19C7.01	mni1	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPBC19C7.02	ubr1	viable	V	0.045	0.887	1.82	2.206	2.304
SPBC19C7.03	cyr1	viable	V	0.11	0.549	1.29	2.139	2.775
SPBC19C7.06	prs1	inviable	E	0.283	3.178	5.331	6.027	6.176
SPBC19C7.07c	sen34	inviable	E	0.242	1.901	4.178	5.831	6.583
SPBC19C7.08c	ppm2	viable	V	0.0	0.048	0.376	0.613	0.676
SPBC19C7.09c	uve1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC19C7.10	bqt4	viable	V	0.004	0.0	0.0	0.0	0.0
SPBC19C7.11	SPBC19C7.11	viable	V	-0.0	-0.166	-0.575	-0.773	-0.82
SPBC19C7.12c	omh1	viable	V	0.015	0.125	0.197	0.219	0.224
SPBC19F5.01c	puc1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC19F5.02c	utp4	inviable	E	0.043	2.061	4.713	5.735	5.963
SPBC19F5.03	sac11	inviable	E	0.089	1.614	4.073	5.654	6.244
SPBC19F5.04	hom3	inviable	E	0.1	2.642	5.319	6.28	6.491
SPBC19F5.05c	ppp1	inviable	E	0.033	1.844	4.377	5.374	5.597
SPBC19F8.01c	spn7	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC19F8.03c	yap18	viable	V	0.005	0.0	0.0	0.0	0.0
SPBC19F8.04c	lcl3	viable	V	-0.005	-0.001	-0.0	-0.0	-0.0
SPBC19F8.05	mrps26	inviable	E	0.0	0.03	0.773	3.337	5.873
SPBC19F8.06c	meu22	viable	V	0.014	0.002	0.0	0.0	0.0
SPBC19F8.07	mcs6	inviable	E	0.002	0.175	1.265	3.192	4.638
SPBC19F8.08	rps401	viable	V	0.123	0.717	1.596	2.391	2.85
SPBC19G7.01c	msh2	viable	V	0.0	0.0	0.0	0.172	0.704
SPBC19G7.02	abz2	viable	V	0.0	0.0	0.005	0.342	1.108
SPBC19G7.03c	rps3002	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPBC19G7.04	SPBC19G7.04	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPBC19G7.05c	bgs1	inviable	E	0.089	1.154	3.363	5.527	6.742
SPBC19G7.06	mbx1	viable	V	0.014	0.121	0.191	0.212	0.217
SPBC19G7.07c	ppr3	viable	V	0.001	0.552	2.283	3.196	3.417
SPBC19G7.08c	art1	viable	V	0.0	0.011	0.088	0.246	0.382
SPBC19G7.09	ulp1	viable	V	0.0	0.05	0.607	1.984	3.225
SPBC19G7.10c	pdc2	viable	V	0.069	0.701	1.869	2.961	3.566
SPBC19G7.13	tbf1	inviable	E	0.361	1.452	3.086	4.861	6.169
SPBC19G7.14c	cog5	inviable	E	0.035	0.662	2.381	4.424	5.73
SPBC19G7.15	nup44	inviable	E	0.215	1.478	3.536	5.483	6.633
SPBC19G7.16	iws1	viable	V	0.061	0.564	1.727	3.233	4.387
