gene_systematic_id	gene_name	type	evidence	qualifier	extension	reference	taxon	date
SPAC6F6.12	atg24	ribosomal density	ribosome profiling evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC6F6.12	atg24	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC6F6.12	atg24	RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC6F6.13c		protein	mass spectrometry evidence	increased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC6F6.13c		protein	high throughput evidence used in manual assertion	increased	during(GO:0007135)	PMID:39367033	4896	2024-11-01
SPAC6F6.15	ypt5	RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC6F6.15	ypt5	RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC6F6.16c	tpz1	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC6F6.16c	tpz1	RNA	experimental evidence	increased	during(GO:0051321)	PMID:16303567	4896	2010-01-03
SPAC6F6.16c	tpz1	RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC6F6.19		protein	high throughput evidence used in manual assertion	increased	during(GO:0007135)	PMID:39367033	4896	2024-11-01
SPAC6G10.02c	tea3	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC6G10.03c		protein	high throughput evidence used in manual assertion	increased	during(GO:0007135)	PMID:39367033	4896	2024-11-01
SPAC6G10.03c		RNA	expression microarray evidence	increased	during(GO:0034599)	PMID:12529438	4896	2021-11-30
SPAC6G10.03c		RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC6G10.03c		RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC6G10.03c		RNA	RNA-sequencing evidence	increased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC6G10.04c	pre5	RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC6G10.05c	trs120	RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC6G10.06	tda3	protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC6G10.06	tda3	RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC6G10.06	tda3	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC6G10.08	idp1	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC6G10.08	idp1	ribosomal density	ribosome profiling evidence	decreased	in presence of(CHEBI:40036)	PMID:36478272	4896	2025-05-21
SPAC6G10.08	idp1	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC6G10.08	idp1	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC6G10.08	idp1	RNA	RNA-sequencing evidence	increased	in presence of(CHEBI:40036)	PMID:36478272	4896	2025-05-21
SPAC6G10.09	gls1	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC6G10.09	gls1	RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC6G10.10c		RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC6G10.11c	ubi3	protein	high throughput evidence used in manual assertion	decreased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC6G10.11c	ubi3	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC6G10.12c	ace2	protein	Western blot evidence	increased	during(GO:0000090)	PMID:16317047	4896	2024-07-22
SPAC6G10.12c	ace2	RNA	expression microarray evidence	decreased	during(GO:0034599)	PMID:12529438	4896	2021-11-30
SPAC6G10.12c	ace2	RNA	expression microarray evidence	decreased	during(GO:0034605)	PMID:12529438	4896	2021-11-30
SPAC6G10.12c	ace2	RNA	expression microarray evidence	decreased	during(GO:0071470)	PMID:12529438	4896	2021-11-30
SPAC6G10.12c	ace2	RNA	expression microarray evidence	decreased	in presence of(CHEBI:50292)	PMID:12529438	4896	2021-11-30
SPAC6G10.12c	ace2	RNA	expression microarray evidence	decreased	in presence of(CHEBI:25255)	PMID:12529438	4896	2021-11-30
SPAC6G10.12c	ace2	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC6G10.12c	ace2	RNA	RNA-sequencing evidence	decreased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC6G10.12c	ace2	RNA	RNA-sequencing evidence	decreased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC6G10.12c	ace2	RNA	northern assay evidence used in manual assertion	fluctuates	during(GO:0000278)	PMID:15509866	4896	2015-11-22
SPAC6G10.12c	ace2	RNA	RNA-sequencing evidence	increased	during(GO:0016036)	PMID:36794724	4896	2023-08-21
SPAC6G9.01c		RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC6G9.01c		RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC6G9.02c	nop9	RNA	expression microarray evidence	decreased	during(GO:0034599)	PMID:12529438	4896	2021-11-30
SPAC6G9.02c	nop9	RNA	expression microarray evidence	decreased	during(GO:0034605)	PMID:12529438	4896	2021-11-30
SPAC6G9.02c	nop9	RNA	expression microarray evidence	decreased	during(GO:0071470)	PMID:12529438	4896	2021-11-30
SPAC6G9.02c	nop9	RNA	expression microarray evidence	decreased	in presence of(CHEBI:50292)	PMID:12529438	4896	2021-11-30
SPAC6G9.02c	nop9	RNA	expression microarray evidence	decreased	in presence of(CHEBI:25255)	PMID:12529438	4896	2021-11-30
SPAC6G9.02c	nop9	RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC6G9.02c	nop9	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC6G9.02c	nop9	RNA	RNA-sequencing evidence	decreased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC6G9.03c	rtt106	protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC6G9.04	spo7	RNA	experimental evidence	absent	during(GO:0098763)	PMID:21775631	4896	2016-09-07
SPAC6G9.04	spo7	RNA	experimental evidence	increased	during(GO:0098762)	PMID:16303567	4896	2010-01-03
SPAC6G9.04	spo7	RNA	experimental evidence	present	during(GO:0098762)	PMID:21775631	4896	2016-09-07
SPAC6G9.05	pcd1	RNA	RNA-sequencing evidence	increased	during(GO:0016036)	PMID:36794724	4896	2023-08-11
SPAC6G9.09c	rpl2401	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC6G9.09c	rpl2401	RNA	RNA-sequencing evidence	decreased	in presence of(CHEBI:40036)	PMID:36478272	4896	2025-05-21
SPAC6G9.09c	rpl2401	RNA	RNA-sequencing evidence	decreased	in presence of(CHEBI:9168)	PMID:38269097	4896	2024-03-27
SPAC6G9.10c	sen1	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC6G9.10c	sen1	ribosomal density	ribosome profiling evidence	decreased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC6G9.10c	sen1	RNA	expression microarray evidence	decreased	during(GO:0034599)	PMID:12529438	4896	2021-11-30
SPAC6G9.10c	sen1	RNA	expression microarray evidence	decreased	during(GO:0034605)	PMID:12529438	4896	2021-11-30
SPAC6G9.10c	sen1	RNA	expression microarray evidence	decreased	during(GO:0071470)	PMID:12529438	4896	2021-11-30
SPAC6G9.10c	sen1	RNA	expression microarray evidence	decreased	in presence of(CHEBI:50292)	PMID:12529438	4896	2021-11-30
SPAC6G9.10c	sen1	RNA	expression microarray evidence	decreased	in presence of(CHEBI:25255)	PMID:12529438	4896	2021-11-30
SPAC6G9.10c	sen1	RNA	RNA-sequencing evidence	decreased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC6G9.10c	sen1	RNA	RNA-sequencing evidence	decreased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC6G9.11	syb1	protein	reporter gene assay evidence	increased	during(GO:0000090)	PMID:21148300	4896	2021-03-19
SPAC6G9.11	syb1	RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC6G9.12	cfr1	protein	high throughput evidence used in manual assertion	increased	during(GO:0007135)	PMID:39367033	4896	2024-11-01
SPAC6G9.13c	bqt1	RNA	northern assay evidence used in manual assertion	increased	during(GO:0051321)	PMID:16303567	4896	2010-01-03
SPAC6G9.13c	bqt1	RNA	expression microarray evidence	increased	during(GO:0006995),during(GO:0071444)	PMID:16615890	4896	2014-07-14
SPAC6G9.14	puf4	protein	mass spectrometry evidence	decreased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC6G9.14	puf4	protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC6G9.14	puf4	RNA	RNA-sequencing evidence	increased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC6G9.14	puf4	RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC6G9.15c	ebp1	RNA	RNA-sequencing evidence	decreased	during(GO:0006970)	PMID:33313903	4896	2021-01-11
SPAC6G9.16c	xrc4	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC732.01	vma11	protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC732.01	vma11	RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC732.02c	fpb26	protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC732.02c	fpb26	protein	high throughput evidence used in manual assertion	increased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC750.01		protein	mass spectrometry evidence	decreased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC750.01		RNA	RNA-sequencing evidence	increased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC750.01		RNA	RNA-sequencing evidence	increased	during(GO:0042542)	PMID:33313903	4896	2021-01-11
SPAC750.01		RNA	expression microarray evidence	increased	during(GO:0035874)	PMID:21828039	4896	2024-07-01
SPAC750.04c	ftm3	RNA	expression microarray evidence	decreased	during(GO:0042149)	PMID:34460892	4896	2021-09-20
SPAC750.05c	ftm4	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC750.05c	ftm4	RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC750.05c	ftm4	RNA	RNA-sequencing evidence	increased	in presence of(CHEBI:40036)	PMID:36478272	4896	2025-05-21
SPAC750.06c		protein	high throughput evidence used in manual assertion	increased	during(GO:0007135)	PMID:39367033	4896	2024-11-01
SPAC750.06c		RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC750.08c		RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC750.08c		RNA	expression microarray evidence	increased	during(GO:0016036)	PMID:23231582	4896	2021-02-03
SPAC767.01c	vps1	protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC767.01c	vps1	protein	high throughput evidence used in manual assertion	increased	during(GO:0007135)	PMID:39367033	4896	2024-11-01
SPAC7D4.03c	ahk1	RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC7D4.04	atg11	protein	high throughput evidence used in manual assertion	increased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC7D4.05		RNA	RNA-sequencing evidence	increased	during(GO:0016036)	PMID:36794724	4896	2023-08-11
SPAC7D4.06c	alg3	protein	mass spectrometry evidence	increased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC7D4.06c	alg3	protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC7D4.06c	alg3	RNA	RNA-sequencing evidence	decreased	in presence of(CHEBI:40036)	PMID:36478272	4896	2025-05-21
SPAC7D4.07c	trx1	protein	reporter gene assay evidence	increased	during(GO:0071294)	PMID:12018855	4896	2014-11-05
SPAC7D4.07c	trx1	protein	western blot evidence used in manual assertion	increased	during(GO:0000084)	PMID:28640807	4896	2017-08-02
SPAC7D4.07c	trx1	protein	reporter gene assay evidence	increased	during(GO:0071276)	PMID:12018855	4896	2014-11-05
SPAC7D4.07c	trx1	protein	reporter gene assay evidence	increased	during(GO:0036245)	PMID:11267679	4896	2014-11-03
SPAC7D4.07c	trx1	protein	reporter gene assay evidence	increased	during(GO:0071288)	PMID:12018855	4896	2014-11-05
SPAC7D4.07c	trx1	protein	reporter gene assay evidence	increased	during(GO:0070301)	PMID:11267679	4896	2014-11-03
SPAC7D4.07c	trx1	protein	reporter gene assay evidence	unchanged	during(GO:0071470)	PMID:12018855	4896	2014-11-05
SPAC7D4.07c	trx1	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC7D4.07c	trx1	RNA	northern assay evidence used in manual assertion	increased	during(GO:0036245)	PMID:18758731	4896	2013-09-17
SPAC7D4.07c	trx1	RNA	northern assay evidence used in manual assertion	increased	during(GO:0071447)	PMID:18758731	4896	2013-09-17
SPAC7D4.07c	trx1	RNA	reverse transcription polymerase chain reaction transcription evidence	increased	during(GO:0034605)	PMID:21091378	4896	2013-08-28
SPAC7D4.07c	trx1	RNA	reverse transcription polymerase chain reaction transcription evidence	increased	during(GO:0072709)	PMID:21091378	4896	2013-08-28
SPAC7D4.07c	trx1	RNA	northern assay evidence used in manual assertion	increased	during(GO:0070301)	PMID:23115244	4896	2012-02-20
SPAC7D4.07c	trx1	RNA	northern assay evidence used in manual assertion	increased	during(GO:0070301)	PMID:18758731	4896	2013-09-17
SPAC7D4.07c	trx1	RNA	reverse transcription polymerase chain reaction transcription evidence	increased	during(GO:0070301)	PMID:21091378	4896	2013-08-28
SPAC7D4.07c	trx1	RNA	RNA-sequencing evidence	increased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC7D4.07c	trx1	RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC7D4.07c	trx1	RNA	northern assay evidence used in manual assertion	unchanged	during(GO:0072711)	PMID:28640807	4896	2017-08-02
SPAC7D4.07c	trx1	RNA	northern assay evidence used in manual assertion	present	during(GO:0072690)	PMID:23115244	4896	2012-02-20
SPAC7D4.07c	trx1	RNA	northern assay evidence used in manual assertion	present	during(GO:0072690)	PMID:18758731	4896	2013-09-17
SPAC7D4.07c	trx1	RNA	reverse transcription polymerase chain reaction transcription evidence	present	during(GO:0072690)	PMID:21091378	4896	2013-08-28
SPAC7D4.11c	sec39	RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC7D4.12c		protein	high throughput evidence used in manual assertion	increased	during(GO:0007135)	PMID:39367033	4896	2024-11-01
SPAC7D4.14c	iss10	protein	western blot evidence used in manual assertion	decreased	during(GO:0051321)	PMID:23980030	4896	2013-12-02
SPAC7D4.14c	iss10	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC7D4.14c	iss10	protein	Western blot evidence	decreased	during(GO:0098764)	PMID:33574613	4896	2021-03-15
SPAC7D4.14c	iss10	protein	western blot evidence used in manual assertion	present	during(GO:0072690)	PMID:23980030	4896	2013-12-02
SPAC7D4.14c	iss10	RNA	northern assay evidence used in manual assertion	unchanged	during(GO:0051321)	PMID:23980030	4896	2013-12-02
SPAC7D4.14c	iss10	RNA	northern assay evidence used in manual assertion	present	during(GO:0072690)	PMID:23980030	4896	2013-12-02
SPAC806.02c		protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC806.03c	rps2601	protein	mass spectrometry evidence	decreased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC806.03c	rps2601	protein	high throughput evidence used in manual assertion	decreased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC806.03c	rps2601	RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC806.03c	rps2601	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC806.03c	rps2601	RNA	RNA-sequencing evidence	decreased	in presence of(CHEBI:40036)	PMID:36478272	4896	2025-05-21
SPAC806.04c	duf8901	RNA	RNA-sequencing evidence	increased	during(GO:0016036)	PMID:36794724	4896	2023-08-11
SPAC806.05	lyr3	RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC806.07	ndk1	protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC806.07	ndk1	protein	high throughput evidence used in manual assertion	increased	during(GO:0007135)	PMID:39367033	4896	2024-11-01
SPAC806.07	ndk1	RNA	northern assay evidence used in manual assertion	increased	during(GO:0006995)	PMID:7499258	4896	2013-02-20
SPAC806.07	ndk1	RNA	northern assay evidence used in manual assertion	present	during(GO:0072690)	PMID:7499258	4896	2013-02-20
SPAC806.08c	mod21	protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC806.11		RNA	expression microarray evidence	increased	during(GO:0016036)	PMID:23231582	4896	2021-02-03
SPAC821.03c	slf1	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC821.04c	cid13	RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC821.04c	cid13	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC821.04c	cid13	RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC821.05	tif308	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC821.05	tif308	ribosomal density	ribosome profiling evidence	decreased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC821.05	tif308	ribosomal density	ribosome profiling evidence	decreased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC821.05	tif308	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC821.06	spn2	protein	high throughput evidence used in manual assertion	increased	during(GO:0007135)	PMID:39367033	4896	2024-11-01
SPAC821.08c	slp1	protein	western blot evidence used in manual assertion	absent	during(GO:0051329)	PMID:11058086	4896	2015-12-14
SPAC821.08c	slp1	protein	western blot evidence used in manual assertion	fluctuates	during(GO:0000278)	PMID:11058086	4896	2015-12-14
SPAC821.08c	slp1	protein	western blot evidence used in manual assertion	present	during(GO:0000087)	PMID:11058086	4896	2015-12-14
SPAC821.08c	slp1	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC821.08c	slp1	RNA	RNA-sequencing evidence	decreased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC821.08c	slp1	RNA	RNA-sequencing evidence	decreased	during(GO:0042542)	PMID:33313903	4896	2021-01-11
SPAC821.08c	slp1	RNA	RNA-sequencing evidence	decreased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC821.08c	slp1	RNA	RNA-sequencing evidence	decreased	during(GO:0006970)	PMID:33313903	4896	2021-01-11
SPAC821.08c	slp1	RNA	northern assay evidence used in manual assertion	fluctuates	during(GO:0000278)	PMID:15509866	4896	2015-11-22
SPAC821.08c	slp1	RNA	northern assay evidence used in manual assertion	present	during(GO:0000087)	PMID:11058086	4896	2015-12-14
SPAC821.08c	slp1	RNA	northern assay evidence used in manual assertion	present	during(GO:0051329)	PMID:11058086	4896	2015-12-14
SPAC821.09	eng1	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC821.09	eng1	protein	western blot evidence used in manual assertion	fluctuates	during(GO:0000278)	PMID:15194814	4896	2015-01-08
SPAC821.09	eng1	protein	Western blot evidence	increased	during(GO:0016036)	PMID:39660919	4896	2024-12-12
SPAC821.09	eng1	RNA	expression microarray evidence	decreased	during(GO:0034599)	PMID:12529438	4896	2021-11-30
SPAC821.09	eng1	RNA	expression microarray evidence	decreased	during(GO:0034605)	PMID:12529438	4896	2021-11-30
SPAC821.09	eng1	RNA	expression microarray evidence	decreased	during(GO:0071470)	PMID:12529438	4896	2021-11-30
SPAC821.09	eng1	RNA	expression microarray evidence	decreased	in presence of(CHEBI:50292)	PMID:12529438	4896	2021-11-30
SPAC821.09	eng1	RNA	expression microarray evidence	decreased	in presence of(CHEBI:25255)	PMID:12529438	4896	2021-11-30
SPAC821.09	eng1	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC821.09	eng1	RNA	RNA-sequencing evidence	decreased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC821.09	eng1	RNA	RNA-sequencing evidence	decreased	during(GO:0042542)	PMID:33313903	4896	2021-01-11
SPAC821.09	eng1	RNA	RNA-sequencing evidence	decreased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC821.09	eng1	RNA	RNA-sequencing evidence	decreased	during(GO:0006970)	PMID:33313903	4896	2021-01-11
SPAC821.09	eng1	RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC821.09	eng1	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC821.10c	sod1	protein	Western blot evidence	decreased	during(GO:0034224)	PMID:39761853	4896	2025-07-08
SPAC821.10c	sod1	protein	reporter gene assay evidence	increased	during(GO:0071280)	PMID:12243351	4896	2014-11-20
SPAC821.10c	sod1	protein	western blot evidence used in manual assertion	increased	during(GO:0036227)	PMID:26507459	4896	2016-10-26
SPAC821.10c	sod1	protein	reporter gene assay evidence	increased	during(GO:0071275)	PMID:12243351	4896	2014-11-20
SPAC821.10c	sod1	protein	reporter gene assay evidence	increased	during(GO:0071276)	PMID:12243351	4896	2014-11-20
SPAC821.10c	sod1	protein	reporter gene assay evidence	increased	during(GO:0071294)	PMID:12243351	4896	2014-11-20
SPAC821.10c	sod1	protein	reporter gene assay evidence	increased	during(GO:0071288)	PMID:12243351	4896	2014-11-20
SPAC821.10c	sod1	protein	reporter gene assay evidence	increased	during(GO:0070301)	PMID:12243351	4896	2014-11-20
SPAC821.10c	sod1	protein	mass spectrometry evidence	increased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC821.10c	sod1	protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC821.10c	sod1	protein	reporter gene assay evidence	unchanged	during(GO:0036245)	PMID:12243351	4896	2014-11-20
SPAC821.10c	sod1	RNA	northern assay evidence used in manual assertion	decreased	during(GO:0036227)	PMID:12359231	4896	2014-11-04
SPAC821.10c	sod1	RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC821.10c	sod1	RNA	Northern assay evidence	decreased	during(GO:0034224)	PMID:39761853	4896	2025-07-08
SPAC821.10c	sod1	RNA	northern assay evidence used in manual assertion	increased	during(GO:0036245)	PMID:12359231	4896	2014-11-04
SPAC821.10c	sod1	RNA	northern assay evidence used in manual assertion	increased	during(GO:0070301)	PMID:12073089	4896	2015-07-15
SPAC821.10c	sod1	RNA	northern assay evidence used in manual assertion	increased	during(GO:0070301)	PMID:12359231	4896	2014-11-04
SPAC821.10c	sod1	RNA	northern assay evidence used in manual assertion	increased	during(GO:0036245)	PMID:12073089	4896	2015-07-15
SPAC821.10c	sod1	RNA	northern assay evidence used in manual assertion	increased	during(GO:0036227)	PMID:26507459	4896	2016-10-26
SPAC821.10c	sod1	RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC821.10c	sod1	RNA	northern assay evidence used in manual assertion	unchanged	during(GO:0072709)	PMID:12073089	4896	2015-07-15
SPAC821.10c	sod1	RNA	northern assay evidence used in manual assertion	unchanged	during(GO:0034605)	PMID:12073089	4896	2015-07-15
SPAC821.10c	sod1	RNA	northern assay evidence used in manual assertion	present	during(GO:0072690)	PMID:12359231	4896	2014-11-04
SPAC821.10c	sod1	RNA	northern assay evidence used in manual assertion	present	during(GO:0072690)	PMID:12073089	4896	2015-07-15
SPAC821.11	pro1	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC821.11	pro1	protein	high throughput evidence used in manual assertion	decreased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC821.11	pro1	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC821.11	pro1	RNA	RNA-sequencing evidence	increased	in presence of(CHEBI:40036)	PMID:36478272	4896	2025-05-21
SPAC821.12	orb6	protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC823.03	ppk15	protein	high throughput evidence used in manual assertion	increased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC823.03	ppk15	RNA	expression microarray evidence	increased	in presence of(CHEBI:47600)	PMID:22840777	4896	2012-10-18
SPAC823.03	ppk15	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC823.03	ppk15	RNA	RNA-sequencing evidence	increased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC823.03	ppk15	RNA	RNA-sequencing evidence	increased	during(GO:0042542)	PMID:33313903	4896	2021-01-11
SPAC823.03	ppk15	RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC823.03	ppk15	RNA	RNA-sequencing evidence	increased	during(GO:0006974)	PMID:33313903	4896	2021-01-11
SPAC823.03	ppk15	RNA	RNA-sequencing evidence	increased	during(GO:0006970)	PMID:33313903	4896	2021-01-11
SPAC823.04	rrp36	RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC823.04	rrp36	RNA	RNA-sequencing evidence	decreased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC823.06	taf3	RNA	expression microarray evidence	increased	in presence of(CHEBI:17634)	PMID:34460892	4896	2021-09-22
SPAC823.07	pga3	protein	mass spectrometry evidence	increased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC823.08c	rrp3	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC823.08c	rrp3	RNA	expression microarray evidence	decreased	during(GO:0034599)	PMID:12529438	4896	2021-11-30
