Systematic ID	Name	FYPOviability	DeletionLibrary_essentiality	YES0	YES1	YES2	YES3	YES4	YES5	YES6
SPBC1773.01	csc3	viable	V	0.0	-0.08	-0.039	-0.288	-0.152	-0.056	-0.527
SPBC1773.02c	bcp1	viable	V	0.0	-0.0	-0.925	-0.89	-0.852	-0.73	-0.09
SPBC1773.03c	SPBC1773.03c	viable	V	0.0	-0.045	0.212	0.236	0.004	0.151	0.043
SPBC1773.04	SPBC1773.04	viable	V	0.0	0.603	0.558	0.9	0.902	0.893	0.678
SPBC1773.05c	tms1	viable	V	0.0	0.325	-0.239	0.023	0.563	-0.043	0.161
SPBC1773.06c	adh8	viable	V	0.0	-0.373	0.138	0.737	-0.297	-0.455	-0.687
SPBC1773.07c	sbp1	inviable	E	0.0	2.101	4.087	4.383	4.769	5.115	4.462
SPBC1773.08c	omh4	viable	V	0.0	-0.086	-0.054	0.199	0.273	0.135	-0.074
SPBC1773.09c	mug184	viable	V	0.0	-0.314	-0.225	-0.4	-0.493	-0.375	-0.539
SPBC1773.10c	nrs1	inviable	E	0.0	2.293	3.286	3.843	3.768	3.87	4.059
SPBC1773.11c	mug89	inviable	E	0.0	2.104	3.425	3.692	4.104	4.163	4.175
SPBC1773.12	SPBC1773.12	viable	V	0.0	0.401	0.291	0.451	1.27	1.015	1.527
SPBC1773.13	SPBC1773.13	viable	V	0.0	0.08	0.6	0.615	0.406	0.755	0.537
SPBC1773.14	arg7	viable	V	0.0	0.286	0.149	0.286	0.243	0.523	0.559
SPBC1773.15	dal52	viable	V	0.0	-0.21	-0.29	-0.541	-0.268	-0.453	-0.29
SPBC1773.16c	SPBC1773.16c	viable	V	0.0	-0.309	0.093	0.195	0.396	0.103	0.163
SPBC1773.17c	gor2	viable	V	0.0	1.15	1.114	2.031	1.031	2.031	2.031
SPBC1778.01c	zuo1	viable	V	0.0	0.867	1.68	2.798	2.268	2.837	2.811
SPBC1778.02	rap1	viable	V	0.0	0.518	1.179	0.999	1.322	1.101	0.932
SPBC1778.03c	SPBC1778.03c	viable	V	0.0	0.496	0.754	0.916	0.309	0.485	0.634
SPBC1778.04	spo6	viable	V	0.0	0.216	0.258	-0.044	0.746	0.408	1.002
SPBC1778.05c	lam2	viable	V	0.0	1.818	3.637	4.751	5.174	5.039	4.769
SPBC1778.06c	fim1	condition-dependent	V	0.0	-0.003	0.135	0.488	0.427	0.549	0.922
SPBC1778.07	SPBC1778.07	viable	V	0.0	-0.092	0.769	-0.058	0.559	0.359	0.568
SPBC1778.08c	arc3	inviable	E	0.0	1.433	3.905	3.675	4.274	4.274	4.204
SPBC1778.09	SPBC1778.09	viable	V	0.0	0.96	0.865	0.967	1.114	2.133	1.59
SPBC1778.10c	pdk1	viable	V	0.0	-0.079	0.234	0.298	0.876	1.069	1.482
SPBC17A3.01c	tim50	inviable	E	0.0	1.283	3.54	4.679	4.208	4.672	5.118
SPBC17A3.02	aim19	viable	V	0.0	0.253	-0.334	-0.327	0.122	-0.288	0.216
SPBC17A3.03c	siw14	viable	V	0.0	-0.049	0.948	0.309	0.745	0.93	0.461
SPBC17A3.04c	rar1	inviable	E	0.0	2.455	3.829	4.666	4.502	4.689	4.297
SPBC17A3.05c	SPBC17A3.05c	viable	V	0.0	0.764	2.03	3.225	4.092	4.829	4.555
SPBC17A3.06	SPBC17A3.06	viable	V	0.0	0.453	0.918	1.497	2.181	2.301	2.803
SPBC17A3.07	pgr1	condition-dependent	E	0.0	0.822	2.269	4.182	4.347	4.456	3.987
SPBC17A3.08	SPBC17A3.08	viable	V	0.0	-0.116	-0.164	-0.205	-0.1	-0.224	-0.106
SPBC17A3.09c	aim22	viable	V	0.0	-0.008	0.028	0.763	1.933	3.206	3.913
SPBC17A3.10	pas4	viable	V	0.0	0.228	0.277	0.632	0.3	0.096	0.49
SPBC17D1.01	spp41	inviable	E	0.0	1.07	2.143	3.082	3.382	3.564	4.283
SPBC17D1.02	dph2	viable	V	0.0	0.725	1.064	0.968	1.488	2.058	2.136
SPBC17D1.03c	rrp43	inviable	E	0.0	1.318	2.446	3.487	3.808	4.007	3.854
SPBC17D1.05	rhs1	viable	V	0.0	0.265	0.163	0.393	0.604	0.682	0.57
SPBC17D1.06	dbp3	viable	V	0.0	0.053	0.404	0.43	0.636	0.774	0.972
SPBC17D1.07c	npg1	viable	V	0.0	0.105	0.086	0.429	0.282	0.458	0.272
SPBC17D11.01	nep1	viable	V	0.0	0.293	1.141	1.521	0.639	0.787	0.888
SPBC17D11.02c	hrd1	viable	V	0.0	-0.092	-0.263	0.077	-0.011	0.206	-0.209
SPBC17D11.03c	pxp2	viable	V	0.0	0.163	0.307	0.379	0.277	0.419	0.392
SPBC17D11.04c	nto1	viable	V	0.0	0.458	0.485	0.719	1.066	0.908	0.903
SPBC17D11.05	tif301	inviable	E	0.0	2.26	3.205	3.623	3.711	3.607	3.411
SPBC17D11.06	spp2	inviable	E	0.0	2.002	2.935	3.755	3.544	3.907	3.713
SPBC17D11.07c	rpn2	inviable	E	0.0	2.046	2.707	2.962	2.962	2.835	2.866
SPBC17D11.08	dca7	viable	V	0.0	-0.329	-0.375	-0.837	-1.312	-0.511	-0.832
SPBC17F3.01c	rga5	viable	V	0.0	0.32	0.34	-0.056	0.148	0.182	0.522
SPBC17F3.02	nak1	inviable	E	0.0	1.319	3.074	3.62	4.047	4.337	4.045
SPBC17G9.02c	cdc73	viable	V	0.0	0.488	1.189	2.089	3.101	3.467	3.735
SPBC17G9.03c	krs1	inviable	E	0.0	1.792	4.249	4.054	4.165	4.01	4.833
SPBC17G9.04c	nup85	inviable	E	0.0	1.286	2.707	4.113	4.245	4.585	4.571
SPBC17G9.05	rct1	inviable	V	0.0	0.119	1.288	1.248	2.59	2.899	2.963
SPBC17G9.06c	sib3	viable	Not_determined	0.0	0.295	0.222	-0.619	-0.396	0.277	0.738
SPBC17G9.08c	cnt5	viable	V	0.0	0.437	0.661	1.139	1.049	1.013	1.205
SPBC17G9.09	tif213	viable	V	0.0	0.504	1.929	1.929	1.929	1.929	1.929
SPBC17G9.10	rpl1102	viable	V	0.0	1.847	2.97	4.444	4.444	3.508	4.444
SPBC17G9.11c	pyr1	inviable	E	0.0	2.24	3.613	4.387	4.325	4.444	4.439
SPBC17G9.12c	SPBC17G9.12c	viable	V	0.0	-0.133	0.121	0.125	0.137	-0.015	0.078
SPBC17G9.13c	cup1	inviable	E	0.0	0.596	1.088	1.803	2.472	2.402	2.483
SPBC1815.01	eno101	viable	V	0.0	2.758	4.349	4.667	4.654	5.037	4.744
SPBC1826.01c	mot1	inviable	E	0.0	1.606	3.03	3.711	3.78	3.764	3.915
SPBC1861.01c	cnp3	viable	V	0.0	0.377	1.233	1.998	3.246	4.062	4.469
SPBC1861.02	abp2	viable	V	0.0	0.008	0.016	0.443	0.534	0.106	0.369
SPBC1861.03	naa35	viable	V	0.0	0.146	0.183	0.324	0.179	0.476	0.772
SPBC1861.04c	prp24	inviable	E	0.0	1.332	2.904	3.602	3.91	3.958	3.811
SPBC1861.05	SPBC1861.05	condition-dependent	V	0.0	0.117	0.88	3.254	3.954	4.281	4.194
SPBC1861.06c	mug131	viable	V	0.0	-0.052	0.016	-0.348	-0.089	-0.223	-0.199
SPBC1861.07	elc1	viable	V	0.0	0.264	0.372	0.224	0.206	0.224	0.325
SPBC1861.08c	lea1	inviable	E	0.0	1.215	2.005	2.891	3.538	3.617	3.534
SPBC1861.09	ppk22	viable	V	0.0	-0.054	-0.103	0.396	0.168	0.2	0.08
SPBC18A7.01	xpa1	viable	V	0.0	1.172	-0.307	-0.521	-0.256	-0.167	-0.138
SPBC18A7.02c	SPBC18A7.02c	viable	V	0.0	-0.025	0.164	-0.07	-0.253	-0.422	-0.256
SPBC18E5.02c	lcb1	inviable	E	0.0	1.54	3.254	3.93	3.999	4.074	4.132
SPBC18E5.03c	sim4	inviable	E	0.0	-0.049	1.398	3.458	4.367	4.627	4.423
SPBC18E5.05c	elp5	viable	V	0.0	1.031	1.363	2.802	3.43	3.475	3.38
SPBC18E5.07	aim21	viable	V	0.0	0.144	-0.284	0.166	0.164	0.056	0.015
SPBC18E5.09c	SPBC18E5.09c	viable	V	0.0	0.53	0.521	1.884	0.863	1.04	0.562
SPBC18E5.10	SPBC18E5.10	viable	V	0.0	0.612	0.183	1.147	0.255	0.448	0.218
SPBC18E5.11c	edc3	viable	V	0.0	0.211	0.39	0.57	0.598	0.73	0.842
SPBC18E5.12c	mas2	inviable	E	0.0	1.709	3.732	4.091	4.103	4.02	4.267
SPBC18E5.13	mti3	viable	V	0.0	-0.188	-1.053	-0.869	-0.724	-1.09	-0.842
SPBC18E5.14c	SPBC18E5.14c	viable	V	0.0	1.606	1.777	1.71	1.724	1.592	1.715
SPBC18H10.02	lcf1	viable	V	0.0	0.42	0.368	0.995	0.79	0.834	0.706
SPBC18H10.03	tif307	inviable	E	0.0	2.037	3.855	3.855	3.855	3.855	3.855
SPBC18H10.04c	sce3	viable	V	0.0	0.109	0.468	1.467	0.982	1.66	1.219
SPBC18H10.05	SPBC18H10.05	viable	V	0.0	0.114	-0.174	0.065	-0.093	-0.1	-0.015
SPBC18H10.06c	swd2	viable	V	0.0	0.626	0.849	1.432	1.901	1.887	1.903
SPBC18H10.07	wbp4	viable	V	0.0	0.334	0.374	0.684	0.84	0.949	1.411
SPBC18H10.08c	ubp4	viable	V	0.0	0.581	0.419	1.3	0.828	0.97	0.499
SPBC18H10.09	SPBC18H10.09	viable	V	0.0	0.196	-0.174	0.339	0.194	-0.134	0.051
SPBC18H10.10c	saf4	viable	V	0.0	-0.34	-0.492	-0.344	-0.805	-0.647	-1.446
SPBC18H10.11c	ppr2	viable	V	0.0	0.089	0.137	0.482	0.565	1.057	0.913
SPBC18H10.12c	rpl701	inviable	E	0.0	1.903	3.359	4.074	4.074	4.074	4.074
SPBC18H10.13	rps1402	viable	V	0.0	-0.303	0.559	1.072	0.937	0.83	1.146
SPBC18H10.14	rps1601	condition-dependent	E	0.0	2.118	3.181	4.106	4.576	4.106	4.576
SPBC18H10.15	cdk11	viable	V	0.0	0.13	0.617	0.8	1.411	1.162	1.474
SPBC18H10.16	vhc1	viable	V	0.0	0.019	0.059	0.327	0.363	0.214	0.494
SPBC18H10.17c	mhr1	inviable	E	0.0	0.062	0.89	3.093	5.312	4.376	4.448
SPBC18H10.18c	SPBC18H10.18c	viable	V	0.0	0.607	-0.632	-1.024	-0.554	-0.856	-0.888
SPBC18H10.19	vps38	viable	V	0.0	0.113	0.401	0.298	0.438	0.296	0.114
SPBC18H10.20c	any1	viable	V	0.0	1.082	2.219	3.029	3.732	4.666	4.785
SPBC1921.02	rad60	inviable	E	0.0	0.538	2.329	3.586	4.182	4.483	4.514
SPBC1921.03c	mex67	viable	V	0.0	0.745	1.598	2.044	2.122	2.621	2.879
SPBC1921.04c	SPBC1921.04c	viable	V	0.0	0.03	0.216	0.21	0.235	0.257	0.39
SPBC1921.05	ape2	viable	V	0.0	0.213	0.534	0.62	0.777	0.695	0.601
SPBC1921.06c	pvg3	viable	V	0.0	-0.115	-0.174	-0.081	-0.064	0.455	0.625
SPBC1921.07c	sgf29	viable	V	0.0	0.04	0.224	0.471	0.591	0.765	0.933
SPBC19C2.01	cdc28	inviable	E	0.0	1.467	3.139	4.048	4.378	3.892	4.024
SPBC19C2.02	pmt1	viable	V	0.0	-0.139	-0.298	-0.148	-0.169	-0.138	-0.145
SPBC19C2.03	rpc10	inviable	E	0.0	1.843	4.384	4.921	4.858	4.921	4.456
SPBC19C2.04c	ubp11	viable	V	0.0	0.14	0.107	0.376	0.123	0.036	0.46
SPBC19C2.05	pat1	inviable	E	0.0	1.185	1.926	2.546	3.093	3.178	2.848
SPBC19C2.06c	mug124	viable	V	0.0	0.212	0.17	0.002	0.024	0.038	-0.182
SPBC19C2.07	fba1	inviable	E	0.0	2.534	4.232	4.833	4.562	4.673	4.72
SPBC19C2.08	prp38	inviable	E	0.0	1.372	4.861	4.842	4.779	4.842	4.914
SPBC19C2.09	sre1	viable	V	0.0	-0.192	-0.4	-0.301	-0.135	-0.246	-0.235
SPBC19C2.10	SPBC19C2.10	viable	V	0.0	1.224	0.528	1.219	0.907	0.395	0.754
SPBC19C2.11c	mdm34	inviable	E	0.0	0.667	1.731	2.641	2.994	3.279	3.501
SPBC19C2.12	mrpl51	inviable	E	0.0	0.321	1.29	2.777	3.344	3.814	3.396
SPBC19C2.13c	ctu2	viable	V	0.0	0.355	0.457	1.281	1.309	1.845	2.09
SPBC19C2.14	smd3	viable	Not_determined	0.0	2.207	3.39	3.673	3.929	3.805	3.815
SPBC19C2.15c	phs1	inviable	E	0.0	0.463	2.758	4.378	4.277	4.118	4.01
SPBC19C7.01	mni1	viable	V	0.0	0.304	0.316	0.549	0.457	0.456	0.571
SPBC19C7.02	ubr1	viable	V	0.0	0.677	0.994	1.676	2.002	2.132	2.611
SPBC19C7.03	cyr1	viable	V	0.0	0.569	0.975	1.902	2.284	2.846	3.381
SPBC19C7.06	prs1	inviable	E	0.0	2.292	3.501	4.073	4.199	4.006	4.281
SPBC19C7.07c	sen34	inviable	E	0.0	1.675	3.208	4.707	5.263	4.885	4.894
SPBC19C7.08c	ppm2	viable	V	0.0	0.403	0.86	0.531	0.886	0.75	0.739
SPBC19C7.09c	uve1	viable	V	0.0	0.04	0.048	0.427	0.178	0.098	0.196
SPBC19C7.10	bqt4	viable	V	0.0	-0.192	-0.013	1.345	0.592	0.061	0.463
SPBC19C7.11	SPBC19C7.11	viable	V	0.0	0.697	0.154	1.098	1.012	0.605	1.246
SPBC19C7.12c	omh1	viable	V	0.0	0.12	0.316	0.208	-0.065	0.175	0.159
SPBC19F5.01c	puc1	viable	V	0.0	0.668	0.723	1.253	0.48	0.135	0.734
SPBC19F5.02c	utp4	inviable	E	0.0	1.762	3.88	4.694	3.826	3.986	4.142
SPBC19F5.03	sac11	inviable	E	0.0	1.459	3.471	4.447	4.42	4.407	4.453
SPBC19F5.04	hom3	inviable	E	0.0	1.977	2.845	3.691	3.444	4.075	4.093
SPBC19F5.05c	ppp1	inviable	E	0.0	1.873	3.375	3.988	4.506	4.513	4.274
SPBC19F8.01c	spn7	viable	V	0.0	0.185	0.015	0.125	0.551	0.072	-0.153
SPBC19F8.03c	yap18	viable	V	0.0	0.107	0.259	0.544	0.043	0.173	0.211
SPBC19F8.04c	lcl3	viable	V	0.0	0.769	0.815	1.635	1.258	0.628	1.378
SPBC19F8.05	mrps26	inviable	E	0.0	0.524	0.581	2.441	2.846	3.568	2.893
SPBC19F8.06c	meu22	viable	V	0.0	-0.069	-0.491	-0.358	-0.056	0.051	0.178
SPBC19F8.07	mcs6	inviable	E	0.0	0.246	1.932	3.207	4.205	3.579	3.97
SPBC19F8.08	rps401	viable	V	0.0	1.059	1.582	2.573	2.658	3.16	4.016
SPBC19G7.01c	msh2	viable	V	0.0	0.142	0.151	0.511	0.77	0.863	1.296
SPBC19G7.02	abz2	viable	V	0.0	0.224	0.444	0.623	0.589	0.947	1.019
SPBC19G7.03c	rps3002	viable	V	0.0	-0.114	1.548	1.51	1.18	2.12	1.558
SPBC19G7.04	SPBC19G7.04	viable	V	0.0	0.79	0.651	2.024	1.026	1.245	0.752
SPBC19G7.05c	bgs1	inviable	E	0.0	1.031	2.981	3.746	4.517	4.456	4.454
SPBC19G7.06	mbx1	viable	V	0.0	1.782	2.663	2.663	1.663	2.663	2.663
SPBC19G7.07c	ppr3	viable	V	0.0	0.285	0.692	2.014	3.32	4.15	4.36
SPBC19G7.08c	art1	viable	V	0.0	-0.076	0.054	0.06	-0.027	0.377	0.434
SPBC19G7.09	ulp1	viable	V	0.0	0.445	0.874	2.188	3.123	3.795	4.215
SPBC19G7.10c	pdc2	viable	V	0.0	0.395	1.197	1.857	2.483	2.613	2.746
SPBC19G7.13	tbf1	inviable	E	0.0	2.264	1.756	3.495	4.4	3.788	4.4
SPBC19G7.14c	cog5	inviable	E	0.0	0.592	2.321	3.251	3.819	3.753	3.926
SPBC19G7.15	nup44	inviable	E	0.0	1.261	2.42	3.645	4.198	4.911	4.911
SPBC19G7.16	iws1	viable	V	0.0	0.608	1.197	1.852	2.967	3.428	4.053
SPBC19G7.17	ssh1	viable	V	0.0	0.247	0.708	1.053	1.646	2.157	2.771
SPBC19G7.18c	SPBC19G7.18c	viable	V	0.0	0.157	-0.246	-0.061	0.11	-0.061	-0.29
SPBC19G7.19	tom5	unknown	Not_determined	0.0	-0.06	-0.392	-0.202	-0.142	-0.11	-0.121
SPBC1A4.01	apc10	inviable	E	0.0	0.289	1.923	2.748	3.823	3.812	3.649
SPBC1A4.02c	leu1	viable	V	0.0	1.075	2.419	2.021	2.378	1.446	2.439
SPBC1A4.03c	top2	inviable	E	0.0	1.29	2.932	3.869	4.025	4.237	4.187
SPBC1A4.04	SPBC1A4.04	viable	V	0.0	-0.3	-0.883	0.223	-0.422	-0.601	-0.047
SPBC1A4.05	blt1	viable	V	0.0	0.222	1.012	1.332	2.076	1.723	2.021
SPBC1A4.06c	tam41	inviable	E	0.0	0.193	0.417	1.783	2.588	3.173	3.215
SPBC1A4.07c	sof1	inviable	E	0.0	2.47	3.788	4.303	3.939	4.303	4.016
SPBC1A4.08c	cct3	inviable	E	0.0	2.122	3.218	4.116	3.714	3.743	4.132
SPBC1A4.09	pus7	viable	V	0.0	0.225	0.633	1.873	2.439	3.424	3.974
SPBC1A4.10c	med14	inviable	E	0.0	0.353	0.875	1.834	2.639	2.937	3.223
SPBC1A4.11c	SPBC1A4.11c	inviable	E	0.0	0.88	2.844	4.565	5.133	5.133	5.133
SPBC1D7.01	pfd1	viable	V	0.0	-1.17	-0.955	-0.994	-0.886	-0.76	-0.769
SPBC1D7.02c	scr1	viable	Not_determined	0.0	0.658	0.526	1.654	1.187	1.65	1.554
SPBC1D7.03	clg1	viable	V	0.0	1.452	1.134	1.674	0.409	2.642	1.48
SPBC1D7.04	mlo3	viable	V	0.0	-0.078	0.611	1.776	2.848	5.655	5.655
SPBC1D7.05	byr2	viable	V	0.0	0.399	0.093	0.164	0.059	0.304	0.429
SPBC1E8.02	SPBC1E8.02	viable	V	0.0	-0.175	-0.532	-0.267	-0.431	-0.358	-0.23
SPBC1E8.03c	SPBC1E8.03c	viable	V	0.0	0.236	0.355	-0.469	-0.159	-0.308	-0.295
SPBC1E8.04	Tf2-10	unknown	Not_determined	0.0	-1.418	-1.488	-0.66	0.233	-0.879	-1.824
SPBC20F10.01	gar1	inviable	E	0.0	1.357	2.685	3.515	3.427	3.187	3.519
SPBC20F10.02c	SPBC20F10.02c	viable	V	0.0	0.035	-0.261	0.004	-0.084	-0.226	-0.136
SPBC20F10.03	SPBC20F10.03	viable	V	0.0	-0.119	-0.179	-0.121	-0.188	-0.071	-0.099
SPBC20F10.04c	nse4	inviable	E	0.0	0.537	1.656	3.521	3.697	4.306	3.791
SPBC20F10.05	nrl1	viable	V	0.0	0.287	1.314	1.752	1.693	2.061	2.0
SPBC20F10.06	mad2	viable	V	0.0	-0.218	-0.026	0.287	0.183	0.259	-0.056
SPBC20F10.07	ltc1	viable	V	0.0	-0.217	-0.096	0.037	-0.207	-0.156	0.103
SPBC20F10.08c	rtp1	inviable	E	0.0	1.318	2.736	4.048	4.041	4.172	4.733
SPBC20F10.10	psl1	viable	V	0.0	0.122	0.414	0.867	0.72	0.357	0.432
SPBC21.01	mis17	inviable	E	0.0	-0.099	1.08	2.964	4.692	4.096	4.27
SPBC21.02	rtc5	viable	V	0.0	-0.716	-0.252	0.255	-0.16	0.541	0.996
SPBC21.03c	SPBC21.03c	viable	V	0.0	0.621	0.361	1.15	0.645	0.717	1.012
SPBC21.04	med8	inviable	E	0.0	0.773	1.51	3.003	3.318	3.843	4.193
SPBC21.05c	ral2	viable	V	0.0	0.081	-0.196	0.284	0.338	0.26	0.143
SPBC21.06c	cdc7	inviable	E	0.0	0.581	2.362	3.853	4.18	4.24	4.383
SPBC21.07c	ppk24	viable	V	0.0	0.521	1.332	0.501	0.68	1.535	1.124
SPBC211.01	rsm10	inviable	E	0.0	0.32	1.822	4.105	4.551	5.128	5.307
SPBC211.02c	cwf3	inviable	E	0.0	0.996	2.022	3.153	3.111	3.118	3.141
SPBC211.03c	gea1	inviable	E	0.0	2.241	3.413	3.631	3.614	3.708	3.776
SPBC211.04c	mcm6	inviable	E	0.0	1.882	2.701	4.099	3.464	3.819	3.942
SPBC211.06	gfh1	viable	V	0.0	0.361	0.528	0.66	0.619	0.71	0.74
SPBC211.08c	mtr3	inviable	E	0.0	0.937	0.901	1.818	1.818	1.818	1.818
SPBC215.01	SPBC215.01	viable	V	0.0	0.172	0.194	0.483	0.727	0.377	0.442
SPBC215.02	pfd5	viable	V	0.0	-0.03	-0.559	1.519	1.417	2.802	2.875
SPBC215.03c	csn1	viable	V	0.0	0.588	0.946	1.967	2.706	3.163	3.432
SPBC215.04	git11	viable	V	0.0	0.167	0.756	0.414	0.983	0.107	0.95
SPBC215.05	gpd1	viable	V	0.0	0.237	0.678	0.773	0.748	0.514	0.968
SPBC215.06c	SPBC215.06c	viable	V	0.0	0.044	-0.268	-0.005	-0.101	-0.081	0.005
SPBC215.07c	pdp2	viable	V	0.0	1.187	0.903	0.901	0.708	1.18	0.89
SPBC215.08c	arg4	viable	V	0.0	0.024	0.137	0.135	-0.145	0.453	0.215
SPBC215.09c	erg10	inviable	E	0.0	1.88	4.185	5.405	4.868	5.689	5.196
SPBC215.10	odr1	viable	V	0.0	0.879	0.697	1.308	1.464	1.558	1.154
SPBC215.11c	SPBC215.11c	viable	V	0.0	0.608	0.806	0.319	-0.049	0.773	0.367
SPBC215.12	cwf10	inviable	E	0.0	1.93	3.284	3.867	4.087	3.918	3.838
SPBC215.13	mtl3	viable	V	0.0	-0.284	1.497	0.88	1.156	0.88	1.555
SPBC215.14c	vps20	viable	V	0.0	0.046	1.273	0.928	0.34	1.647	0.394
SPBC215.15	sec13	condition-dependent	Not_determined	0.0	1.717	4.591	4.565	6.065	5.129	6.065
SPBC216.01c	psy2	viable	V	0.0	0.429	0.934	1.006	1.161	1.244	1.337
SPBC216.02	num1	viable	V	0.0	0.061	0.158	0.225	0.248	0.23	0.216
SPBC216.04c	mxr2	viable	V	0.0	0.383	0.074	0.324	0.286	0.399	0.471
SPBC216.05	rad3	viable	V	0.0	0.022	0.235	0.545	0.858	1.127	1.346
SPBC216.06c	swi1	viable	V	0.0	0.191	0.61	0.935	1.265	1.471	1.82
SPBC216.07c	tor2	inviable	E	0.0	2.198	3.691	4.04	4.088	4.308	4.241
SPBC21B10.02	SPBC21B10.02	viable	V	0.0	0.122	0.176	0.203	0.261	0.153	0.156
SPBC21B10.03c	ath1	viable	V	0.0	0.168	0.511	0.755	1.34	1.131	1.48
SPBC21B10.05c	wat1	viable	V	0.0	1.045	1.644	1.657	2.476	2.79	3.65
SPBC21B10.06c	inp2	viable	V	0.0	0.038	-0.107	-0.012	-0.24	0.029	-0.119
SPBC21B10.07	crr1	viable	V	0.0	0.369	-0.046	0.845	0.453	0.656	0.451
SPBC21B10.08c	SPBC21B10.08c	viable	V	0.0	0.245	0.612	0.748	0.273	0.495	0.298
SPBC21B10.09	SPBC21B10.09	viable	V	0.0	-0.158	-0.251	0.228	0.047	0.043	-0.056
SPBC21B10.10	rps402	viable	V	0.0	0.819	1.994	1.826	2.281	2.282	2.467
SPBC21B10.11	dpm2	inviable	E	0.0	2.157	3.504	4.861	4.052	5.37	4.901
SPBC21B10.12	rec6	viable	V	0.0	-0.182	-0.118	-0.392	-0.475	-0.259	-0.326
SPBC21B10.13c	yox1	viable	V	0.0	-0.022	0.485	0.458	0.674	0.586	1.111
SPBC21B10.14	kgd4	viable	Not_determined	0.0	-0.655	0.054	0.304	0.552	-0.108	-0.185
SPBC21B10.15	SPBC21B10.15	viable	Not_determined	0.0	0.025	0.144	0.435	0.636	0.827	0.861
SPBC21C3.01c	vps1301	viable	V	0.0	0.16	0.3	0.472	0.343	0.597	0.774
SPBC21C3.02c	dep1	viable	V	0.0	0.61	1.27	2.025	1.724	2.646	3.067
SPBC21C3.03	cqd1	viable	V	0.0	-0.083	-0.133	-0.368	-0.409	-0.42	-0.063
SPBC21C3.04c	mrx14	inviable	E	0.0	-0.087	1.239	2.665	3.853	3.05	3.451
SPBC21C3.05	sap62	inviable	E	0.0	1.624	3.8	4.273	4.054	4.097	4.624
SPBC21C3.06	SPBC21C3.06	viable	V	0.0	0.838	0.009	-0.415	-0.243	-0.088	0.065
SPBC21C3.07c	trm140	viable	V	0.0	0.853	0.899	1.292	0.992	1.263	1.058
SPBC21C3.08c	car2	viable	V	0.0	0.295	0.712	0.793	0.827	1.304	1.345
SPBC21C3.09c	oaa1	viable	V	0.0	0.92	0.476	0.503	0.967	0.499	0.381
SPBC21C3.10c	rib7	inviable	E	0.0	0.198	1.948	4.044	5.054	5.537	5.448
SPBC21C3.11	ubx4	viable	V	0.0	-0.318	-0.31	0.984	-0.383	-0.259	-0.155
SPBC21C3.12c	SPBC21C3.12c	viable	V	0.0	0.407	0.172	0.973	1.192	0.714	1.401
SPBC21C3.13	rps1901	viable	V	0.0	1.641	3.807	4.386	4.226	4.578	4.759
SPBC21C3.14c	SPBC21C3.14c	viable	V	0.0	0.25	0.222	0.314	0.623	0.346	0.459
SPBC21C3.15c	SPBC21C3.15c	viable	V	0.0	-1.163	0.019	-1.217	-0.464	-0.282	-1.001
SPBC21C3.16c	spt4	viable	V	0.0	0.065	1.189	0.759	1.078	1.726	1.262
SPBC21C3.17c	psg1	viable	V	0.0	0.048	-0.174	-0.01	0.038	-0.001	0.241
SPBC21C3.18	spo4	viable	V	0.0	0.17	-0.098	0.175	-0.007	0.057	0.138
SPBC21C3.19	rtc3	viable	V	0.0	-0.478	-0.421	-0.717	-0.845	-0.814	-0.366
SPBC21C3.20c	git1	viable	V	0.0	0.265	0.739	1.405	2.118	2.653	3.004
SPBC21D10.05c	ucp3	inviable	E	0.0	1.906	3.127	4.071	3.745	3.873	4.432
SPBC21D10.06c	map4	viable	Not_determined	0.0	-0.507	0.053	0.17	-0.686	-0.798	-0.719
SPBC21D10.07	cmc2	viable	V	0.0	0.352	0.568	0.788	0.557	0.637	0.652
SPBC21D10.08c	SPBC21D10.08c	viable	V	0.0	0.066	-0.236	0.049	-0.033	-0.027	0.121
SPBC21D10.09c	rkr1	viable	V	0.0	0.544	0.714	1.119	1.081	1.152	1.306
SPBC21D10.10	bdc1	viable	V	0.0	0.177	-0.152	1.059	2.278	0.223	1.487
SPBC21D10.11c	nfs1	viable	V	0.0	2.045	3.544	4.045	4.109	4.383	4.119
SPBC21D10.12	hob1	viable	V	0.0	1.044	1.172	1.373	1.045	1.243	1.775
SPBC21H7.02	taf10	inviable	E	0.0	1.07	2.362	3.506	3.524	3.969	3.983
SPBC21H7.03c	SPBC21H7.03c	viable	V	0.0	-0.122	-0.439	-0.233	-0.226	-0.391	-0.387
SPBC21H7.04	dbp7	viable	V	0.0	1.118	1.75	2.79	3.345	3.633	3.5
SPBC21H7.05	sfc6	inviable	E	0.0	0.515	1.1	2.66	3.767	4.287	4.673
SPBC21H7.06c	opi10	viable	V	0.0	-0.339	-0.559	-0.55	-0.321	-0.494	-0.496
SPBC21H7.07c	his5	viable	V	0.0	-0.007	0.02	0.152	-0.585	0.167	-0.154
SPBC23E6.01c	cxr1	viable	V	0.0	0.541	0.078	0.051	0.324	-0.787	-0.106
SPBC23E6.02	rrp2	viable	V	0.0	0.017	-0.333	-0.205	-0.288	-0.326	-0.207
SPBC23E6.03c	nta1	viable	V	0.0	-0.285	-0.005	0.272	-0.425	-0.273	-0.605
SPBC23E6.04c	utp10	inviable	E	0.0	1.87	3.706	4.279	4.303	4.564	4.608
