Systematic ID	Name	FYPOviability	DeletionLibrary_essentiality	A	um	lam	t10	t50	t90	t_window	t_inflection	y_inflection	auc	R2	RMSE	normalized_RMSE	AIC	BIC
SPAPB1A10.16	dpc13	viable	Not_determined	-0.487	-0.03	0.0	0.987	8.125	19.325	18.338	5.946	-0.179	-5.416	0.599968	0.12	0.2198	-23.734	-23.896
SPAPB1A11.01	mfc1	viable	V	-0.263	0.043	0.0	-0.375	-3.084	-7.336	-6.962	-2.257	-0.097	-0.011	-0.007222	0.154	0.324474	-20.18	-20.342
SPAPB1A11.02	SPAPB1A11.02	viable	V	-0.417	-0.059	0.0	0.431	3.547	8.437	8.007	2.596	-0.153	-6.634	0.813315	0.068	0.128018	-31.535	-31.697
SPAPB1A11.03	SPAPB1A11.03	viable	V	1.618	0.271	-0.0	0.364	3.001	7.138	6.773	2.196	0.595	26.793	0.963197	0.107	0.063811	-25.254	-25.416
SPAPB1A11.04c	mca1	viable	V	4.022	0.393	0.886	1.511	6.031	13.123	11.612	4.651	1.48	53.369	0.991211	0.132	0.032925	-22.339	-22.502
SPAPB1E7.01c	SPAPB1E7.01c	inviable	E	5.163	0.283	4.818	5.932	13.988	26.629	20.697	11.529	1.899	33.102	0.903331	0.458	0.107074	-4.921	-5.083
SPAPB1E7.02c	mcl1	condition-dependent	V	4.073	0.445	3.388	3.947	7.992	14.34	10.393	6.757	1.498	46.514	0.959798	0.315	0.074344	-10.186	-10.348
SPAPB1E7.03	rpc82	inviable	E	4.254	0.713	0.682	1.046	3.682	7.819	6.773	2.878	1.565	67.653	0.980594	0.21	0.047903	-15.855	-16.017
SPAPB1E7.04c	cts2	viable	V	0.58	0.04	0.0	0.891	7.336	17.45	16.559	5.369	0.213	6.866	0.613626	0.156	0.211871	-19.997	-20.16
SPAPB1E7.05	gde1	viable	V	0.103	-0.017	0.0	-0.377	-3.102	-7.378	-7.002	-2.27	0.038	0.004	-0.056043	0.134	0.290933	-22.096	-22.258
SPAPB1E7.06c	eme1	viable	V	4.352	0.354	3.337	4.089	9.525	18.056	13.967	7.866	1.601	42.996	0.994564	0.113	0.027644	-24.511	-24.673
SPAPB1E7.07	glt1	viable	V	0.009	-0.001	0.0	-0.376	-3.092	-7.355	-6.979	-2.263	0.003	0.0	-0.869062	0.225	0.57842	-14.883	-15.045
SPAPB1E7.08c	SPAPB1E7.08c	viable	V	0.784	0.131	-0.0	0.364	3.001	7.138	6.773	2.196	0.288	12.975	0.78233	0.136	0.137984	-21.983	-22.145
SPAPB1E7.09	ogm2	condition-dependent	V	4.428	0.742	1.488	1.852	4.489	8.625	6.773	3.684	1.629	66.897	0.995399	0.11	0.024348	-24.92	-25.082
SPAPB1E7.10	rpc17	inviable	E	3.773	0.48	0.87	1.35	4.819	10.264	8.914	3.76	1.388	55.173	0.996273	0.082	0.021666	-29.029	-29.191
SPAPB1E7.11c	mpa1	viable	V	1.652	0.109	7.918	8.843	15.53	26.023	17.18	13.488	0.608	8.171	0.905981	0.153	0.097798	-20.26	-20.422
SPAPB1E7.12	rps602	viable	V	4.122	0.691	2.072	2.436	5.073	9.209	6.773	4.268	1.517	59.879	0.997295	0.081	0.02003	-29.203	-29.366
SPAPB1E7.14	iec5	unknown	Not_determined	0.425	0.024	0.0	1.078	8.878	21.117	20.039	6.497	0.156	4.449	0.721905	0.062	0.179075	-32.938	-33.1
SPAPB21F2.02	dop1	viable	V	0.678	0.039	0.018	1.086	8.818	20.949	19.863	6.457	0.249	7.135	0.700485	0.142	0.166492	-21.309	-21.471
SPAPB24D3.01	toe3	viable	V	0.067	-0.007	0.0	-0.558	-4.598	-10.936	-10.377	-3.364	0.024	0.004	-0.060803	0.167	0.325567	-19.083	-19.245
SPAPB24D3.02c	SPAPB24D3.02c	viable	V	-0.541	-0.091	7.352	7.716	10.353	14.49	6.773	9.548	-0.199	-5.014	0.554515	0.211	0.217133	-15.808	-15.97
SPAPB24D3.03	agm2	viable	V	0.279	0.04	0.0	0.43	3.537	8.413	7.983	2.588	0.103	4.45	0.055627	0.327	0.299313	-9.656	-9.818
SPAPB24D3.04c	mag1	viable	V	-0.637	-0.107	-0.0	0.364	3.001	7.138	6.773	2.196	-0.234	-10.538	0.55058	0.174	0.197126	-18.445	-18.607
SPAPB24D3.06c	SPAPB24D3.06c	inviable	E	0.4	0.067	0.0	0.364	3.001	7.138	6.773	2.196	0.147	6.614	0.566547	0.119	0.203448	-23.823	-23.985
SPAPB24D3.07c	SPAPB24D3.07c	viable	V	0.36	0.06	2.345	2.709	5.346	9.483	6.773	4.541	0.133	5.135	0.539886	0.15	0.219077	-20.533	-20.695
SPAPB24D3.08c	SPAPB24D3.08c	viable	V	0.492	0.082	8.396	8.76	11.397	15.534	6.773	10.592	0.181	4.049	0.484205	0.235	0.222879	-14.253	-14.415
SPAPB24D3.09c	pdr1	viable	V	0.889	0.042	1.876	3.169	12.525	27.205	24.036	9.669	0.327	6.9	0.944047	0.061	0.085284	-33.161	-33.324
SPAPB24D3.10c	agl1	viable	V	-0.123	-0.021	0.0	0.365	3.001	7.138	6.773	2.196	-0.045	-2.042	0.030165	0.242	0.312731	-13.878	-14.041
SPAPB2B4.01c	gpi12	inviable	E	2.813	0.471	2.723	3.087	5.724	9.861	6.773	4.919	1.035	39.034	0.96771	0.204	0.069529	-16.231	-16.393
SPAPB2B4.02	grx5	condition-dependent	V	3.641	0.255	8.771	9.643	15.954	25.856	16.212	14.027	1.34	16.541	0.989054	0.105	0.037362	-25.56	-25.722
SPAPB2B4.03	cig2	viable	V	0.596	0.062	-0.0	0.584	4.81	11.44	10.856	3.52	0.219	8.63	0.873243	0.072	0.108239	-30.881	-31.044
SPAPB2B4.04c	pmc1	viable	V	0.716	0.031	-0.0	1.408	11.592	27.573	26.165	8.483	0.263	6.127	0.742286	0.088	0.149934	-28.072	-28.234
SPAPB2B4.05	vma5	inviable	E	4.834	0.242	1.099	2.316	11.122	24.941	22.624	8.434	1.778	42.266	0.989249	0.14	0.035598	-21.514	-21.677
SPAPB2B4.06	SPAPB2B4.06	viable	V	0.6	0.065	0.005	0.572	4.671	11.104	10.532	3.42	0.221	8.773	0.526441	0.201	0.232446	-16.458	-16.62
SPAPB2B4.07	SPAPB2B4.07	viable	V	0.721	0.121	3.623	3.988	6.624	10.761	6.773	5.819	0.265	9.359	0.725548	0.217	0.169273	-15.368	-15.53
SPAPB2C8.01	SPAPB2C8.01	viable	V	-0.668	-0.112	2.044	2.409	5.045	9.182	6.773	4.24	-0.246	-9.719	0.422584	0.32	0.273332	-9.949	-10.111
SPAPB8E5.03	mae1	viable	V	0.466	0.071	-0.0	0.403	3.321	7.898	7.495	2.43	0.172	7.549	0.554818	0.14	0.195345	-21.48	-21.643
SPAPB8E5.04c	npc2	viable	V	-0.407	-0.068	-0.0	0.364	3.001	7.138	6.773	2.196	-0.15	-6.732	0.515025	0.123	0.250616	-23.389	-23.551
SPAPB8E5.05	mfm1	viable	V	-0.692	-0.116	1.439	1.803	4.44	8.577	6.773	3.635	-0.255	-10.491	0.644552	0.192	0.17807	-17.094	-17.256
SPAPB8E5.07c	rrp12	inviable	E	4.1	0.65	0.703	1.088	3.876	8.25	7.162	3.025	1.508	64.303	0.997767	0.068	0.016405	-31.622	-31.784
SPAPB8E5.08	SPAPB8E5.08	viable	V	-0.411	0.018	-0.0	-1.408	-11.592	-27.573	-26.165	-8.483	-0.151	-0.065	-0.420452	0.315	0.391339	-10.171	-10.334
SPAPB8E5.09	rvb1	inviable	E	3.785	0.634	1.267	1.632	4.268	8.405	6.773	3.463	1.392	58.008	0.991927	0.123	0.031831	-23.32	-23.483
SPAPB8E5.10	min8	viable	V	0.376	0.063	3.431	3.796	6.432	10.569	6.773	5.627	0.138	4.945	0.565554	0.167	0.218619	-19.018	-19.18
SPAPJ691.02	moh1	viable	V	0.302	0.051	-0.0	0.364	3.001	7.138	6.773	2.196	0.111	4.992	0.700357	0.059	0.178329	-33.702	-33.864
SPAPJ691.03	mic10	viable	V	0.214	0.036	-0.0	0.364	3.001	7.138	6.773	2.196	0.079	3.55	0.475041	0.075	0.235298	-30.341	-30.503
SPAPJ695.01c	SPAPJ695.01c	viable	V	0.579	0.056	3.16	3.792	8.365	15.541	11.748	6.969	0.213	6.38	0.966287	0.043	0.069297	-38.018	-38.181
SPAPJ695.02	SPAPJ695.02	viable	Not_determined	1.816	0.171	3.332	3.979	8.661	16.008	12.029	7.232	0.668	19.466	0.887933	0.237	0.11764	-14.132	-14.295
SPAPJ696.01c	vps17	viable	V	0.137	0.023	-0.0	0.364	3.001	7.138	6.773	2.196	0.05	2.27	-0.019914	0.19	0.380426	-17.235	-17.397
SPAPJ696.02	lsb4	viable	V	-0.409	-0.063	0.0	0.395	3.254	7.739	7.344	2.381	-0.15	-6.645	0.259996	0.219	0.318976	-15.253	-15.415
SPAPJ698.03c	prp12	inviable	E	4.158	0.697	1.082	1.446	4.083	8.22	6.773	3.278	1.53	64.494	0.987012	0.17	0.039502	-18.803	-18.965
SPAPJ760.02c	abp1	viable	V	0.104	-0.008	0.0	-0.762	-6.275	-14.925	-14.163	-4.592	0.038	0.009	-0.222636	0.114	0.343319	-24.362	-24.524
SPAPYUG7.02c	sin1	viable	V	2.617	0.117	0.304	1.671	11.556	27.067	25.396	8.538	0.963	22.364	0.97023	0.12	0.058609	-23.735	-23.897
SPAPYUG7.03c	mid2	viable	V	1.486	0.249	3.016	3.381	6.017	10.154	6.773	5.212	0.546	20.176	0.831586	0.272	0.142988	-12.207	-12.369
SPAPYUG7.04c	rpb9	viable	V	0.516	0.064	0.001	0.49	4.029	9.583	9.093	2.949	0.19	7.923	0.78033	0.09	0.156791	-27.785	-27.947
SPAPYUG7.05	pro3	inviable	E	4.262	0.714	0.67	1.034	3.671	7.808	6.773	2.866	1.568	67.828	0.980732	0.21	0.050787	-15.852	-16.014
SPAPYUG7.06	sdu1	viable	V	0.077	-0.013	0.0	-0.364	-3.001	-7.138	-6.773	-2.196	0.028	0.003	-0.044427	0.235	0.379023	-14.275	-14.437
SPAPYUK71.03c	tcb3	viable	V	0.284	0.017	0.0	1.008	8.301	19.744	18.736	6.075	0.104	3.108	0.403332	0.102	0.275773	-25.916	-26.079
SPBC106.01	mph1	viable	V	1.583	0.099	4.201	5.18	12.259	23.368	18.188	10.098	0.582	12.02	0.984134	0.064	0.046307	-32.577	-32.739
SPBC106.02c	srx1	viable	V	0.123	-0.019	0.0	-0.404	-3.324	-7.905	-7.502	-2.432	0.045	0.006	-0.193238	0.26	0.340717	-12.861	-13.023
SPBC106.03	SPBC106.03	viable	V	1.573	0.264	-0.0	0.364	3.001	7.138	6.773	2.196	0.579	26.044	0.451063	0.465	0.21391	-4.725	-4.888
SPBC106.04	ada1	viable	V	2.495	0.114	0.862	2.198	11.863	27.03	24.833	8.913	0.918	20.698	0.989012	0.069	0.034359	-31.342	-31.505
SPBC106.05c	tim11	viable	V	0.488	0.082	3.244	3.609	6.245	10.382	6.773	5.44	0.18	6.518	0.472504	0.241	0.245061	-13.913	-14.076
SPBC106.06	cct4	inviable	E	3.0	0.503	0.306	0.67	3.307	7.444	6.773	2.502	1.104	48.798	0.98377	0.133	0.041738	-22.259	-22.422
SPBC106.07c	nat2	viable	V	3.778	0.633	0.551	0.916	3.552	7.689	6.773	2.747	1.39	60.567	0.875369	0.501	0.123277	-3.68	-3.842
SPBC106.08c	mug2	viable	V	-1.0	-0.05	0.047	1.275	10.156	24.092	22.817	7.445	-0.368	-9.495	0.396956	0.394	0.337983	-7.025	-7.187
SPBC106.09	cut4	inviable	E	4.246	0.638	2.096	2.502	5.439	10.048	7.546	4.543	1.562	59.906	0.996831	0.09	0.021125	-27.725	-27.888
SPBC106.10	pka1	viable	V	3.15	0.217	0.299	1.187	7.606	17.68	16.494	5.647	1.159	36.536	0.967267	0.187	0.058469	-17.509	-17.672
SPBC106.11c	plg7	viable	V	3.992	0.669	17.09	17.454	20.091	24.227	6.773	19.286	1.469	3.257	0.827666	0.315	0.124303	-10.184	-10.347
SPBC106.12c	tho4	viable	V	0.44	0.038	6.797	7.512	12.689	20.813	13.3	11.109	0.162	3.071	0.240317	0.377	0.277245	-7.665	-7.828
SPBC106.13	gid9	viable	V	0.039	0.005	0.0	0.464	3.818	9.081	8.617	2.794	0.014	0.605	0.025725	0.111	0.312852	-24.767	-24.93
SPBC106.14c	sda1	inviable	E	4.307	0.721	0.628	0.992	3.628	7.765	6.773	2.824	1.584	68.716	0.979175	0.22	0.047657	-15.205	-15.367
SPBC106.15	idi1	inviable	E	3.535	0.592	0.494	0.859	3.495	7.632	6.773	2.69	1.3	56.857	0.986367	0.144	0.038797	-21.088	-21.25
SPBC106.16	pre6	viable	V	4.153	0.413	0.023	0.637	5.077	12.046	11.409	3.722	1.528	58.889	0.973199	0.233	0.052956	-14.409	-14.572
SPBC106.17c	cys2	viable	V	1.416	0.087	0.0	0.989	8.141	19.364	18.375	5.957	0.521	15.714	0.925706	0.124	0.092779	-23.272	-23.434
SPBC106.18	rpl2501	inviable	E	2.67	0.447	0.0	0.364	3.001	7.138	6.773	2.196	0.982	44.206	0.972575	0.152	0.05497	-20.365	-20.527
SPBC106.19	ppr10	viable	V	1.508	0.072	2.196	3.47	12.684	27.143	23.673	9.871	0.555	11.493	0.9948	0.03	0.025423	-43.223	-43.385
SPBC106.20	exo70	condition-dependent	V	2.003	0.094	1.771	3.071	12.473	27.226	24.155	9.602	0.737	15.635	0.986092	0.063	0.040011	-32.674	-32.836
SPBC1105.01	SPBC1105.01	viable	V	0.423	0.018	0.0	1.408	11.592	27.572	26.165	8.483	0.156	3.62	0.928483	0.034	0.0903	-41.471	-41.633
SPBC1105.02c	lys4	viable	V	-0.011	0.001	-0.0	-0.541	-4.453	-10.592	-10.051	-3.259	-0.004	-0.001	-0.005563	0.148	0.299595	-20.748	-20.91
SPBC1105.03c	mrpl16	inviable	E	3.58	0.6	4.542	4.906	7.542	11.679	6.773	6.738	1.317	43.171	0.926261	0.406	0.110534	-6.62	-6.782
SPBC1105.04c	cbp1	viable	V	2.331	0.377	5.06	5.438	8.169	12.455	7.017	7.335	0.858	26.622	0.973504	0.16	0.062449	-19.613	-19.775
SPBC1105.05	exg1	viable	V	-0.439	-0.074	-0.0	0.364	3.001	7.138	6.773	2.196	-0.162	-7.268	0.677669	0.096	0.191579	-26.81	-26.973
SPBC1105.06	pmc4	inviable	E	6.055	0.367	4.624	5.63	12.909	24.33	18.699	10.687	2.228	42.973	0.989356	0.189	0.038546	-17.339	-17.501
SPBC1105.07c	pci2	inviable	E	4.206	0.478	2.701	3.239	7.124	13.221	9.982	5.938	1.547	51.703	0.998373	0.064	0.015643	-32.499	-32.661
SPBC1105.08	emp70	viable	V	0.174	0.01	0.0	1.077	8.871	21.1	20.022	6.491	0.064	1.824	0.348857	0.081	0.31292	-29.178	-29.341
SPBC1105.09	ubc15	viable	V	1.446	0.083	5.56	6.629	14.357	26.484	19.855	11.998	0.532	8.762	0.683984	0.243	0.172292	-13.8	-13.962
SPBC1105.10	rav1	viable	V	1.142	0.158	5.205	5.645	8.83	13.826	8.181	7.858	0.42	12.212	0.925429	0.14	0.093302	-21.484	-21.646
SPBC1105.11c	hht3	viable	V	0.296	0.05	-0.0	0.364	3.001	7.138	6.773	2.196	0.109	4.905	0.286298	0.116	0.251649	-24.127	-24.289
SPBC1105.12	hhf3	viable	V	0.157	0.026	-0.0	0.364	3.001	7.138	6.773	2.196	0.058	2.6	-0.009843	0.179	0.340376	-18.082	-18.244
SPBC1105.13c	SPBC1105.13c	viable	V	0.093	-0.004	0.0	-1.321	-10.878	-25.873	-24.552	-7.96	0.034	0.014	-0.012713	0.288	0.317082	-11.431	-11.594
SPBC1105.14	rsv2	viable	V	0.873	0.146	-0.0	0.364	3.001	7.138	6.773	2.196	0.321	14.455	0.680331	0.198	0.162415	-16.685	-16.848
SPBC1105.15c	htd2	viable	V	4.379	0.535	9.114	9.614	13.231	18.907	9.292	12.127	1.611	28.052	0.989928	0.164	0.041865	-19.337	-19.499
SPBC1105.16c	rpr2	inviable	E	5.165	0.785	2.115	2.516	5.421	9.978	7.462	4.534	1.9	72.988	0.934588	0.513	0.085552	-3.357	-3.519
SPBC1105.17	cnp1	inviable	E	3.732	0.399	3.876	4.446	8.572	15.047	10.601	7.313	1.373	40.472	0.993619	0.114	0.030805	-24.355	-24.518
SPBC1105.19	tam12	unknown	Not_determined	-0.123	-0.021	-0.0	0.364	3.001	7.138	6.773	2.196	-0.045	-2.03	-0.034227	0.156	0.341089	-20.052	-20.214
SPBC115.01c	rrp46	inviable	E	4.92	0.794	1.072	1.451	4.186	8.479	7.028	3.351	1.81	75.714	0.988683	0.188	0.035639	-17.404	-17.566
SPBC115.02c	afg1	viable	V	1.192	0.2	-0.0	0.364	3.001	7.138	6.773	2.196	0.439	19.735	0.300972	0.559	0.299808	-2.146	-2.309
SPBC115.03	SPBC115.03	viable	V	1.15	0.193	-0.0	0.364	3.001	7.138	6.773	2.196	0.423	19.042	0.698714	0.247	0.176901	-13.56	-13.722
SPBC119.01	rpn3	inviable	E	3.096	0.423	0.606	1.053	4.284	9.353	8.301	3.297	1.139	47.035	0.99127	0.102	0.031817	-25.985	-26.147
SPBC119.02	ubc4	inviable	E	4.166	0.508	0.804	1.304	4.923	10.603	9.299	3.818	1.533	60.381	0.993438	0.119	0.029066	-23.744	-23.906
SPBC119.03	cmt1	viable	V	-1.0	-0.05	-0.0	1.219	10.039	23.878	22.659	7.346	-0.368	-9.581	0.586221	0.226	0.23448	-14.848	-15.01
SPBC119.05c	lsb1	viable	V	0.144	0.024	-0.0	0.364	3.001	7.138	6.773	2.196	0.053	2.383	0.00921	0.243	0.315697	-13.819	-13.981
SPBC119.06	sco1	viable	V	1.015	0.17	5.057	5.421	8.057	12.194	6.773	7.253	0.373	11.715	0.770704	0.218	0.1804	-15.296	-15.458
SPBC119.07	vps15	viable	V	2.587	0.154	6.296	7.319	14.723	26.34	19.021	12.462	0.952	14.781	0.988237	0.079	0.038879	-29.612	-29.774
SPBC119.08	pmk1	viable	V	0.693	0.032	0.0	1.339	11.026	26.225	24.886	8.069	0.255	6.172	0.885221	0.07	0.109688	-31.146	-31.308
SPBC119.10	asn1	viable	Not_determined	3.603	0.604	0.444	0.809	3.445	7.582	6.773	2.64	1.325	58.126	0.971421	0.215	0.055117	-15.548	-15.71
SPBC119.11c	pac1	inviable	E	0.815	0.137	-0.0	0.364	3.001	7.138	6.773	2.196	0.3	13.499	0.605337	0.21	0.18976	-15.832	-15.994
SPBC119.12	rud3	viable	V	-0.071	-0.012	-0.0	0.364	3.001	7.138	6.773	2.196	-0.026	-1.174	-0.023368	0.413	0.332018	-6.368	-6.53
SPBC119.13c	prp31	inviable	E	4.419	0.74	0.632	0.997	3.633	7.77	6.773	2.828	1.626	70.483	0.992101	0.138	0.030442	-21.749	-21.912
SPBC119.14	rti1	viable	V	1.0	0.168	2.915	3.28	5.916	10.053	6.773	5.111	0.368	13.688	0.854458	0.172	0.140491	-18.647	-18.809
SPBC119.15	npa3	inviable	E	4.468	0.748	1.31	1.674	4.311	8.448	6.773	3.506	1.644	68.289	0.992109	0.144	0.031023	-21.149	-21.311
SPBC119.16c	den11	viable	V	-0.706	-0.052	0.0	0.822	6.768	16.099	15.277	4.953	-0.26	-8.75	0.747594	0.12	0.144273	-23.73	-23.892
SPBC119.17	cym1	condition-dependent	E	4.179	0.689	2.579	2.95	5.63	9.835	6.885	4.812	1.537	58.345	0.99973	0.027	0.00634	-44.791	-44.953
SPBC119.18	mdm35	inviable	E	3.805	0.637	4.284	4.649	7.285	11.422	6.773	6.48	1.4	46.861	0.965097	0.297	0.078131	-11.02	-11.182
SPBC1198.01	fmd2	viable	V	-0.373	0.016	0.0	-1.399	-11.519	-27.399	-26.0	-8.429	-0.137	-0.059	-1.034992	0.223	0.53478	-15.008	-15.17
SPBC1198.02	dea2	inviable	E	0.77	0.076	1.727	2.346	6.82	13.841	11.496	5.454	0.283	9.638	0.833569	0.126	0.130852	-22.97	-23.133
SPBC1198.03c	SPBC1198.03c	viable	V	0.116	-0.018	-0.0	-0.383	-3.15	-7.492	-7.109	-2.305	0.043	0.005	-0.274666	0.165	0.355756	-19.219	-19.382
SPBC1198.04c	zas1	inviable	E	4.757	0.483	4.4	5.002	9.353	16.18	11.178	8.024	1.75	47.91	0.998156	0.077	0.017136	-29.872	-30.034
SPBC1198.05	guk1	inviable	E	4.396	0.736	0.801	1.166	3.802	7.939	6.773	2.997	1.617	69.389	0.995321	0.106	0.024273	-25.391	-25.554
SPBC1198.06c	dfg501	viable	V	0.882	0.108	0.0	0.499	4.108	9.771	9.272	3.006	0.324	13.463	0.713036	0.193	0.173255	-17.005	-17.168
SPBC1198.07c	dfg502	viable	V	0.609	0.047	4.33	5.124	10.864	19.871	14.748	9.111	0.224	5.277	0.851913	0.097	0.122164	-26.628	-26.79
SPBC1198.08	dug1	viable	V	0.881	0.112	0.235	0.715	4.189	9.64	8.925	3.128	0.324	13.423	0.906484	0.099	0.098474	-26.41	-26.572
SPBC1198.09	pex4	viable	V	1.21	0.203	-0.0	0.364	3.001	7.138	6.773	2.196	0.445	20.034	0.415584	0.45	0.269182	-5.168	-5.331
SPBC1198.10c	slm5	inviable	E	4.115	0.512	3.877	4.368	7.919	13.49	9.122	6.835	1.514	47.529	0.987794	0.178	0.043908	-18.187	-18.35
SPBC1198.11c	reb1	viable	V	0.84	0.036	0.0	1.408	11.592	27.573	26.164	8.483	0.309	7.186	0.843685	0.1	0.143005	-26.222	-26.384
SPBC1198.12	mfr1	viable	V	0.104	-0.012	0.0	-0.511	-4.209	-10.011	-9.5	-3.08	0.038	0.006	-0.372331	0.139	0.404066	-21.667	-21.829
SPBC1198.13c	tfg2	inviable	E	4.842	0.636	2.126	2.591	5.954	11.232	8.642	4.927	1.781	65.496	0.998971	0.058	0.012023	-33.81	-33.973
SPBC1198.14c	fbp1	viable	V	0.098	-0.015	0.0	-0.39	-3.215	-7.647	-7.256	-2.353	0.036	0.004	-0.009819	0.323	0.371222	-9.839	-10.001
SPBC11B10.01	alg2	inviable	E	3.969	0.665	1.046	1.41	4.047	8.184	6.773	3.242	1.46	61.693	0.990906	0.136	0.033887	-21.957	-22.119
SPBC11B10.03	cog8	inviable	E	4.037	0.676	1.867	2.232	4.868	9.005	6.773	4.063	1.485	59.456	0.966955	0.28	0.067579	-11.816	-11.978
SPBC11B10.04c	mrps28	inviable	E	4.033	0.662	4.807	5.179	7.869	12.091	6.912	7.048	1.484	47.288	0.993363	0.136	0.032291	-21.947	-22.109
SPBC11B10.05c	rsp1	viable	V	0.593	0.05	4.585	5.309	10.548	18.77	13.461	8.949	0.218	5.292	0.953573	0.051	0.082106	-35.644	-35.806
SPBC11B10.06	sws1	viable	V	0.458	0.077	-0.0	0.364	3.001	7.138	6.773	2.196	0.168	7.582	-0.007215	0.606	0.307833	-1.002	-1.165
SPBC11B10.07c	ivn1	viable	V	1.192	0.2	-0.0	0.364	3.001	7.138	6.773	2.196	0.439	19.74	0.65001	0.254	0.185248	-13.208	-13.37
SPBC11B10.08	wwm1	viable	V	0.101	-0.012	0.0	-0.528	-4.349	-10.345	-9.817	-3.183	0.037	0.006	-0.03577	0.269	0.317766	-12.358	-12.521
SPBC11B10.09	cdc2	inviable	E	2.116	0.354	-0.0	0.364	3.001	7.138	6.773	2.196	0.778	35.023	0.776995	0.331	0.162951	-9.467	-9.629
SPBC11C11.01	SPBC11C11.01	viable	V	0.932	0.152	0.561	0.935	3.637	7.878	6.943	2.812	0.343	14.85	0.858854	0.133	0.117388	-22.256	-22.418
SPBC11C11.02	imp2	viable	V	5.697	0.368	5.418	6.362	13.195	23.917	17.555	11.109	2.096	38.664	0.989333	0.182	0.037498	-17.82	-17.982
SPBC11C11.03	ndc80	inviable	E	3.963	0.574	2.49	2.912	5.963	10.75	7.838	5.031	1.458	53.763	0.997169	0.081	0.019906	-29.173	-29.335
SPBC11C11.04c	alp1	inviable	E	3.859	0.646	1.267	1.631	4.268	8.405	6.773	3.463	1.42	59.147	0.996516	0.082	0.020947	-28.981	-29.143
SPBC11C11.05	knh1	inviable	E	5.411	0.608	1.634	2.178	6.108	12.275	10.098	4.908	1.991	71.89	0.995672	0.129	0.024096	-22.621	-22.783
SPBC11C11.07	rpl1801	viable	V	4.429	0.336	-0.0	0.805	6.627	15.764	14.959	4.85	1.629	55.48	0.964255	0.271	0.061958	-12.263	-12.425
SPBC11C11.08	srp1	viable	V	0.416	0.07	6.049	6.413	9.05	13.187	6.773	8.245	0.153	4.388	0.770312	0.125	0.169897	-23.107	-23.27
SPBC11C11.09c	rpl502	viable	V	3.057	0.237	0.109	0.896	6.593	15.532	14.636	4.854	1.125	38.439	0.963218	0.196	0.064164	-16.781	-16.944
SPBC11C11.10	pus4	viable	V	0.685	0.035	0.0	1.197	9.859	23.45	22.253	7.215	0.252	6.657	0.769146	0.095	0.15652	-27.023	-27.185
SPBC11C11.11c	irc3	viable	V	0.388	0.065	2.104	2.468	5.105	9.242	6.773	4.3	0.143	5.618	0.778287	0.086	0.180029	-28.31	-28.472
SPBC11G11.01	fis1	viable	V	-0.161	-0.018	0.0	0.543	4.465	10.62	10.078	3.268	-0.059	-2.393	0.615966	0.054	0.221276	-34.751	-34.913
SPBC11G11.02c	end3	viable	V	0.391	0.057	1.058	1.476	4.498	9.242	7.766	3.576	0.144	5.881	0.559835	0.135	0.26811	-22.077	-22.239
SPBC11G11.03	mrt4	viable	V	1.705	0.286	15.097	15.462	18.098	22.235	6.773	17.293	0.627	3.545	0.546443	0.434	0.203195	-5.685	-5.847
SPBC11G11.04	trs20	inviable	E	3.94	0.615	2.433	2.825	5.656	10.098	7.274	4.792	1.449	54.806	0.998087	0.066	0.016353	-32.036	-32.198
SPBC11G11.05	rpa34	viable	V	3.639	0.165	0.949	2.299	12.064	27.387	25.088	9.083	1.339	29.704	0.764044	0.513	0.140861	-3.333	-3.495
SPBC11G11.06c	sme1	inviable	E	4.702	0.788	0.101	0.465	3.101	7.238	6.773	2.296	1.73	77.405	0.896669	0.55	0.095865	-2.375	-2.537
SPBC11G11.07	mtr10	inviable	E	4.312	0.315	1.439	2.275	8.327	17.824	15.549	6.48	1.586	47.318	0.992546	0.124	0.030737	-23.229	-23.391
SPBC1215.01	shy1	viable	V	0.715	0.053	4.232	5.058	11.034	20.412	15.354	9.21	0.263	6.091	0.884305	0.096	0.120264	-26.812	-26.974
SPBC1215.02c	naa25	condition-dependent	E	4.168	0.389	5.862	6.516	11.251	18.681	12.165	9.806	1.533	34.446	0.994145	0.116	0.030793	-24.192	-24.354
SPBC1271.01c	pof13	viable	V	0.93	0.156	3.269	3.634	6.27	10.407	6.773	5.465	0.342	12.395	0.520412	0.413	0.229185	-6.388	-6.551
SPBC1271.02	stt3	inviable	E	4.303	0.721	1.387	1.751	4.387	8.524	6.773	3.583	1.583	65.435	0.998832	0.053	0.012258	-35.053	-35.215
SPBC1271.03c	SPBC1271.03c	viable	V	0.946	0.13	0.855	1.297	4.5	9.525	8.228	3.522	0.348	14.175	0.828273	0.155	0.124907	-20.134	-20.296
SPBC1271.04c	dys1	inviable	E	3.893	0.506	0.945	1.414	4.812	10.144	8.73	3.775	1.432	57.021	0.979439	0.2	0.051821	-16.512	-16.674
SPBC1271.05c	SPBC1271.05c	viable	V	0.485	0.081	-0.0	0.364	3.001	7.138	6.773	2.196	0.178	8.025	0.610775	0.114	0.178704	-24.444	-24.606
SPBC1271.06c	mug96	viable	V	0.838	0.053	7.153	8.124	15.149	26.173	18.048	13.004	0.308	4.448	0.36087	0.334	0.248296	-9.354	-9.517
