Systematic ID	Name	FYPOviability	DeletionLibrary_essentiality	YES0	YES1	YES2	YES3	YES4	YES5	YES6
SPBC1773.10c	nrs1	inviable	E	0.165	2.184	3.42	3.794	3.879	3.899	3.903
SPBC1773.11c	mug89	inviable	E	0.144	2.033	3.428	3.926	4.055	4.091	4.098
SPBC1773.12	SPBC1773.12	viable	V	0.042	0.183	0.408	0.7	0.977	1.236	1.405
SPBC1773.13	SPBC1773.13	viable	V	0.001	0.187	0.464	0.573	0.599	0.606	0.607
SPBC1773.14	arg7	viable	V	0.044	0.115	0.201	0.298	0.384	0.463	0.515
SPBC1773.15	dal52	viable	V	-0.025	-0.214	-0.33	-0.37	-0.381	-0.384	-0.385
SPBC1773.16c	SPBC1773.16c	viable	V	0.0	0.007	0.1	0.186	0.212	0.219	0.22
SPBC1773.17c	gor2	viable	V	0.117	0.898	1.448	1.675	1.745	1.768	1.774
SPBC1778.01c	zuo1	viable	V	0.041	0.824	1.841	2.43	2.654	2.74	2.764
SPBC1778.02	rap1	viable	V	0.034	0.595	0.978	1.098	1.125	1.132	1.133
SPBC1778.03c	SPBC1778.03c	viable	V	0.043	0.392	0.575	0.629	0.641	0.644	0.645
SPBC1778.04	spo6	viable	V	0.006	0.053	0.162	0.333	0.511	0.681	0.79
SPBC1778.05c	lam2	viable	V	0.053	1.768	3.767	4.665	4.932	5.013	5.032
SPBC1778.06c	fim1	condition-dependent	V	0.012	0.073	0.191	0.358	0.524	0.68	0.781
SPBC1778.07	SPBC1778.07	viable	V	0.001	0.132	0.333	0.412	0.431	0.436	0.437
SPBC1778.08c	arc3	inviable	E	0.022	1.625	3.416	4.058	4.208	4.245	4.252
SPBC1778.09	SPBC1778.09	viable	V	0.136	0.433	0.787	1.15	1.437	1.666	1.798
SPBC1778.10c	pdk1	viable	V	0.0	0.02	0.134	0.421	0.79	1.171	1.417
SPBC17A3.01c	tim50	inviable	E	0.004	1.301	3.542	4.467	4.692	4.748	4.758
SPBC17A3.02	aim19	viable	V	0.006	0.0	0.0	0.0	0.0	0.0	0.0
SPBC17A3.03c	siw14	viable	V	0.001	0.191	0.517	0.651	0.684	0.692	0.693
SPBC17A3.04c	rar1	inviable	E	0.136	2.397	3.941	4.422	4.532	4.558	4.563
SPBC17A3.05c	SPBC17A3.05c	viable	V	0.051	0.732	2.029	3.304	4.097	4.563	4.757
SPBC17A3.06	SPBC17A3.06	viable	V	0.086	0.419	0.935	1.541	2.051	2.473	2.716
SPBC17A3.07	pgr1	condition-dependent	E	0.001	0.642	2.591	3.822	4.221	4.343	4.371
SPBC17A3.08	SPBC17A3.08	viable	V	-0.01	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC17A3.09c	aim22	viable	V	0.0	0.001	0.088	0.741	1.948	3.206	3.908
SPBC17A3.10	pas4	viable	V	0.024	0.225	0.33	0.361	0.368	0.369	0.37
SPBC17D1.01	spp41	inviable	E	0.176	1.033	2.101	2.995	3.527	3.841	3.976
SPBC17D1.02	dph2	viable	V	0.183	0.48	0.838	1.239	1.597	1.927	2.144
SPBC17D1.03c	rrp43	inviable	E	0.104	1.23	2.576	3.416	3.772	3.924	3.972
SPBC17D1.05	rhs1	viable	V	0.049	0.159	0.29	0.422	0.525	0.606	0.651
SPBC17D1.06	dbp3	viable	V	0.046	0.154	0.305	0.487	0.654	0.809	0.911
SPBC17D1.07c	npg1	viable	V	0.025	0.104	0.193	0.269	0.317	0.348	0.363
SPBC17D11.01	nep1	viable	V	0.017	0.474	0.848	0.97	0.998	1.005	1.006
SPBC17D11.02c	hrd1	viable	V	0.003	0.0	0.0	0.0	0.0	0.0	0.0
SPBC17D11.03c	pxp2	viable	V	0.025	0.173	0.292	0.351	0.372	0.38	0.382
SPBC17D11.04c	nto1	viable	V	0.064	0.327	0.595	0.785	0.885	0.937	0.957
SPBC17D11.05	tif301	inviable	E	0.213	2.155	3.22	3.534	3.605	3.622	3.625
SPBC17D11.06	spp2	inviable	E	0.15	1.881	3.135	3.591	3.712	3.746	3.753
SPBC17D11.07c	rpn2	inviable	E	0.196	1.806	2.654	2.902	2.957	2.971	2.973
SPBC17D11.08	dca7	viable	V	-0.019	-0.271	-0.579	-0.764	-0.838	-0.868	-0.877
SPBC17F3.01c	rga5	viable	V	0.017	0.154	0.226	0.247	0.252	0.253	0.253
SPBC17F3.02	nak1	inviable	E	0.045	1.346	2.976	3.786	4.048	4.134	4.156
SPBC17G9.02c	cdc73	viable	V	0.038	0.422	1.224	2.194	2.947	3.492	3.765
SPBC17G9.03c	krs1	inviable	E	0.058	1.997	3.685	4.248	4.377	4.409	4.415
SPBC17G9.04c	nup85	inviable	E	0.066	1.221	2.854	3.912	4.358	4.544	4.601
SPBC17G9.05	rct1	inviable	V	0.025	0.303	0.923	1.711	2.345	2.818	3.059
SPBC17G9.06c	sib3	viable	Not_determined	0.011	0.034	0.063	0.097	0.127	0.156	0.174
SPBC17G9.08c	cnt5	viable	V	0.054	0.408	0.768	0.986	1.081	1.123	1.136
SPBC17G9.09	tif213	viable	V	0.006	0.694	1.58	1.911	1.99	2.01	2.013
SPBC17G9.10	rpl1102	viable	V	0.082	1.736	3.318	3.974	4.161	4.217	4.229
SPBC17G9.11c	pyr1	inviable	E	0.112	2.174	3.739	4.265	4.392	4.425	4.431
SPBC17G9.12c	SPBC17G9.12c	viable	V	-0.005	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC17G9.13c	cup1	inviable	E	0.049	0.499	1.214	1.857	2.24	2.46	2.551
SPBC1815.01	eno101	viable	V	0.204	2.709	4.245	4.711	4.816	4.841	4.846
SPBC1826.01c	mot1	inviable	E	0.056	1.589	3.072	3.647	3.8	3.842	3.851
SPBC1861.01c	cnp3	viable	V	0.046	0.39	1.131	2.177	3.155	4.01	4.517
SPBC1861.02	abp2	viable	V	0.0	0.007	0.146	0.298	0.347	0.36	0.362
SPBC1861.03	naa35	viable	V	0.034	0.106	0.202	0.314	0.416	0.511	0.573
SPBC1861.04c	prp24	inviable	E	0.034	1.329	2.912	3.626	3.836	3.9	3.914
SPBC1861.05	SPBC1861.05	condition-dependent	V	0.0	0.006	0.974	3.119	3.991	4.235	4.282
SPBC1861.06c	mug131	viable	V	0.001	0.0	0.0	0.0	0.0	0.0	0.0
SPBC1861.07	elc1	viable	V	0.019	0.174	0.256	0.28	0.285	0.286	0.286
SPBC1861.08c	lea1	inviable	E	0.149	1.062	2.146	2.945	3.359	3.573	3.654
SPBC1861.09	ppk22	viable	V	0.012	0.052	0.095	0.132	0.155	0.169	0.175
SPBC18A7.01	xpa1	viable	V	0.213	0.048	0.007	0.0	0.0	0.0	0.0
SPBC18A7.02c	SPBC18A7.02c	viable	V	0.003	0.001	0.0	0.0	0.0	0.0	0.0
SPBC18E5.02c	lcb1	inviable	E	0.023	1.542	3.261	3.895	4.049	4.088	4.095
SPBC18E5.03c	sim4	inviable	E	0.0	0.026	1.378	3.514	4.3	4.517	4.558
SPBC18E5.05c	elp5	viable	V	0.079	0.758	1.78	2.663	3.173	3.459	3.575
SPBC18E5.07	aim21	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC18E5.09c	SPBC18E5.09c	viable	V	0.019	0.491	0.865	0.987	1.015	1.022	1.023
SPBC18E5.10	SPBC18E5.10	viable	V	0.033	0.306	0.45	0.492	0.501	0.503	0.504
SPBC18E5.11c	edc3	viable	V	0.065	0.194	0.35	0.515	0.65	0.763	0.831
SPBC18E5.12c	mas2	inviable	E	0.043	1.82	3.48	4.044	4.175	4.207	4.213
SPBC18E5.13	mti3	viable	V	-0.004	-0.347	-0.75	-0.897	-0.932	-0.94	-0.942
SPBC18E5.14c	SPBC18E5.14c	viable	V	0.119	1.1	1.616	1.767	1.801	1.809	1.81
SPBC18H10.02	lcf1	viable	V	0.054	0.342	0.593	0.731	0.787	0.811	0.818
SPBC18H10.03	tif307	inviable	E	0.138	2.142	3.447	3.848	3.939	3.961	3.965
SPBC18H10.04c	sce3	viable	V	0.0	0.035	0.598	1.154	1.327	1.372	1.381
SPBC18H10.05	SPBC18H10.05	viable	V	0.006	0.001	0.0	0.0	0.0	0.0	0.0
SPBC18H10.06c	swd2	viable	V	0.09	0.496	1.008	1.453	1.729	1.899	1.975
SPBC18H10.07	wbp4	viable	V	0.076	0.233	0.438	0.678	0.897	1.099	1.231
SPBC18H10.08c	ubp4	viable	V	0.055	0.498	0.742	0.818	0.835	0.84	0.841
SPBC18H10.09	SPBC18H10.09	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC18H10.10c	saf4	viable	V	-0.066	-0.234	-0.432	-0.621	-0.759	-0.859	-0.912
SPBC18H10.11c	ppr2	viable	V	0.005	0.062	0.214	0.449	0.677	0.877	0.995
SPBC18H10.12c	rpl701	inviable	E	0.058	1.878	3.436	3.954	4.073	4.103	4.108
SPBC18H10.13	rps1402	viable	V	0.0	0.043	0.505	0.892	1.006	1.036	1.041
SPBC18H10.14	rps1601	condition-dependent	E	0.206	1.933	3.403	4.094	4.327	4.409	4.431
SPBC18H10.15	cdk11	viable	V	0.01	0.184	0.557	0.945	1.194	1.343	1.405
SPBC18H10.16	vhc1	viable	V	0.034	0.09	0.158	0.234	0.301	0.362	0.402
SPBC18H10.17c	mhr1	inviable	E	0.0	0.003	0.897	3.338	4.41	4.715	4.774
SPBC18H10.18c	SPBC18H10.18c	viable	V	-0.0	-0.044	-0.443	-0.758	-0.849	-0.873	-0.877
SPBC18H10.19	vps38	viable	V	0.02	0.182	0.267	0.292	0.298	0.299	0.299
SPBC18H10.20c	any1	viable	V	0.236	1.022	2.063	3.121	3.911	4.497	4.806
SPBC1921.02	rad60	inviable	E	0.004	0.584	2.272	3.63	4.213	4.444	4.51
SPBC1921.03c	mex67	viable	V	0.162	0.754	1.442	2.028	2.393	2.62	2.724
SPBC1921.04c	SPBC1921.04c	viable	V	0.026	0.081	0.147	0.215	0.269	0.312	0.337
SPBC1921.05	ape2	viable	V	0.014	0.258	0.515	0.636	0.675	0.688	0.691
SPBC1921.06c	pvg3	viable	V	0.0	0.0	0.0	0.0	0.043	0.421	0.64
SPBC1921.07c	sgf29	viable	V	0.023	0.107	0.248	0.437	0.617	0.787	0.897
SPBC19C2.01	cdc28	inviable	E	0.014	1.44	3.245	3.921	4.083	4.123	4.13
SPBC19C2.02	pmt1	viable	V	-0.013	-0.003	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC19C2.03	rpc10	inviable	E	0.04	2.033	4.015	4.701	4.861	4.9	4.907
SPBC19C2.04c	ubp11	viable	V	0.016	0.107	0.182	0.221	0.236	0.242	0.244
SPBC19C2.05	pat1	inviable	E	0.136	1.062	2.034	2.639	2.905	3.024	3.064
SPBC19C2.06c	mug124	viable	V	0.002	0.019	0.028	0.031	0.031	0.031	0.031
SPBC19C2.07	fba1	inviable	E	0.155	2.541	4.127	4.618	4.729	4.756	4.761
SPBC19C2.08	prp38	inviable	E	0.019	1.806	3.999	4.807	4.998	5.045	5.054
SPBC19C2.09	sre1	viable	V	-0.06	-0.013	-0.002	-0.0	-0.0	-0.0	-0.0
SPBC19C2.10	SPBC19C2.10	viable	V	0.058	0.53	0.778	0.851	0.867	0.871	0.872
SPBC19C2.11c	mdm34	inviable	E	0.052	0.685	1.718	2.593	3.073	3.326	3.423
SPBC19C2.12	mrpl51	inviable	E	0.0	0.18	1.395	2.728	3.338	3.575	3.64
SPBC19C2.13c	ctu2	viable	V	0.068	0.287	0.628	1.06	1.461	1.829	2.065
SPBC19C2.14	smd3	viable	Not_determined	0.16	2.149	3.372	3.742	3.826	3.846	3.85
SPBC19C2.15c	phs1	inviable	E	0.0	0.613	2.761	3.913	4.213	4.289	4.303
SPBC19C7.01	mni1	viable	V	0.034	0.242	0.402	0.474	0.499	0.508	0.51
SPBC19C7.02	ubr1	viable	V	0.155	0.565	1.076	1.598	1.999	2.309	2.48
SPBC19C7.03	cyr1	viable	V	0.129	0.504	1.062	1.746	2.37	2.937	3.297
SPBC19C7.06	prs1	inviable	E	0.134	2.217	3.608	4.039	4.137	4.161	4.165
SPBC19C7.07c	sen34	inviable	E	0.067	1.557	3.476	4.53	4.91	5.047	5.084
SPBC19C7.08c	ppm2	viable	V	0.044	0.454	0.68	0.746	0.761	0.765	0.765
SPBC19C7.09c	uve1	viable	V	0.014	0.073	0.131	0.171	0.191	0.201	0.205
SPBC19C7.10	bqt4	viable	V	0.0	0.021	0.272	0.49	0.555	0.572	0.575
SPBC19C7.11	SPBC19C7.11	viable	V	0.069	0.327	0.601	0.81	0.928	0.994	1.022
SPBC19C7.12c	omh1	viable	V	0.011	0.098	0.145	0.158	0.161	0.162	0.162
SPBC19F5.01c	puc1	viable	V	0.047	0.43	0.632	0.691	0.704	0.708	0.708
SPBC19F5.02c	utp4	inviable	E	0.059	1.942	3.559	4.094	4.218	4.248	4.254
SPBC19F5.03	sac11	inviable	E	0.01	1.476	3.491	4.261	4.445	4.491	4.499
SPBC19F5.04	hom3	inviable	E	0.24	1.769	3.01	3.61	3.822	3.901	3.923
SPBC19F5.05c	ppp1	inviable	E	0.12	1.816	3.405	4.115	4.336	4.407	4.425
SPBC19F8.01c	spn7	viable	V	0.009	0.084	0.123	0.135	0.137	0.138	0.138
SPBC19F8.03c	yap18	viable	V	0.016	0.149	0.219	0.24	0.244	0.245	0.246
SPBC19F8.04c	lcl3	viable	V	0.07	0.706	1.054	1.157	1.18	1.185	1.186
SPBC19F8.05	mrps26	inviable	E	0.0	0.003	0.68	2.307	2.989	3.181	3.218
SPBC19F8.06c	meu22	viable	V	-0.009	-0.078	-0.115	-0.126	-0.128	-0.129	-0.129
SPBC19F8.07	mcs6	inviable	E	0.0	0.22	1.935	3.339	3.784	3.909	3.935
SPBC19F8.08	rps401	viable	V	0.29	0.876	1.581	2.323	2.928	3.432	3.731
SPBC19G7.01c	msh2	viable	V	0.009	0.076	0.237	0.492	0.756	1.01	1.173
SPBC19G7.02	abz2	viable	V	0.085	0.223	0.389	0.575	0.741	0.894	0.995
SPBC19G7.03c	rps3002	viable	V	0.0	0.269	1.116	1.551	1.664	1.692	1.697
SPBC19G7.04	SPBC19G7.04	viable	V	0.067	0.702	1.054	1.158	1.182	1.188	1.189
SPBC19G7.05c	bgs1	inviable	E	0.019	1.068	2.883	3.951	4.331	4.464	4.499
SPBC19G7.06	mbx1	viable	V	0.168	1.549	2.277	2.49	2.537	2.549	2.551
SPBC19G7.07c	ppr3	viable	V	0.0	0.081	0.736	2.079	3.264	4.076	4.436
SPBC19G7.08c	art1	viable	V	0.0	0.0	0.0	0.0	0.062	0.333	0.454
SPBC19G7.09	ulp1	viable	V	0.017	0.291	1.043	2.131	3.08	3.824	4.217
SPBC19G7.10c	pdc2	viable	V	0.023	0.407	1.177	1.93	2.387	2.647	2.753
SPBC19G7.13	tbf1	inviable	E	0.292	1.385	2.544	3.424	3.913	4.19	4.305
SPBC19G7.14c	cog5	inviable	E	0.002	0.623	2.271	3.344	3.719	3.845	3.875
SPBC19G7.15	nup44	inviable	E	0.181	1.155	2.461	3.615	4.329	4.765	4.957
SPBC19G7.16	iws1	viable	V	0.123	0.528	1.173	2.006	2.796	3.535	4.014
SPBC19G7.17	ssh1	viable	V	0.03	0.21	0.589	1.152	1.722	2.264	2.614
SPBC19G7.18c	SPBC19G7.18c	viable	V	0.025	0.006	0.001	0.0	0.0	0.0	0.0
SPBC19G7.19	tom5	unknown	Not_determined	-0.008	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC1A4.01	apc10	inviable	E	0.001	0.365	1.791	3.026	3.548	3.747	3.802
SPBC1A4.02c	leu1	viable	V	0.092	1.221	1.911	2.12	2.167	2.179	2.181
SPBC1A4.03c	top2	inviable	E	0.036	1.284	2.957	3.812	4.092	4.185	4.208
SPBC1A4.04	SPBC1A4.04	viable	V	-0.024	-0.216	-0.318	-0.348	-0.354	-0.356	-0.356
SPBC1A4.05	blt1	viable	V	0.004	0.267	0.939	1.518	1.798	1.924	1.964
SPBC1A4.06c	tam41	inviable	E	0.0	0.012	0.472	1.734	2.652	3.104	3.247
SPBC1A4.07c	sof1	inviable	E	0.209	2.42	3.703	4.086	4.173	4.194	4.197
SPBC1A4.08c	cct3	inviable	E	0.113	2.051	3.392	3.811	3.906	3.93	3.934
SPBC1A4.09	pus7	viable	V	0.017	0.216	0.766	1.664	2.582	3.426	3.942
SPBC1A4.10c	med14	inviable	E	0.013	0.272	0.962	1.852	2.532	2.999	3.219
SPBC1A4.11c	SPBC1A4.11c	inviable	E	0.003	0.803	2.979	4.46	4.999	5.186	5.233
SPBC1D7.01	pfd1	viable	V	-0.064	-0.587	-0.863	-0.944	-0.962	-0.966	-0.967
SPBC1D7.02c	scr1	viable	Not_determined	0.099	0.476	0.897	1.234	1.431	1.548	1.598
SPBC1D7.03	clg1	viable	V	0.106	0.975	1.433	1.567	1.597	1.604	1.605
SPBC1D7.04	mlo3	viable	V	0.0	0.038	0.438	1.685	3.352	4.992	5.964
SPBC1D7.05	byr2	viable	V	0.016	0.152	0.223	0.244	0.249	0.25	0.25
SPBC1E8.02	SPBC1E8.02	viable	V	-0.024	-0.222	-0.326	-0.356	-0.363	-0.365	-0.365
SPBC1E8.03c	SPBC1E8.03c	viable	V	0.034	0.007	0.001	0.0	0.0	0.0	0.0
SPBC1E8.04	Tf2-10	unknown	Not_determined	-0.066	-0.607	-0.892	-0.976	-0.994	-0.999	-1.0
SPBC20F10.01	gar1	inviable	E	0.02	1.344	2.778	3.287	3.406	3.435	3.441
SPBC20F10.02c	SPBC20F10.02c	viable	V	0.009	0.0	0.0	0.0	0.0	0.0	0.0
SPBC20F10.03	SPBC20F10.03	viable	V	-0.009	-0.084	-0.123	-0.135	-0.137	-0.138	-0.138
SPBC20F10.04c	nse4	inviable	E	0.0	0.342	1.896	3.261	3.817	4.02	4.073
SPBC20F10.05	nrl1	viable	V	0.0	0.33	1.262	1.76	1.898	1.936	1.943
SPBC20F10.06	mad2	viable	V	-0.005	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC20F10.07	ltc1	viable	V	0.008	0.0	0.0	0.0	0.0	0.0	0.0
SPBC20F10.08c	rtp1	inviable	E	0.084	1.277	2.834	3.82	4.234	4.407	4.461
SPBC20F10.10	psl1	viable	V	0.001	0.182	0.45	0.555	0.581	0.587	0.588
SPBC21.01	mis17	inviable	E	0.0	0.007	1.016	3.215	4.103	4.351	4.398
SPBC21.02	rtc5	viable	V	0.0	0.0	0.0	0.0	0.016	0.526	1.001
SPBC21.03c	SPBC21.03c	viable	V	0.056	0.437	0.698	0.802	0.833	0.843	0.845
SPBC21.04	med8	inviable	E	0.074	0.678	1.705	2.749	3.454	3.91	4.118
SPBC21.05c	ral2	viable	V	0.018	0.059	0.109	0.158	0.196	0.225	0.241
SPBC21.06c	cdc7	inviable	E	0.001	0.541	2.442	3.743	4.183	4.322	4.354
SPBC21.07c	ppk24	viable	V	0.054	0.608	0.927	1.021	1.043	1.048	1.049
SPBC211.01	rsm10	inviable	E	0.0	0.231	1.942	3.884	4.779	5.127	5.222
SPBC211.02c	cwf3	inviable	E	0.024	0.934	2.213	2.885	3.109	3.185	3.204
SPBC211.03c	gea1	inviable	E	0.198	2.182	3.31	3.645	3.72	3.739	3.742
SPBC211.04c	mcm6	inviable	E	0.151	1.725	3.041	3.609	3.786	3.843	3.857
SPBC211.06	gfh1	viable	V	0.046	0.339	0.556	0.651	0.682	0.693	0.696
SPBC211.08c	mtr3	inviable	E	0.125	0.698	1.249	1.602	1.766	1.845	1.873
SPBC215.01	SPBC215.01	viable	V	0.034	0.179	0.325	0.425	0.475	0.501	0.511
SPBC215.02	pfd5	viable	V	0.0	0.001	0.127	0.94	1.938	2.606	2.861
SPBC215.03c	csn1	viable	V	0.061	0.437	1.119	1.945	2.629	3.167	3.461
SPBC215.04	git11	viable	V	0.006	0.273	0.538	0.63	0.651	0.656	0.657
SPBC215.05	gpd1	viable	V	0.004	0.293	0.617	0.733	0.761	0.767	0.769
SPBC215.06c	SPBC215.06c	viable	V	-0.005	-0.044	-0.065	-0.071	-0.072	-0.073	-0.073
SPBC215.07c	pdp2	viable	V	0.067	0.616	0.905	0.989	1.008	1.013	1.014
SPBC215.08c	arg4	viable	V	0.019	0.05	0.088	0.129	0.167	0.201	0.224
SPBC215.09c	erg10	inviable	E	0.018	1.889	4.228	5.096	5.301	5.352	5.361
SPBC215.10	odr1	viable	V	0.092	0.599	1.026	1.251	1.338	1.372	1.383
SPBC215.11c	SPBC215.11c	viable	V	0.032	0.296	0.435	0.476	0.485	0.487	0.487
SPBC215.12	cwf10	inviable	E	0.072	1.901	3.351	3.821	3.929	3.955	3.96
SPBC215.13	mtl3	viable	V	0.0	0.223	0.841	1.144	1.221	1.24	1.243
SPBC215.14c	vps20	viable	V	0.003	0.331	0.731	0.879	0.914	0.922	0.924
SPBC215.15	sec13	condition-dependent	Not_determined	0.019	1.809	4.262	5.281	5.548	5.619	5.633
SPBC216.01c	psy2	viable	V	0.068	0.454	0.844	1.089	1.2	1.251	1.269
SPBC216.02	num1	viable	V	0.016	0.089	0.16	0.204	0.225	0.235	0.238
SPBC216.04c	mxr2	viable	V	0.023	0.21	0.309	0.338	0.344	0.346	0.346
SPBC216.05	rad3	viable	V	0.005	0.069	0.249	0.547	0.857	1.146	1.325
SPBC216.06c	swi1	viable	V	0.059	0.255	0.557	0.928	1.264	1.562	1.748
SPBC216.07c	tor2	inviable	E	0.116	2.184	3.636	4.091	4.195	4.22	4.225
SPBC21B10.02	SPBC21B10.02	viable	V	0.013	0.118	0.174	0.19	0.194	0.195	0.195
SPBC21B10.03c	ath1	viable	V	0.02	0.188	0.504	0.863	1.13	1.316	1.408
SPBC21B10.05c	wat1	viable	V	0.288	0.757	1.322	1.955	2.521	3.041	3.384
SPBC21B10.06c	inp2	viable	V	0.007	0.0	0.0	0.0	0.0	0.0	0.0
SPBC21B10.07	crr1	viable	V	0.042	0.188	0.346	0.472	0.546	0.59	0.608
SPBC21B10.08c	SPBC21B10.08c	viable	V	0.032	0.298	0.438	0.479	0.488	0.491	0.491
SPBC21B10.09	SPBC21B10.09	viable	V	-0.02	-0.004	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC21B10.10	rps402	viable	V	0.023	0.878	1.795	2.163	2.261	2.289	2.294
SPBC21B10.11	dpm2	inviable	E	0.193	2.02	3.689	4.502	4.783	4.884	4.911
SPBC21B10.12	rec6	viable	V	-0.023	-0.14	-0.246	-0.309	-0.337	-0.349	-0.353
SPBC21B10.13c	yox1	viable	V	0.047	0.156	0.309	0.493	0.662	0.819	0.921
SPBC21B10.14	kgd4	viable	Not_determined	-0.038	-0.008	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC21B10.15	SPBC21B10.15	viable	Not_determined	0.001	0.044	0.195	0.432	0.639	0.796	0.876
SPBC21C3.01c	vps1301	viable	V	0.058	0.153	0.268	0.396	0.51	0.616	0.685
SPBC21C3.02c	dep1	viable	V	0.218	0.633	1.145	1.713	2.206	2.642	2.917
SPBC21C3.03	cqd1	viable	V	-0.007	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC21C3.04c	mrx14	inviable	E	0.0	0.036	1.232	2.784	3.31	3.45	3.477
SPBC21C3.05	sap62	inviable	E	0.03	1.748	3.542	4.171	4.319	4.355	4.361
SPBC21C3.06	SPBC21C3.06	viable	V	-0.0	-0.003	-0.063	-0.127	-0.147	-0.153	-0.154
SPBC21C3.07c	trm140	viable	V	0.076	0.7	1.029	1.125	1.146	1.151	1.152
SPBC21C3.08c	car2	viable	V	0.107	0.304	0.542	0.799	1.018	1.209	1.327
SPBC21C3.09c	oaa1	viable	V	0.043	0.394	0.579	0.633	0.645	0.648	0.649
SPBC21C3.10c	rib7	inviable	E	0.0	0.198	1.946	4.063	5.052	5.434	5.538
SPBC21C3.11	ubx4	viable	V	0.003	0.0	0.0	0.0	0.0	0.0	0.0
SPBC21C3.12c	SPBC21C3.12c	viable	V	0.063	0.257	0.511	0.773	0.973	1.125	1.208
SPBC21C3.13	rps1901	viable	V	0.021	1.71	3.659	4.364	4.53	4.571	4.578
SPBC21C3.14c	SPBC21C3.14c	viable	V	0.034	0.149	0.276	0.378	0.44	0.478	0.494
SPBC21C3.15c	SPBC21C3.15c	viable	V	-0.047	-0.43	-0.633	-0.692	-0.705	-0.708	-0.709
SPBC21C3.16c	spt4	viable	V	0.0	0.234	0.876	1.19	1.27	1.29	1.293
SPBC21C3.17c	psg1	viable	V	-0.004	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC21C3.18	spo4	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC21C3.19	rtc3	viable	V	-0.044	-0.401	-0.591	-0.648	-0.66	-0.663	-0.664
SPBC21C3.20c	git1	viable	V	0.031	0.258	0.746	1.436	2.087	2.66	3.003
SPBC21D10.05c	ucp3	inviable	E	0.129	1.825	3.261	3.851	4.023	4.076	4.088
SPBC21D10.06c	map4	viable	Not_determined	-0.0	-0.0	-0.0	-0.091	-0.508	-0.767	-0.828
SPBC21D10.07	cmc2	viable	V	0.033	0.376	0.578	0.639	0.653	0.657	0.657
SPBC21D10.08c	SPBC21D10.08c	viable	V	-0.008	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC21D10.09c	rkr1	viable	V	0.082	0.45	0.808	1.041	1.151	1.205	1.224
SPBC21D10.10	bdc1	viable	V	0.0	0.0	0.211	0.944	1.297	1.4	1.419
SPBC21D10.11c	nfs1	viable	V	0.078	2.023	3.563	4.061	4.176	4.204	4.209
SPBC21D10.12	hob1	viable	V	0.091	0.841	1.236	1.352	1.377	1.384	1.385
SPBC21H7.02	taf10	inviable	E	0.061	1.045	2.429	3.342	3.734	3.902	3.954
SPBC21H7.03c	SPBC21H7.03c	viable	V	-0.021	-0.196	-0.289	-0.316	-0.322	-0.323	-0.323
SPBC21H7.04	dbp7	viable	V	0.144	0.937	1.944	2.772	3.251	3.525	3.639
SPBC21H7.05	sfc6	inviable	E	0.01	0.316	1.29	2.625	3.655	4.355	4.678
SPBC21H7.06c	opi10	viable	V	-0.033	-0.303	-0.446	-0.487	-0.496	-0.499	-0.499
SPBC21H7.07c	his5	viable	V	0.007	0.0	0.0	0.0	0.0	0.0	0.0
SPBC23E6.01c	cxr1	viable	V	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC23E6.02	rrp2	viable	V	-0.021	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC23E6.03c	nta1	viable	V	-0.007	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC23E6.04c	utp10	inviable	E	0.045	1.877	3.671	4.309	4.462	4.501	4.509
SPBC23E6.05	arx1	viable	V	0.02	0.104	0.187	0.245	0.274	0.288	0.294
SPBC23E6.06c	rib3	inviable	E	0.09	2.217	3.866	4.397	4.519	4.549	4.554
SPBC23E6.07c	rfc1	inviable	E	0.001	0.39	1.961	3.289	3.83	4.03	4.083
SPBC23E6.08	rgp1	viable	V	0.0	0.02	0.534	1.887	2.948	3.523	3.723
SPBC23E6.09	ssn6	condition-dependent	V	0.049	0.596	1.473	2.222	2.64	2.865	2.952
SPBC23E6.10c	mri1	viable	V	0.0	0.0	0.014	0.149	0.473	0.897	1.179
SPBC23G7.04c	nif1	viable	V	0.001	0.385	1.144	1.472	1.553	1.573	1.577
SPBC23G7.05	sui1	inviable	E	0.095	2.128	3.829	4.435	4.587	4.628	4.636
SPBC23G7.06c	nvj2	viable	V	0.063	0.582	0.856	0.936	0.954	0.958	0.959
