Systematic ID	Name	FYPOviability	DeletionLibrary_essentiality	0h	YES0	YES1	YES2	YES3	YES4	YES5	YES6
SPAP27G11.06c	vas2	viable	V	0.0	0.927	2.207	3.412	4.214	4.813	4.182	4.09
SPAP27G11.07c	bud32	condition-dependent	E	0.0	0.512	1.017	2.179	2.767	2.767	2.378	2.767
SPAP27G11.08c	meu32	viable	V	0.0	-0.246	0.005	-0.073	-0.107	-0.249	-0.17	-0.118
SPAP27G11.10c	nup184	viable	V	0.0	0.716	1.945	3.669	4.332	4.455	4.504	4.578
SPAP27G11.11c	SPAP27G11.11c	unknown	Not_determined	0.0	0.28	0.383	0.274	0.543	0.288	0.575	0.424
SPAP27G11.12	SPAP27G11.12	viable	V	0.0	-0.21	0.216	-0.007	0.297	0.128	-0.357	-0.06
SPAP27G11.13c	nop10	inviable	E	0.0	1.902	1.839	1.872	2.765	2.765	1.627	2.765
SPAP27G11.14c	SPAP27G11.14c	viable	V	0.0	-0.347	-0.202	0.267	0.443	0.592	0.617	1.105
SPAP27G11.15	slx1	viable	V	0.0	-0.063	-0.265	0.094	0.205	0.443	0.701	0.384
SPAP27G11.16	SPAP27G11.16	viable	V	0.0	-0.021	0.015	-0.082	-0.158	-0.069	-0.162	-0.08
SPAP32A8.02	SPAP32A8.02	viable	V	0.0	-0.004	0.038	-0.08	0.062	0.003	-0.039	0.045
SPAP32A8.03c	bop1	viable	V	0.0	-0.132	0.296	-0.338	-0.098	-0.253	-0.271	-0.496
SPAP4C9.02	emc5	viable	Not_determined	0.0	-0.552	-0.582	-0.17	-0.114	-0.354	0.175	0.767
SPAP7G5.02c	gua2	inviable	E	0.0	2.018	1.092	0.578	1.018	2.018	1.34	2.018
SPAP7G5.03	prm1	viable	V	0.0	-0.189	0.444	0.103	0.426	-0.125	-0.205	-0.078
SPAP7G5.06	per1	viable	V	0.0	-0.293	-0.384	0.166	0.034	0.151	0.444	0.32
SPAP8A3.02c	ofd2	viable	V	0.0	-0.264	0.163	-0.248	-0.235	0.196	0.021	0.433
SPAP8A3.03	zip3	viable	V	0.0	-0.053	0.007	0.048	-0.21	-0.195	-0.063	-0.208
SPAP8A3.05	ski7	viable	V	0.0	-0.078	-0.054	0.445	0.086	0.261	0.218	0.351
SPAP8A3.06	uaf2	inviable	E	0.0	0.09	0.14	-0.002	0.006	0.216	-0.412	-0.338
SPAP8A3.07c	aro3	viable	V	0.0	0.747	1.862	3.724	4.704	5.443	5.443	5.443
SPAP8A3.10	ups1	inviable	E	0.0	0.409	0.829	2.718	2.365	2.567	2.225	2.718
SPAP8A3.11c	mtg2	inviable	E	0.0	-0.328	-0.09	0.575	2.201	3.194	3.38	3.763
SPAP8A3.12c	tpp2	viable	V	0.0	0.337	0.065	-0.086	-0.377	-0.336	-0.455	-0.351
SPAP8A3.13c	gid10	viable	V	0.0	0.162	-0.089	-0.043	-0.162	-0.255	0.064	-0.117
SPAP8A3.14c	sls1	viable	V	0.0	-0.276	-0.137	-0.041	-0.099	0.244	0.309	0.738
SPAPB15E9.01c	pfl2	viable	Not_determined	0.0	-0.062	0.166	0.373	-0.152	0.059	0.017	-0.235
SPAPB15E9.02c	SPAPB15E9.02c	unknown	Not_determined	0.0	-0.556	0.209	-0.29	-0.377	-0.298	-0.284	-0.01
SPAPB17E12.03	pex12	viable	V	0.0	-0.285	-0.175	0.272	0.45	-0.291	0.01	0.965
SPAPB17E12.04c	csn2	viable	V	0.0	0.012	0.137	0.786	0.815	1.268	1.406	2.085
SPAPB17E12.05	rpl3703	viable	V	0.0	-0.246	0.517	1.178	1.599	2.146	2.419	3.258
SPAPB17E12.06	sos7	unknown	Not_determined	0.0	0.636	2.252	2.288	2.366	3.471	3.471	3.471
SPAPB17E12.08	eos1	viable	V	0.0	-0.201	-0.006	-0.038	0.288	0.578	0.811	1.422
SPAPB17E12.09	SPAPB17E12.09	inviable	E	0.0	0.198	0.479	0.634	0.557	0.633	1.026	0.647
SPAPB17E12.10c	mrm202	inviable	E	0.0	0.286	1.005	2.412	2.787	3.25	3.244	3.386
SPAPB17E12.11	ost3	inviable	E	0.0	-0.022	0.114	0.041	-0.788	-0.805	-0.466	-0.772
SPAPB17E12.12c	mrx21	viable	V	0.0	-0.324	-0.096	0.688	1.224	0.643	1.099	-0.201
SPAPB17E12.14c	SPAPB17E12.14c	viable	V	0.0	1.025	0.715	0.136	-0.057	0.926	1.668	1.05
SPAPB18E9.01	trm5	viable	V	0.0	0.971	2.095	3.672	3.733	3.993	4.144	4.162
SPAPB18E9.02c	ppk18	viable	Not_determined	0.0	-0.307	-0.191	-0.089	0.03	-0.076	0.12	-0.071
SPAPB18E9.04c	SPAPB18E9.04c	viable	V	0.0	-0.396	-0.528	0.081	0.337	0.257	0.689	0.26
SPAPB18E9.05c	SPAPB18E9.05c	unknown	Not_determined	0.0	0.289	0.142	-0.379	0.349	0.427	-0.01	0.273
SPAPB1A10.03	nxt1	viable	V	0.0	0.22	0.837	1.275	1.913	1.883	1.581	1.793
SPAPB1A10.04c	cwp1	inviable	E	0.0	2.018	0.533	0.578	1.018	2.018	0.881	1.39
SPAPB1A10.05	SPAPB1A10.05	viable	V	0.0	-0.312	-0.419	0.89	-0.217	-0.895	-0.895	-0.486
SPAPB1A10.06c	dhx37	inviable	E	0.0	1.378	2.241	2.241	2.241	2.241	2.241	2.241
SPAPB1A10.07c	SPAPB1A10.07c	viable	V	0.0	-0.064	0.134	0.542	0.256	0.551	0.431	0.132
SPAPB1A10.08	SPAPB1A10.08	viable	V	0.0	0.02	0.034	-0.45	-0.369	-0.504	-0.522	-0.717
SPAPB1A10.09	ase1	viable	V	0.0	-0.092	0.171	0.502	1.008	1.656	2.105	2.868
SPAPB1A10.10c	ypt71	viable	V	0.0	-0.036	0.363	0.038	0.312	0.577	0.267	0.626
SPAPB1A10.11c	mse1	inviable	E	0.0	0.686	1.193	2.555	2.923	2.828	3.305	3.223
SPAPB1A10.12c	alo1	viable	V	0.0	-0.311	-0.16	-0.098	0.244	-0.175	0.296	0.173
SPAPB1A10.13	SPAPB1A10.13	viable	V	0.0	-0.061	-0.004	0.064	0.238	0.445	0.741	0.438
SPAPB1A10.14	pof15	viable	V	0.0	-0.428	0.134	-0.103	0.298	-0.097	0.161	0.224
SPAPB1A10.15	arv1	viable	V	0.0	0.064	0.179	0.243	0.429	0.455	0.58	0.69
SPAPB1A10.16	dpc13	viable	Not_determined	0.0	0.551	0.517	-0.068	0.502	-0.619	-0.381	-0.141
SPAPB1A11.01	mfc1	viable	V	0.0	0.185	0.823	1.367	1.212	1.353	1.336	1.376
SPAPB1A11.02	SPAPB1A11.02	viable	V	0.0	0.041	0.084	-0.073	0.548	0.393	0.447	0.266
SPAPB1A11.03	SPAPB1A11.03	viable	V	0.0	0.469	0.441	0.474	1.336	0.461	0.479	1.42
SPAPB1A11.04c	mca1	viable	V	0.0	0.501	1.304	2.628	3.627	3.743	4.025	4.167
SPAPB1E7.01c	SPAPB1E7.01c	inviable	E	0.0	0.81	2.462	3.904	3.523	4.258	4.258	4.116
SPAPB1E7.02c	mcl1	condition-dependent	V	0.0	0.257	0.81	2.431	3.27	3.805	3.893	4.044
SPAPB1E7.04c	cts2	viable	V	0.0	-0.015	-0.073	0.257	-0.066	-0.021	0.229	0.857
SPAPB1E7.05	gde1	viable	V	0.0	0.004	0.111	0.561	0.336	0.671	0.651	0.615
SPAPB1E7.06c	eme1	viable	V	0.0	0.532	1.114	2.22	2.634	3.157	3.311	3.634
SPAPB1E7.07	glt1	viable	V	0.0	0.212	-0.267	-0.053	-0.36	-0.588	-0.299	0.147
SPAPB1E7.08c	SPAPB1E7.08c	viable	V	0.0	-0.232	-0.293	-0.233	-0.51	-0.457	-0.619	-0.407
SPAPB1E7.10	rpc17	inviable	E	0.0	0.298	1.618	2.366	3.206	3.604	3.578	3.984
SPAPB1E7.11c	mpa1	viable	V	0.0	-0.435	0.077	0.62	0.158	1.092	1.797	1.538
SPAPB1E7.12	rps602	viable	V	0.0	0.354	1.471	1.478	2.981	3.794	3.639	4.211
SPAPB1E7.14	iec5	unknown	Not_determined	0.0	0.345	0.289	0.823	0.509	0.401	0.612	0.791
SPAPB21F2.02	dop1	viable	V	0.0	0.144	0.129	0.207	0.401	0.592	0.717	0.565
SPAPB21F2.03	slx9	viable	V	0.0	0.691	0.592	0.643	0.479	0.714	1.801	0.581
SPAPB24D3.01	toe3	viable	V	0.0	-0.022	-0.135	0.023	0.168	-0.0	0.361	0.123
SPAPB24D3.02c	SPAPB24D3.02c	viable	V	0.0	-0.066	-0.048	-0.068	-0.006	-0.042	0.065	-0.123
SPAPB24D3.03	agm2	viable	V	0.0	-0.233	0.224	-0.05	-0.41	-0.2	-0.24	-0.198
SPAPB24D3.04c	mag1	viable	V	0.0	-0.024	0.215	0.354	0.433	-0.037	0.635	0.588
SPAPB24D3.06c	SPAPB24D3.06c	inviable	E	0.0	0.591	0.577	0.401	0.893	0.957	0.92	0.481
SPAPB24D3.07c	SPAPB24D3.07c	viable	V	0.0	0.52	-0.168	-0.234	-0.318	-0.199	-0.114	-0.163
SPAPB24D3.08c	SPAPB24D3.08c	viable	V	0.0	-0.533	-0.15	-0.837	-0.357	0.033	-0.252	-0.052
SPAPB24D3.09c	pdr1	viable	V	0.0	-0.118	-0.231	-0.22	-0.265	-0.132	-0.005	0.14
SPAPB24D3.10c	agl1	viable	V	0.0	-0.195	0.094	0.116	0.026	0.197	-0.4	-0.071
SPAPB2B4.01c	gpi12	inviable	E	0.0	-0.201	0.104	-0.089	0.265	0.346	0.486	0.514
SPAPB2B4.02	grx5	condition-dependent	V	0.0	-0.564	-0.7	-0.515	-0.039	0.31	0.675	1.406
SPAPB2B4.03	cig2	viable	V	0.0	-0.489	-0.329	-0.073	-0.248	0.103	0.106	0.115
SPAPB2B4.04c	pmc1	viable	V	0.0	-0.043	0.15	0.34	0.253	0.578	0.584	0.679
SPAPB2B4.05	vma5	inviable	E	0.0	-0.327	0.241	1.668	0.302	-0.124	0.183	0.419
SPAPB2B4.06	SPAPB2B4.06	viable	V	0.0	0.809	0.994	0.722	1.003	0.649	2.025	1.003
SPAPB2B4.07	SPAPB2B4.07	viable	V	0.0	1.089	0.779	0.647	1.955	1.296	0.508	1.818
SPAPB2C8.01	SPAPB2C8.01	viable	V	0.0	0.016	0.094	-0.225	-0.153	-0.593	-0.173	0.148
SPAPB8E5.03	mae1	viable	V	0.0	0.071	0.129	0.066	0.564	0.288	0.16	0.782
SPAPB8E5.04c	npc2	viable	V	0.0	-0.119	0.04	-0.189	0.773	1.56	1.698	0.27
SPAPB8E5.05	mfm1	viable	V	0.0	0.128	-0.018	0.622	0.34	0.245	0.648	0.155
SPAPB8E5.07c	rrp12	inviable	E	0.0	1.285	2.68	3.894	3.846	4.295	4.295	4.295
SPAPB8E5.08	SPAPB8E5.08	viable	V	0.0	-0.156	-0.109	0.004	-0.274	-0.573	-0.417	-0.25
SPAPB8E5.09	rvb1	inviable	E	0.0	1.043	1.905	-0.902	0.905	1.905	0.14	0.507
SPAPB8E5.10	min8	viable	V	0.0	0.112	-0.085	-0.073	0.088	0.005	-0.05	0.109
SPAPJ691.02	moh1	viable	V	0.0	0.136	0.382	-0.088	0.02	-0.08	-0.234	0.021
SPAPJ691.03	mic10	viable	V	0.0	0.118	-0.67	-0.295	0.434	0.63	0.589	1.022
SPAPJ695.01c	SPAPJ695.01c	viable	V	0.0	0.177	0.389	0.5	0.384	1.036	0.743	1.06
SPAPJ695.02	SPAPJ695.02	viable	Not_determined	0.0	0.335	0.327	0.119	-0.268	1.183	0.439	0.729
SPAPJ696.01c	vps17	viable	V	0.0	0.639	0.997	1.516	1.864	1.438	1.812	1.821
SPAPJ696.02	lsb4	viable	V	0.0	-0.022	-0.083	0.103	-0.343	0.21	-0.01	0.207
SPAPJ760.02c	abp1	viable	V	0.0	-0.059	0.146	0.282	0.142	0.536	0.182	0.453
SPAPJ760.03c	adg1	viable	V	0.0	-0.31	-0.672	0.27	-0.281	-0.939	0.51	-0.871
SPAPYUG7.02c	sin1	viable	V	0.0	0.071	0.298	0.475	1.122	1.217	1.501	1.449
SPAPYUG7.03c	mid2	viable	V	0.0	0.426	0.396	1.032	0.957	1.761	1.244	1.681
SPAPYUG7.04c	rpb9	viable	V	0.0	-0.315	0.36	-0.487	-0.601	-0.842	-0.322	-0.643
SPAPYUG7.06	sdu1	viable	V	0.0	0.217	-0.222	-0.44	-0.712	-0.205	-0.196	-0.473
SPAPYUK71.03c	tcb3	viable	V	0.0	0.033	-0.029	0.101	-0.076	-0.054	-0.114	0.023
SPBC106.01	mph1	viable	V	0.0	0.231	0.372	0.671	1.252	1.495	1.532	1.819
SPBC106.02c	srx1	viable	V	0.0	-0.151	0.305	0.618	1.765	2.087	0.563	0.202
SPBC106.03	SPBC106.03	viable	V	0.0	-0.304	-0.317	0.084	0.533	0.174	0.321	0.141
SPBC106.04	ada1	viable	V	0.0	0.33	1.04	1.226	1.47	1.651	1.869	2.012
SPBC106.05c	tim11	viable	V	0.0	-0.335	-0.432	-0.201	-0.104	0.099	0.092	0.422
SPBC106.06	cct4	inviable	E	0.0	0.524	0.827	1.419	0.727	1.634	1.175	1.684
SPBC106.08c	mug2	viable	V	0.0	-0.359	0.817	0.308	1.542	0.659	0.106	-0.28
SPBC106.09	cut4	inviable	E	0.0	2.889	2.889	2.889	2.889	2.889	2.889	2.889
SPBC106.10	pka1	viable	V	0.0	0.347	0.658	0.763	1.745	2.043	2.549	2.806
SPBC106.11c	plg7	viable	V	0.0	-0.199	0.133	0.199	-0.477	-0.545	0.044	-0.024
SPBC106.12c	tho4	viable	V	0.0	0.594	0.017	-0.951	-0.544	-0.924	-0.733	-0.619
SPBC106.13	gid9	viable	V	0.0	0.589	-0.953	0.918	0.068	0.045	0.169	-0.159
SPBC106.14c	sda1	inviable	E	0.0	0.79	2.16	2.035	2.589	2.79	3.399	3.6
SPBC106.16	pre6	viable	V	0.0	0.641	1.356	2.977	2.721	3.847	4.432	4.247
SPBC106.17c	cys2	viable	V	0.0	0.141	-0.181	0.192	-0.325	0.738	1.041	0.903
SPBC106.18	rpl2501	inviable	E	0.0	1.221	0.411	1.699	1.597	2.543	1.902	2.543
SPBC106.19	ppr10	viable	V	0.0	-0.038	0.169	0.128	0.69	1.13	1.265	1.289
SPBC106.20	exo70	condition-dependent	V	0.0	0.773	1.045	1.832	2.254	2.575	3.064	3.077
SPBC1105.01	SPBC1105.01	viable	V	0.0	0.19	0.183	0.036	0.306	0.466	0.517	0.509
SPBC1105.02c	lys4	viable	V	0.0	0.507	0.018	0.069	0.905	-1.021	0.768	1.277
SPBC1105.03c	mrpl16	inviable	E	0.0	0.102	2.665	2.234	2.665	2.665	2.665	2.665
SPBC1105.04c	cbp1	viable	V	0.0	0.002	0.094	0.674	1.572	2.857	3.44	3.479
SPBC1105.05	exg1	viable	V	0.0	0.109	0.151	-0.18	0.353	0.269	0.566	0.428
SPBC1105.06	pmc4	inviable	E	0.0	1.161	2.493	4.723	4.269	4.965	5.095	5.494
SPBC1105.07c	pci2	inviable	E	0.0	0.404	1.475	2.975	3.726	3.877	3.879	3.952
SPBC1105.08	emp70	viable	V	0.0	0.266	-0.291	0.239	0.022	0.174	0.604	1.02
SPBC1105.09	ubc15	viable	V	0.0	0.146	0.063	0.78	0.354	0.823	1.425	0.569
SPBC1105.10	rav1	viable	V	0.0	0.16	-0.105	0.008	-0.264	-0.214	-0.535	-0.222
SPBC1105.11c	hht3	viable	V	0.0	0.166	0.154	0.149	0.115	0.134	0.15	0.052
SPBC1105.12	hhf3	viable	V	0.0	-0.194	-0.312	-0.703	-0.444	0.791	1.878	-0.007
SPBC1105.13c	SPBC1105.13c	viable	V	0.0	0.199	0.006	1.754	0.096	0.846	0.837	0.426
SPBC1105.14	rsv2	viable	V	0.0	0.182	-0.49	-0.627	-1.252	-0.849	-1.058	-1.039
SPBC1105.15c	htd2	viable	V	0.0	-0.616	0.021	1.558	3.339	3.08	3.339	2.818
SPBC1105.18c	pth3	viable	V	0.0	0.524	0.827	0.476	1.312	1.175	0.312	1.248
SPBC1105.19	tam12	unknown	Not_determined	0.0	0.012	-0.046	0.138	0.063	0.121	0.17	0.165
SPBC115.02c	afg1	viable	V	0.0	0.502	0.214	-0.67	-0.308	-0.484	-0.693	-0.138
SPBC115.03	SPBC115.03	viable	V	0.0	-0.429	-0.01	0.497	-0.414	0.27	1.99	-0.116
SPBC119.02	ubc4	inviable	E	0.0	0.998	1.743	0.783	1.9	1.396	2.004	1.798
SPBC119.03	cmt1	viable	V	0.0	-0.12	-0.008	-0.333	-0.315	-0.5	-0.173	-0.094
SPBC119.04	mei3	viable	V	0.0	0.042	-0.665	1.436	-0.002	-0.71	-0.571	-0.441
SPBC119.05c	lsb1	viable	V	0.0	0.106	-0.022	0.122	-0.57	-0.123	0.278	0.093
SPBC119.06	sco1	viable	V	0.0	-0.343	-0.574	0.133	0.441	0.555	1.438	1.334
SPBC119.07	vps15	viable	V	0.0	0.192	0.525	0.894	1.222	1.559	2.028	2.249
SPBC119.08	pmk1	viable	V	0.0	-0.193	-0.189	-0.191	-0.257	0.027	0.257	0.153
SPBC119.10	asn1	viable	Not_determined	0.0	-0.048	-0.208	-0.003	0.236	-0.123	-0.196	0.092
SPBC119.11c	pac1	inviable	E	0.0	0.079	3.619	3.619	3.619	3.619	3.619	3.619
SPBC119.12	rud3	viable	V	0.0	0.097	0.127	0.26	0.665	1.075	1.042	1.682
SPBC119.14	rti1	viable	V	0.0	-0.186	-0.007	-0.061	0.12	-0.08	0.028	-0.01
SPBC119.16c	den11	viable	V	0.0	-0.358	-0.004	-0.085	-0.081	0.083	0.094	0.07
SPBC119.17	cym1	condition-dependent	E	0.0	-0.181	0.251	1.874	3.057	3.492	3.442	3.575
SPBC1198.01	fmd2	viable	V	0.0	-0.107	-0.127	0.108	0.062	0.026	0.08	0.305
SPBC1198.02	dea2	inviable	E	0.0	-0.027	0.374	0.319	0.227	0.341	0.279	0.356
SPBC1198.03c	SPBC1198.03c	viable	V	0.0	0.108	-0.067	0.541	0.422	0.148	0.182	0.089
SPBC1198.04c	zas1	inviable	E	0.0	-0.092	0.419	1.309	2.462	2.4	2.691	2.544
SPBC1198.06c	dfg501	viable	V	0.0	-0.296	0.269	-0.565	-0.827	-0.371	-0.517	-0.694
SPBC1198.07c	dfg502	viable	V	0.0	0.201	-0.203	0.142	0.169	0.861	0.288	1.162
SPBC1198.08	dug1	viable	V	0.0	-0.164	-0.502	-0.01	0.288	0.324	0.734	0.33
SPBC1198.09	pex4	viable	V	0.0	0.507	-0.713	-0.662	-0.934	-0.14	-0.616	-0.543
SPBC1198.10c	slm5	inviable	E	0.0	0.458	1.52	2.451	2.482	2.746	2.506	2.724
SPBC1198.11c	reb1	viable	V	0.0	0.05	-0.34	-0.025	-0.04	0.124	1.35	1.345
SPBC1198.12	mfr1	viable	V	0.0	0.271	-0.011	-0.074	-0.014	0.182	0.1	0.164
SPBC1198.13c	tfg2	inviable	E	0.0	0.935	2.166	4.053	4.307	3.131	3.785	4.141
SPBC1198.14c	fbp1	viable	V	0.0	1.538	1.659	0.662	0.619	1.285	1.024	0.629
SPBC11B10.01	alg2	inviable	E	0.0	2.018	2.018	1.125	2.018	2.018	2.018	2.018
SPBC11B10.04c	mrps28	inviable	E	0.0	0.137	1.696	2.64	2.361	2.686	3.049	2.877
SPBC11B10.05c	rsp1	viable	V	0.0	0.066	0.215	0.438	0.098	0.169	0.295	0.337
SPBC11B10.06	sws1	viable	V	0.0	0.155	-0.474	0.101	0.503	1.612	0.7	0.442
SPBC11B10.07c	ivn1	viable	V	0.0	0.054	0.268	0.696	1.141	1.328	1.29	1.413
SPBC11B10.08	wwm1	viable	V	0.0	-0.426	-0.382	-0.557	-0.326	-0.058	-0.058	-0.131
SPBC11B10.10c	pht1	viable	V	0.0	0.91	0.931	2.924	2.162	2.9	3.18	3.703
SPBC11C11.01	SPBC11C11.01	viable	V	0.0	0.067	-0.19	-0.083	-0.322	-0.428	-0.561	-0.35
SPBC11C11.02	imp2	viable	V	0.0	0.848	1.263	1.94	2.963	3.64	4.016	4.456
SPBC11C11.04c	alp1	inviable	E	0.0	0.606	1.478	2.256	2.001	1.826	2.203	2.132
SPBC11C11.05	knh1	inviable	E	0.0	0.831	2.033	3.814	4.458	4.816	4.307	5.212
SPBC11C11.07	rpl1801	viable	V	0.0	-0.107	0.568	1.973	2.708	3.176	3.271	3.546
SPBC11C11.08	srp1	viable	V	0.0	0.386	0.577	0.654	0.708	1.054	0.88	1.108
SPBC11C11.09c	rpl502	viable	V	0.0	0.341	-0.045	0.752	1.18	1.406	1.865	2.359
SPBC11C11.10	pus4	viable	V	0.0	-0.182	0.262	0.178	0.67	0.593	0.555	0.737
SPBC11C11.11c	irc3	viable	V	0.0	0.085	0.023	-0.092	0.178	0.109	0.201	0.189
SPBC11G11.01	fis1	viable	V	0.0	-0.166	0.343	0.24	-0.047	0.313	0.435	0.5
SPBC11G11.02c	end3	viable	V	0.0	-0.139	-0.026	-0.241	-0.12	-0.028	0.215	0.291
SPBC11G11.03	mrt4	viable	V	0.0	0.62	0.131	-0.384	2.018	0.533	0.881	0.62
SPBC11G11.04	trs20	inviable	E	0.0	0.427	3.968	3.074	3.968	3.968	3.968	3.968
SPBC11G11.07	mtr10	inviable	E	0.0	1.06	2.063	2.835	3.368	3.664	3.764	3.806
SPBC1215.01	shy1	viable	V	0.0	-0.632	-0.621	-0.484	-0.533	-0.293	-0.227	-0.055
SPBC1215.02c	naa25	condition-dependent	E	0.0	0.396	1.327	2.371	3.148	3.571	3.613	3.735
SPBC1271.01c	pof13	viable	V	0.0	-0.28	-0.333	-0.071	0.259	0.078	0.014	0.378
SPBC1271.02	stt3	inviable	E	0.0	0.05	1.472	0.958	0.398	-0.528	1.261	1.334
SPBC1271.03c	SPBC1271.03c	viable	V	0.0	-0.035	0.064	0.07	-0.017	0.15	-0.365	-0.486
SPBC1271.04c	dys1	inviable	E	0.0	1.043	1.905	1.905	1.905	1.905	1.905	1.905
SPBC1271.05c	SPBC1271.05c	viable	V	0.0	0.513	0.765	0.224	0.295	-0.316	0.149	-0.578
SPBC1271.06c	mug96	viable	V	0.0	-0.131	-0.279	0.381	-0.097	0.623	0.538	0.572
SPBC1271.07c	SPBC1271.07c	viable	V	0.0	-0.529	0.735	-0.398	0.221	0.221	0.455	-0.048
SPBC1271.08c	SPBC1271.08c	viable	V	0.0	-0.124	-0.089	-0.222	-0.107	-0.064	-0.147	-0.217
SPBC1271.09	tgp1	viable	V	0.0	0.173	0.104	0.023	0.121	-0.283	-0.069	-0.091
SPBC1271.10c	SPBC1271.10c	viable	V	0.0	0.594	0.031	-0.108	0.161	0.049	0.129	0.133
SPBC1271.11	pet802	viable	V	0.0	-0.664	-0.313	-0.086	0.572	-0.233	0.2	0.931
SPBC1271.12	osh41	viable	V	0.0	1.467	2.523	3.153	3.648	3.905	3.604	3.748
SPBC1271.13	mrpl8	inviable	E	0.0	0.605	1.679	3.821	3.154	3.279	3.184	3.548
SPBC1271.15c	mti2	viable	V	0.0	0.155	1.075	2.059	2.709	3.376	3.144	3.223
SPBC1289.01c	chr4	viable	V	0.0	0.98	0.462	-0.186	-0.078	-0.414	1.109	-0.674
SPBC1289.03c	spi1	inviable	E	0.0	-0.359	-0.122	1.116	0.971	2.556	1.878	2.556
SPBC1289.04c	pob1	inviable	E	0.0	-0.309	0.725	2.052	2.342	3.257	3.695	3.685
SPBC1289.05c	vma10	inviable	E	0.0	-0.127	1.295	0.78	0.221	0.455	0.019	1.593
SPBC1289.06c	ppr8	viable	V	0.0	-0.246	0.026	-0.472	-0.066	0.358	0.78	0.333
SPBC1289.07c	rpc40	inviable	E	0.0	1.358	-0.815	0.384	1.221	0.221	-0.315	1.157
SPBC1289.08	uap1	viable	V	0.0	0.307	2.372	2.337	2.36	2.361	2.368	2.363
SPBC1289.09	tim21	viable	V	0.0	1.001	-0.762	-0.195	0.048	0.146	-0.151	0.334
SPBC1289.10c	adn2	viable	V	0.0	0.199	0.488	0.751	0.653	1.042	0.88	1.085
SPBC1289.11	spf38	viable	V	0.0	0.326	0.094	0.809	0.88	0.842	1.107	0.638
SPBC1289.12	usp109	inviable	E	0.0	-0.521	0.602	2.895	3.788	3.788	3.788	3.788
SPBC1289.13c	gmh6	viable	V	0.0	0.066	0.095	-0.06	0.363	0.613	0.854	0.561
SPBC1289.14	SPBC1289.14	viable	V	0.0	0.048	-0.283	0.015	0.294	0.205	0.365	0.22
SPBC1289.15	pfl5	viable	V	0.0	0.228	-0.321	-0.373	-0.236	-0.209	-0.427	-0.026
SPBC1289.16c	cao2	viable	V	0.0	0.151	0.349	0.462	0.501	0.412	0.507	0.514
SPBC1289.17	Tf2-11	unknown	Not_determined	0.0	0.046	0.141	0.142	0.369	0.372	0.237	0.519
SPBC12C2.01c	SPBC12C2.01c	viable	V	0.0	-0.381	-0.07	-0.238	0.122	0.266	0.32	0.139
SPBC12C2.02c	ste20	viable	V	0.0	0.379	0.564	1.256	1.4	1.632	1.89	2.061
SPBC12C2.03c	SPBC12C2.03c	viable	V	0.0	-0.154	-0.133	-0.031	-0.096	-0.202	-0.096	0.105
SPBC12C2.04	SPBC12C2.04	viable	V	0.0	-0.129	0.106	-0.437	0.127	-0.104	0.048	0.124
SPBC12C2.05c	bzz1	condition-dependent	V	0.0	0.065	0.035	0.126	0.021	0.209	0.195	0.583
SPBC12C2.06	dbp5	inviable	E	0.0	2.327	2.221	3.529	4.422	4.422	4.422	4.422
SPBC12C2.07c	srm1	viable	V	0.0	-0.152	0.158	0.285	0.521	0.811	1.125	1.401
SPBC12C2.08	dnm1	viable	V	0.0	0.019	0.413	0.571	0.615	0.993	1.025	0.523
SPBC12C2.09c	izh2	viable	V	0.0	0.213	0.511	0.231	0.79	0.652	0.411	0.032
SPBC12C2.10c	pst1	inviable	E	0.0	0.338	0.397	1.171	1.864	2.254	2.305	2.475
SPBC12C2.11	gfa1	inviable	E	0.0	0.924	0.763	0.878	0.81	1.296	1.889	1.871
SPBC12C2.12c	glo1	viable	V	0.0	0.411	0.206	1.293	0.535	0.439	0.617	0.87
SPBC12C2.13c	fnx1	viable	V	0.0	0.546	-0.304	-0.101	-0.3	0.165	0.12	-0.19
SPBC12C2.14c	SPBC12C2.14c	unknown	Not_determined	0.0	-0.46	1.11	-0.806	-0.382	-0.212	-0.366	0.427
SPBC12D12.02c	cdm1	viable	V	0.0	-0.529	-0.457	0.384	0.636	-0.705	1.543	0.551
SPBC12D12.04c	pck2	viable	V	0.0	1.086	1.777	2.268	2.567	2.693	2.646	2.741
SPBC12D12.05c	SPBC12D12.05c	viable	V	0.0	0.539	-0.259	0.125	-0.132	0.048	1.144	0.647
SPBC12D12.06	srb11	viable	V	0.0	-0.589	-0.532	-0.435	-0.002	0.425	0.165	0.175
SPBC12D12.07c	trx2	viable	V	0.0	-0.785	0.873	2.305	0.775	1.208	2.308	2.323
SPBC12D12.09	rev7	viable	V	0.0	0.034	-0.107	0.43	0.737	0.513	0.142	0.114
SPBC1306.01c	gfm1	inviable	E	0.0	0.51	1.965	2.869	3.267	3.396	3.192	3.401
SPBC1306.02	trm734	viable	V	0.0	1.121	2.296	3.671	4.335	4.413	4.57	4.83
SPBC1347.01c	rev1	viable	V	0.0	-0.072	0.068	0.212	0.311	0.142	0.194	0.293
SPBC1347.02	ani1	viable	V	0.0	-0.09	0.091	0.796	1.05	0.15	0.956	1.716
SPBC1347.03	meu14	viable	V	0.0	0.271	0.235	-0.052	0.769	0.756	0.883	2.328
SPBC1347.04	tim54	inviable	E	0.0	-0.001	0.898	1.581	2.197	2.497	2.721	2.721
