Systematic ID	Name	FYPOviability	DeletionLibrary_essentiality	0h	YES0	YES1	YES2	YES3	YES4	YES5	YES6
SPBC16G5.12c	top3	inviable	E	0.222	0.406	1.181	2.726	3.201	3.325	3.354	3.359
SPBC16G5.13	ptf2	viable	V	0.062	0.114	0.328	0.762	0.899	0.936	0.944	0.946
SPBC16G5.15c	fkh2	viable	V	0.041	0.085	0.365	1.682	2.661	3.143	3.329	3.386
SPBC16G5.16	ntu1	viable	V	0.0	0.0	0.0	0.0	0.001	0.132	0.422	0.523
SPBC16G5.17	SPBC16G5.17	viable	V	0.008	0.01	0.015	0.031	0.048	0.066	0.082	0.093
SPBC16G5.18	erg24	inviable	E	0.169	0.31	0.902	2.082	2.445	2.541	2.562	2.566
SPBC16G5.19	SPBC16G5.19	viable	Not_determined	-0.135	-0.113	-0.065	-0.01	-0.001	-0.0	-0.0	-0.0
SPBC16H5.03c	uba2	viable	V	0.226	0.414	1.203	2.778	3.262	3.389	3.418	3.423
SPBC16H5.04	snd301	viable	V	0.012	0.023	0.066	0.152	0.179	0.186	0.187	0.188
SPBC16H5.05c	cyp7	viable	V	0.046	0.085	0.247	0.571	0.671	0.697	0.703	0.704
SPBC16H5.06	rip1	viable	V	0.092	0.187	0.657	1.756	2.121	2.219	2.241	2.245
SPBC16H5.07c	ppa2	viable	V	0.0	0.0	0.0	0.0	0.016	0.377	0.757	0.86
SPBC16H5.08c	SPBC16H5.08c	viable	V	0.228	0.418	1.214	2.802	3.291	3.419	3.448	3.454
SPBC16H5.09c	omh2	viable	V	0.012	0.021	0.062	0.143	0.168	0.175	0.176	0.176
SPBC16H5.10c	prp43	inviable	E	0.13	0.239	0.694	1.602	1.882	1.955	1.972	1.975
SPBC16H5.11c	skb1	viable	V	-0.115	-0.09	-0.038	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC16H5.12c	SPBC16H5.12c	viable	V	0.047	0.086	0.249	0.575	0.676	0.702	0.708	0.709
SPBC16H5.13	wdr7	viable	V	-0.028	-0.052	-0.15	-0.347	-0.408	-0.423	-0.427	-0.428
SPBC16H5.14c	SPBC16H5.14c	unknown	Not_determined	0.0	0.0	0.0	0.03	0.594	2.152	3.67	4.423
SPBC16H5.15	gem8	inviable	E	0.148	0.271	0.789	1.821	2.138	2.221	2.24	2.244
SPBC1703.02	rsc9	inviable	E	0.129	0.202	0.495	1.264	1.675	1.854	1.921	1.941
SPBC1703.03c	syo2	viable	V	0.171	0.21	0.344	0.788	1.285	1.802	2.275	2.604
SPBC1703.04	mlh1	viable	V	0.053	0.065	0.108	0.252	0.415	0.586	0.742	0.852
SPBC1703.05	rio2	inviable	E	0.294	0.396	0.776	1.942	2.919	3.619	4.043	4.243
SPBC1703.06	pof10	viable	V	0.035	0.042	0.065	0.136	0.211	0.288	0.358	0.407
SPBC1703.07	acl1	viable	V	0.019	0.023	0.035	0.074	0.115	0.158	0.196	0.223
SPBC1703.08c	fau1	viable	V	0.007	0.008	0.013	0.027	0.042	0.057	0.071	0.081
SPBC1703.09	SPBC1703.09	viable	V	-0.066	-0.047	-0.014	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC1703.11	opa3	viable	V	0.009	0.013	0.03	0.098	0.169	0.227	0.266	0.285
SPBC1703.12	ubp9	viable	V	0.161	0.295	0.859	1.982	2.328	2.418	2.439	2.443
SPBC1703.13c	mir1	viable	V	0.043	0.108	0.54	1.915	2.441	2.587	2.62	2.626
SPBC1703.14c	top1	viable	V	0.108	0.134	0.229	0.553	0.928	1.323	1.686	1.939
SPBC1703.15c	vps33	condition-dependent	V	0.183	0.335	0.974	2.248	2.64	2.743	2.766	2.77
SPBC1706.01	tea4	viable	V	0.072	0.116	0.295	0.744	0.961	1.047	1.076	1.084
SPBC1706.03	fzo1	viable	V	0.086	0.187	0.754	2.381	3.024	3.215	3.263	3.273
SPBC1709.01	chs2	viable	V	-0.066	-0.054	-0.03	-0.004	-0.0	-0.0	-0.0	-0.0
SPBC1709.03	vps3844	viable	V	0.253	0.463	1.345	3.106	3.647	3.789	3.822	3.828
SPBC1709.04c	cyp3	viable	V	0.019	0.034	0.099	0.228	0.268	0.279	0.281	0.282
SPBC1709.05	sks2	viable	V	0.116	0.189	0.532	1.765	2.69	3.213	3.454	3.54
SPBC1709.06	dus2	viable	V	0.015	0.031	0.119	0.339	0.415	0.435	0.44	0.441
SPBC1709.08	cft1	inviable	E	-0.715	-0.714	-0.708	-0.666	-0.516	-0.154	-0.0	-0.0
SPBC1709.09	rrf1	viable	V	0.001	0.003	0.036	0.237	0.342	0.373	0.38	0.381
SPBC1709.10c	atx1	viable	V	0.011	0.018	0.053	0.155	0.21	0.233	0.242	0.244
SPBC1709.11c	png2	viable	V	0.036	0.028	0.012	0.001	0.0	0.0	0.0	0.0
SPBC1709.12	rid1	viable	V	-0.025	-0.04	-0.103	-0.296	-0.416	-0.476	-0.5	-0.508
SPBC1709.13c	set10	viable	V	0.064	0.077	0.125	0.277	0.444	0.617	0.775	0.885
SPBC1709.14	ngl1	viable	V	0.183	0.113	0.012	0.0	0.0	0.0	0.0	0.0
SPBC1709.16c	SPBC1709.16c	viable	V	0.058	0.076	0.142	0.365	0.589	0.784	0.927	1.008
SPBC1709.18	tif452	viable	V	0.045	0.064	0.137	0.352	0.507	0.6	0.647	0.665
SPBC1709.19c	nfu1	unknown	Not_determined	0.0	0.0	0.002	0.034	0.154	0.373	0.619	0.792
SPBC1709.20	pop8	inviable	E	0.032	0.059	0.172	0.397	0.466	0.485	0.489	0.489
SPBC1711.03	emc3	viable	V	0.011	0.016	0.042	0.192	0.438	0.745	1.042	1.247
SPBC1711.04	mtd1	viable	V	0.08	0.103	0.188	0.452	0.696	0.895	1.033	1.107
SPBC1711.05	srp40	viable	V	0.011	0.017	0.052	0.287	0.715	1.272	1.823	2.203
SPBC1711.06	rpl401	viable	V	0.134	0.244	0.748	2.029	2.565	2.745	2.796	2.807
SPBC1711.07	rrb1	inviable	E	0.119	0.218	0.635	1.466	1.721	1.788	1.803	1.806
SPBC1711.08	aha1	viable	V	0.0	0.0	0.0	0.0	0.0	0.0	0.121	1.341
SPBC1711.09c	SPBC1711.09c	viable	V	0.021	0.025	0.039	0.082	0.128	0.175	0.218	0.248
SPBC1711.10c	npl4	inviable	E	0.177	0.324	0.94	2.171	2.55	2.649	2.671	2.676
SPBC1711.11	atg2402	viable	V	-0.066	-0.054	-0.03	-0.004	-0.0	-0.0	-0.0	-0.0
SPBC1711.12	ppp16	viable	V	-0.0	-0.0	-0.013	-0.228	-0.407	-0.469	-0.485	-0.488
SPBC1711.13	his2	viable	V	0.003	0.001	0.0	0.0	0.0	0.0	0.0	0.0
SPBC1711.14	rec15	viable	V	0.039	0.047	0.073	0.152	0.237	0.323	0.402	0.457
SPBC1711.15c	SPBC1711.15c	viable	V	0.176	0.135	0.056	0.002	0.0	0.0	0.0	0.0
SPBC1711.17	prp16	inviable	E	0.023	0.05	0.254	1.532	2.77	3.503	3.83	3.941
SPBC1718.01	pop1	viable	V	0.042	0.07	0.206	0.742	1.185	1.453	1.584	1.633
SPBC1718.02	hop1	viable	V	0.01	0.018	0.053	0.123	0.144	0.15	0.151	0.152
SPBC1718.03	ker1	viable	V	0.153	0.203	0.391	1.035	1.678	2.232	2.632	2.853
SPBC1718.04	sct1	inviable	E	-0.237	-0.174	-0.042	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC1718.05	trs31	inviable	E	0.253	0.463	1.345	3.104	3.645	3.787	3.82	3.826
SPBC1718.06	msp1	condition-dependent	V	0.128	0.255	0.863	2.244	2.696	2.817	2.844	2.849
SPBC1718.07c	zfs1	viable	V	0.119	0.157	0.299	0.737	1.121	1.411	1.597	1.689
SPBC1734.01c	esf1	inviable	E	0.167	0.306	0.89	2.055	2.413	2.507	2.528	2.532
SPBC1734.02c	cdc27	inviable	E	0.086	0.18	0.67	1.874	2.283	2.393	2.418	2.423
SPBC1734.03	fol1	inviable	E	0.132	0.243	0.705	1.628	1.912	1.986	2.003	2.006
SPBC1734.05c	spf31	viable	V	-0.018	-0.015	-0.008	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC1734.06	rhp18	viable	V	0.013	0.018	0.036	0.113	0.216	0.332	0.442	0.517
SPBC1734.07c	trs8502	viable	V	0.005	0.008	0.019	0.066	0.114	0.153	0.179	0.192
SPBC1734.08	hse1	viable	V	0.042	0.078	0.228	0.53	0.623	0.648	0.653	0.654
SPBC1734.09	yea4	viable	V	0.009	0.011	0.017	0.035	0.054	0.074	0.092	0.104
SPBC1734.10c	ipa1	inviable	E	0.13	0.155	0.241	0.505	0.786	1.073	1.333	1.516
SPBC1734.11	mas5	condition-dependent	V	0.244	0.447	1.301	3.002	3.526	3.663	3.695	3.7
SPBC1734.12c	alg12	viable	V	0.001	0.002	0.012	0.199	0.723	1.472	2.156	2.565
SPBC1734.13	atp3	viable	V	0.038	0.098	0.518	1.919	2.467	2.62	2.655	2.661
SPBC1734.14c	suc1	inviable	E	0.118	0.216	0.629	1.452	1.705	1.772	1.787	1.79
SPBC1734.15	rsc4	viable	V	0.0	0.0	0.0	0.011	0.166	0.32	0.369	0.379
SPBC1734.16c	pst3	inviable	E	0.098	0.181	0.58	1.752	2.331	2.551	2.62	2.638
SPBC1773.01	csc3	viable	V	0.061	0.081	0.151	0.368	0.563	0.714	0.814	0.866
SPBC1773.02c	bcp1	viable	V	0.016	0.024	0.053	0.137	0.192	0.222	0.235	0.24
SPBC1773.03c	SPBC1773.03c	viable	V	0.217	0.179	0.097	0.014	0.001	0.0	0.0	0.0
SPBC1773.04	SPBC1773.04	viable	V	0.0	0.0	0.0	0.012	0.208	0.407	0.472	0.485
SPBC1773.05c	tms1	viable	V	-0.022	-0.027	-0.042	-0.087	-0.136	-0.185	-0.23	-0.262
SPBC1773.06c	adh8	viable	V	0.0	0.0	0.006	0.094	0.159	0.18	0.185	0.186
SPBC1773.08c	omh4	viable	V	0.013	0.017	0.03	0.073	0.112	0.145	0.168	0.18
SPBC1773.09c	mug184	viable	V	-0.112	-0.095	-0.056	-0.01	-0.001	-0.0	-0.0	-0.0
SPBC1773.11c	mug89	inviable	E	-0.056	-0.046	-0.025	-0.004	-0.0	-0.0	-0.0	-0.0
SPBC1773.12	SPBC1773.12	viable	V	0.0	0.0	0.001	0.02	0.107	0.282	0.487	0.631
SPBC1773.13	SPBC1773.13	viable	V	0.046	0.055	0.085	0.179	0.279	0.38	0.473	0.537
SPBC1773.14	arg7	viable	V	0.0	0.0	0.0	0.0	0.046	0.258	0.379	0.407
SPBC1773.15	dal52	viable	V	0.007	0.018	0.087	0.299	0.379	0.401	0.406	0.407
SPBC1773.16c	SPBC1773.16c	viable	V	-0.058	-0.046	-0.022	-0.002	-0.0	-0.0	-0.0	-0.0
SPBC1773.17c	gor2	viable	V	0.039	0.064	0.165	0.413	0.529	0.573	0.587	0.591
SPBC1778.01c	zuo1	viable	V	0.205	0.376	1.093	2.523	2.963	3.079	3.105	3.11
SPBC1778.02	rap1	viable	V	0.064	0.087	0.172	0.434	0.648	0.798	0.886	0.926
SPBC1778.03c	SPBC1778.03c	viable	V	0.011	0.017	0.046	0.17	0.302	0.409	0.477	0.51
SPBC1778.04	spo6	viable	V	0.021	0.038	0.109	0.252	0.296	0.308	0.311	0.311
SPBC1778.05c	lam2	viable	V	0.112	0.204	0.594	1.371	1.61	1.672	1.687	1.689
SPBC1778.06c	fim1	condition-dependent	V	0.17	0.311	0.904	2.087	2.451	2.546	2.568	2.572
SPBC1778.07	SPBC1778.07	viable	V	-0.037	-0.067	-0.196	-0.453	-0.531	-0.552	-0.557	-0.558
SPBC1778.09	SPBC1778.09	viable	V	0.022	0.039	0.115	0.265	0.311	0.323	0.326	0.326
SPBC1778.10c	pdk1	viable	V	0.0	0.0	0.005	0.117	0.481	1.012	1.483	1.75
SPBC17A3.01c	tim50	inviable	E	0.085	0.169	0.568	1.467	1.76	1.838	1.856	1.859
SPBC17A3.02	aim19	viable	V	-0.244	-0.243	-0.239	-0.209	-0.12	-0.009	-0.0	-0.0
SPBC17A3.03c	siw14	viable	V	-0.0	-0.0	-0.0	-0.0	-0.0	-0.042	-0.264	-0.372
SPBC17A3.05c	SPBC17A3.05c	viable	V	0.156	0.285	0.828	1.912	2.246	2.333	2.353	2.357
SPBC17A3.06	SPBC17A3.06	viable	V	0.194	0.259	0.497	1.231	1.865	2.335	2.63	2.775
SPBC17A3.07	pgr1	condition-dependent	E	0.181	0.331	0.963	2.222	2.61	2.711	2.735	2.739
SPBC17A3.08	SPBC17A3.08	viable	V	0.016	0.032	0.107	0.273	0.327	0.342	0.345	0.346
SPBC17A3.09c	aim22	viable	V	0.004	0.018	0.303	2.812	4.314	4.776	4.885	4.906
SPBC17A3.10	pas4	viable	V	0.137	0.164	0.255	0.535	0.833	1.137	1.414	1.607
SPBC17D1.01	spp41	inviable	E	0.0	0.0	0.029	1.595	3.447	4.14	4.312	4.344
SPBC17D1.02	dph2	viable	V	0.103	0.146	0.311	0.799	1.153	1.366	1.475	1.518
SPBC17D1.03c	rrp43	inviable	E	0.309	0.567	1.647	3.803	4.466	4.64	4.679	4.687
SPBC17D1.05	rhs1	viable	V	0.1	0.184	0.533	1.232	1.446	1.503	1.515	1.518
SPBC17D1.06	dbp3	viable	V	0.053	0.07	0.134	0.332	0.503	0.631	0.713	0.753
SPBC17D1.07c	npg1	viable	V	-0.014	-0.024	-0.063	-0.156	-0.197	-0.211	-0.216	-0.217
SPBC17D11.01	nep1	viable	V	0.343	0.333	0.29	0.096	0.001	0.0	0.0	0.0
SPBC17D11.02c	hrd1	viable	V	0.064	0.118	0.342	0.791	0.928	0.965	0.973	0.974
SPBC17D11.03c	pxp2	viable	V	0.006	0.01	0.028	0.069	0.086	0.092	0.093	0.094
SPBC17D11.04c	nto1	viable	V	0.07	0.097	0.2	0.511	0.75	0.905	0.99	1.026
SPBC17D11.06	spp2	inviable	E	0.074	0.136	0.396	0.914	1.073	1.115	1.125	1.126
SPBC17D11.07c	rpn2	inviable	E	-0.001	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC17D11.08	dca7	viable	V	0.025	0.047	0.136	0.313	0.367	0.382	0.385	0.386
SPBC17F3.01c	rga5	viable	V	0.167	0.306	0.889	2.053	2.411	2.505	2.526	2.53
SPBC17F3.02	nak1	inviable	E	0.183	0.335	0.974	2.249	2.641	2.744	2.768	2.772
SPBC17G9.02c	cdc73	viable	V	0.229	0.311	0.616	1.547	2.315	2.856	3.176	3.324
SPBC17G9.03c	krs1	inviable	E	0.108	0.198	0.576	1.33	1.562	1.623	1.637	1.639
SPBC17G9.04c	nup85	inviable	E	0.176	0.323	0.939	2.167	2.545	2.644	2.667	2.671
SPBC17G9.05	rct1	inviable	V	0.266	0.341	0.609	1.446	2.237	2.903	3.383	3.65
SPBC17G9.06c	sib3	viable	Not_determined	-0.003	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC17G9.07	rps2402	viable	V	0.184	0.337	0.979	2.26	2.654	2.757	2.781	2.785
SPBC17G9.08c	cnt5	viable	V	-0.03	-0.041	-0.082	-0.207	-0.307	-0.376	-0.416	-0.434
SPBC17G9.10	rpl1102	viable	V	0.155	0.285	0.827	1.91	2.243	2.331	2.35	2.354
SPBC17G9.11c	pyr1	inviable	E	0.073	0.133	0.386	0.892	1.047	1.088	1.097	1.099
SPBC17G9.12c	SPBC17G9.12c	viable	V	-0.0	-0.0	-0.0	-0.128	-0.523	-0.731	-0.788	-0.799
SPBC17G9.13c	cup1	inviable	E	0.194	0.355	1.032	2.382	2.798	2.907	2.932	2.936
SPBC1815.01	eno101	viable	V	0.01	0.016	0.049	0.259	0.598	0.984	1.315	1.518
SPBC1861.01c	cnp3	viable	V	0.182	0.268	0.619	1.768	2.667	3.233	3.528	3.648
SPBC1861.02	abp2	viable	V	0.07	0.088	0.15	0.343	0.535	0.708	0.844	0.926
SPBC1861.03	naa35	viable	V	0.001	0.003	0.009	0.072	0.207	0.398	0.593	0.728
SPBC1861.04c	prp24	inviable	E	0.006	0.011	0.033	0.077	0.09	0.094	0.094	0.094
SPBC1861.05	SPBC1861.05	condition-dependent	V	0.071	0.167	0.752	2.445	3.066	3.236	3.275	3.282
SPBC1861.06c	mug131	viable	V	0.0	0.0	0.0	0.038	0.297	0.556	0.665	0.694
SPBC1861.07	elc1	viable	V	0.041	0.074	0.216	0.5	0.587	0.61	0.615	0.616
SPBC1861.09	ppk22	viable	V	0.017	0.023	0.046	0.131	0.224	0.311	0.378	0.418
SPBC18A7.01	xpa1	viable	V	-0.0	-0.0	-0.0	-0.0	-0.068	-0.42	-0.772	-0.917
SPBC18A7.02c	SPBC18A7.02c	viable	V	0.079	0.146	0.423	0.977	1.147	1.192	1.202	1.204
SPBC18E5.02c	lcb1	inviable	E	0.0	0.0	0.0	0.0	0.024	0.335	0.913	1.261
SPBC18E5.03c	sim4	inviable	E	0.098	0.117	0.182	0.382	0.594	0.811	1.008	1.146
SPBC18E5.05c	elp5	viable	V	0.212	0.304	0.662	1.706	2.436	2.86	3.068	3.148
SPBC18E5.07	aim21	viable	V	0.002	0.005	0.026	0.127	0.195	0.225	0.235	0.238
SPBC18E5.09c	SPBC18E5.09c	viable	V	0.344	0.338	0.309	0.154	0.009	0.0	0.0	0.0
SPBC18E5.10	SPBC18E5.10	viable	V	0.023	0.028	0.043	0.09	0.141	0.192	0.239	0.272
SPBC18E5.11c	edc3	viable	V	0.03	0.039	0.073	0.208	0.376	0.561	0.733	0.853
SPBC18E5.13	mti3	viable	V	0.004	0.01	0.047	0.162	0.205	0.217	0.22	0.22
SPBC18E5.14c	SPBC18E5.14c	viable	V	-0.205	-0.131	-0.016	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC18H10.02	lcf1	viable	V	0.214	0.391	1.138	2.627	3.084	3.205	3.232	3.237
SPBC18H10.04c	sce3	viable	V	0.132	0.159	0.249	0.531	0.834	1.145	1.428	1.626
SPBC18H10.05	SPBC18H10.05	viable	V	0.004	0.012	0.086	0.389	0.519	0.557	0.565	0.567
SPBC18H10.06c	swd2	viable	V	0.153	0.183	0.283	0.594	0.926	1.264	1.57	1.785
SPBC18H10.07	wbp4	viable	V	0.0	0.0	0.0	0.001	0.183	0.666	0.886	0.934
SPBC18H10.08c	ubp4	viable	V	0.013	0.016	0.025	0.052	0.081	0.111	0.138	0.157
SPBC18H10.09	SPBC18H10.09	viable	V	-0.085	-0.071	-0.04	-0.006	-0.0	-0.0	-0.0	-0.0
SPBC18H10.10c	saf4	viable	V	-0.264	-0.264	-0.262	-0.252	-0.214	-0.099	-0.002	-0.0
SPBC18H10.11c	ppr2	viable	V	0.0	0.0	0.0	0.0	0.042	0.231	0.374	0.42
SPBC18H10.13	rps1402	viable	V	0.0	0.0	0.0	0.007	0.282	0.678	0.824	0.854
SPBC18H10.14	rps1601	condition-dependent	E	0.345	0.631	1.834	4.235	4.973	5.167	5.211	5.219
SPBC18H10.15	cdk11	viable	V	0.017	0.031	0.091	0.21	0.246	0.256	0.258	0.258
SPBC18H10.16	vhc1	viable	V	0.028	0.036	0.066	0.158	0.244	0.314	0.362	0.388
SPBC18H10.18c	SPBC18H10.18c	viable	V	0.03	0.042	0.087	0.221	0.325	0.392	0.429	0.445
SPBC18H10.19	vps38	viable	V	-0.066	-0.054	-0.03	-0.004	-0.0	-0.0	-0.0	-0.0
SPBC18H10.20c	any1	viable	V	0.331	0.459	0.94	2.393	3.525	4.268	4.678	4.856
SPBC1921.01c	rpl35A02	viable	V	0.08	0.147	0.426	0.984	1.156	1.201	1.211	1.213
SPBC1921.02	rad60	inviable	E	0.21	0.384	1.117	2.579	3.028	3.146	3.173	3.178
SPBC1921.03c	mex67	viable	V	0.178	0.227	0.397	0.93	1.445	1.89	2.222	2.413
SPBC1921.04c	SPBC1921.04c	viable	V	0.049	0.059	0.091	0.191	0.297	0.405	0.503	0.572
SPBC1921.05	ape2	viable	V	0.08	0.118	0.268	0.691	0.965	1.112	1.177	1.201
SPBC1921.06c	pvg3	viable	V	0.087	0.12	0.243	0.617	0.913	1.111	1.223	1.272
SPBC1921.07c	sgf29	viable	V	0.0	0.0	0.0	0.006	0.092	0.292	0.469	0.553
SPBC19C2.01	cdc28	inviable	E	0.057	0.137	0.679	2.554	3.374	3.626	3.689	3.703
SPBC19C2.02	pmt1	viable	V	-0.048	-0.038	-0.019	-0.002	-0.0	-0.0	-0.0	-0.0
SPBC19C2.04c	ubp11	viable	V	0.021	0.026	0.042	0.093	0.149	0.207	0.26	0.297
SPBC19C2.06c	mug124	viable	V	-0.059	-0.071	-0.11	-0.23	-0.358	-0.488	-0.607	-0.69
SPBC19C2.09	sre1	viable	V	0.009	0.015	0.045	0.185	0.331	0.44	0.503	0.531
SPBC19C2.10	SPBC19C2.10	viable	V	0.305	0.251	0.135	0.019	0.001	0.0	0.0	0.0
SPBC19C2.11c	mdm34	inviable	E	-0.028	-0.051	-0.15	-0.345	-0.406	-0.421	-0.425	-0.426
SPBC19C2.12	mrpl51	inviable	E	0.009	0.021	0.114	0.69	1.215	1.506	1.628	1.667
SPBC19C2.13c	ctu2	viable	V	0.147	0.188	0.34	0.834	1.327	1.763	2.092	2.282
SPBC19C2.15c	phs1	inviable	E	0.15	0.179	0.278	0.583	0.908	1.24	1.541	1.752
SPBC19C7.01	mni1	viable	V	0.013	0.015	0.023	0.049	0.076	0.104	0.129	0.147
SPBC19C7.02	ubr1	viable	V	0.158	0.289	0.839	1.937	2.274	2.363	2.383	2.387
SPBC19C7.03	cyr1	viable	V	0.139	0.174	0.297	0.723	1.217	1.739	2.218	2.552
SPBC19C7.05	rcr1	viable	V	0.369	0.305	0.166	0.024	0.002	0.0	0.0	0.0
SPBC19C7.08c	ppm2	viable	V	0.004	0.007	0.021	0.086	0.141	0.176	0.193	0.199
SPBC19C7.09c	uve1	viable	V	-0.004	-0.005	-0.008	-0.017	-0.027	-0.037	-0.046	-0.052
SPBC19C7.10	bqt4	viable	V	0.052	0.078	0.182	0.469	0.644	0.732	0.769	0.781
SPBC19C7.11	SPBC19C7.11	viable	V	0.057	0.068	0.106	0.223	0.347	0.473	0.588	0.669
SPBC19C7.12c	omh1	viable	V	0.086	0.158	0.458	1.057	1.241	1.29	1.301	1.303
SPBC19F5.01c	puc1	viable	V	0.415	0.39	0.294	0.031	0.0	0.0	0.0	0.0
SPBC19F5.05c	ppp1	inviable	E	0.195	0.271	0.556	1.415	2.083	2.519	2.759	2.863
SPBC19F8.01c	spn7	viable	V	0.154	0.127	0.069	0.01	0.001	0.0	0.0	0.0
SPBC19F8.03c	yap18	viable	V	0.061	0.111	0.323	0.745	0.875	0.909	0.917	0.918
SPBC19F8.04c	lcl3	viable	V	0.072	0.086	0.134	0.281	0.438	0.598	0.743	0.845
SPBC19F8.05	mrps26	inviable	E	0.106	0.2	0.619	1.501	1.78	1.853	1.87	1.873
SPBC19F8.06c	meu22	viable	V	0.002	0.006	0.047	0.254	0.35	0.378	0.385	0.386
SPBC19F8.07	mcs6	inviable	E	0.237	0.433	1.259	2.908	3.414	3.548	3.578	3.583
SPBC19F8.08	rps401	viable	V	0.189	0.265	0.554	1.417	2.067	2.478	2.697	2.788
SPBC19G7.01c	msh2	viable	V	0.097	0.123	0.214	0.522	0.855	1.181	1.455	1.631
SPBC19G7.02	abz2	viable	V	0.074	0.091	0.15	0.335	0.523	0.702	0.849	0.943
SPBC19G7.03c	rps3002	viable	V	0.184	0.322	0.894	2.146	2.602	2.742	2.779	2.787
SPBC19G7.04	SPBC19G7.04	viable	V	0.05	0.092	0.269	0.62	0.728	0.757	0.763	0.764
SPBC19G7.05c	bgs1	inviable	E	0.126	0.23	0.669	1.544	1.814	1.884	1.9	1.903
SPBC19G7.06	mbx1	viable	V	-0.066	-0.053	-0.027	-0.003	-0.0	-0.0	-0.0	-0.0
SPBC19G7.07c	ppr3	viable	V	0.043	0.09	0.385	1.669	2.53	2.92	3.06	3.1
SPBC19G7.08c	art1	viable	V	0.0	0.0	0.0	0.009	0.11	0.384	0.694	0.88
SPBC19G7.09	ulp1	viable	V	0.269	0.369	0.745	1.887	2.8	3.418	3.77	3.928
SPBC19G7.10c	pdc2	viable	V	0.084	0.12	0.267	0.792	1.278	1.64	1.863	1.968
SPBC19G7.13	tbf1	inviable	E	0.256	0.329	0.592	1.42	2.209	2.875	3.356	3.624
SPBC19G7.14c	cog5	inviable	E	0.016	0.046	0.298	1.301	1.727	1.847	1.875	1.88
SPBC19G7.15	nup44	inviable	E	0.174	0.319	0.926	2.139	2.512	2.609	2.632	2.636
SPBC19G7.16	iws1	viable	V	0.05	0.082	0.248	1.065	1.971	2.684	3.122	3.324
SPBC19G7.17	ssh1	viable	V	0.011	0.018	0.062	0.399	1.071	1.984	2.899	3.532
SPBC19G7.18c	SPBC19G7.18c	viable	V	0.0	0.0	0.016	0.276	0.477	0.543	0.559	0.562
SPBC19G7.19	tom5	unknown	Not_determined	0.01	0.018	0.052	0.121	0.142	0.147	0.149	0.149
SPBC1A4.01	apc10	inviable	E	0.111	0.203	0.59	1.362	1.599	1.662	1.676	1.678
SPBC1A4.02c	leu1	viable	V	0.033	0.039	0.06	0.126	0.197	0.269	0.334	0.38
SPBC1A4.03c	top2	inviable	E	0.207	0.379	1.101	2.542	2.985	3.102	3.128	3.133
SPBC1A4.04	SPBC1A4.04	viable	V	0.019	0.036	0.103	0.239	0.28	0.291	0.294	0.294
SPBC1A4.05	blt1	viable	V	0.018	0.024	0.048	0.135	0.234	0.331	0.411	0.46
SPBC1A4.06c	tam41	inviable	E	0.197	0.361	1.048	2.42	2.842	2.953	2.978	2.983
SPBC1A4.09	pus7	viable	V	0.197	0.361	1.051	2.425	2.848	2.959	2.984	2.989
SPBC1A4.10c	med14	inviable	E	0.156	0.258	0.681	1.691	2.132	2.291	2.34	2.352
SPBC1D7.01	pfd1	viable	V	0.035	0.063	0.184	0.424	0.498	0.518	0.522	0.523
SPBC1D7.02c	scr1	viable	Not_determined	0.0	0.0	0.0	0.002	0.074	0.483	1.214	1.779
SPBC1D7.03	clg1	viable	V	0.0	0.0	0.0	0.036	0.333	0.566	0.636	0.65
SPBC1D7.04	mlo3	viable	V	0.317	0.439	0.901	2.294	3.378	4.088	4.48	4.65
SPBC1D7.05	byr2	viable	V	0.079	0.094	0.146	0.307	0.478	0.653	0.811	0.922
SPBC1E8.02	SPBC1E8.02	viable	V	0.082	0.149	0.434	1.003	1.178	1.223	1.234	1.236
SPBC1E8.03c	SPBC1E8.03c	viable	V	0.0	0.0	0.0	0.124	0.456	0.622	0.666	0.675
SPBC1E8.05	knh4	viable	V	0.066	0.079	0.123	0.258	0.402	0.55	0.683	0.776
SPBC20F10.02c	SPBC20F10.02c	viable	V	0.037	0.044	0.068	0.143	0.222	0.303	0.377	0.429
SPBC20F10.03	SPBC20F10.03	viable	V	0.025	0.036	0.079	0.204	0.289	0.336	0.359	0.368
SPBC20F10.04c	nse4	inviable	E	0.138	0.223	0.569	1.434	1.847	2.009	2.063	2.077
SPBC20F10.05	nrl1	viable	V	0.063	0.094	0.217	0.56	0.774	0.883	0.93	0.947
SPBC20F10.06	mad2	viable	V	-0.137	-0.117	-0.071	-0.013	-0.001	-0.0	-0.0	-0.0
SPBC20F10.07	ltc1	viable	V	-0.051	-0.073	-0.16	-0.412	-0.588	-0.69	-0.741	-0.76
SPBC20F10.08c	rtp1	inviable	E	0.146	0.296	1.038	2.824	3.441	3.611	3.651	3.658
SPBC20F10.10	psl1	viable	V	0.161	0.295	0.858	1.982	2.328	2.418	2.439	2.443
SPBC21.01	mis17	inviable	E	0.025	0.035	0.082	0.31	0.648	1.049	1.432	1.696
